element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
Mn,2,214.560,0.0015,214.56045,0.00018,10,,,5,5,,
Mn,2,214.642,0.0015,214.64264,0.00018,2,,,1,1,,
Mn,2,214.743,0.0015,214.74617,0.00014,10,,,4,4,,
Mn,2,214.884,0.0015,214.88499,0.00014,30,,,3,4,,
Mn,2,214.9350,0.0006,214.93609,0.00018,8,,,0,1,,
Mn,2,215.013,0.0015,215.01327,0.00014,1,,,3,3,,
Mn,2,215.0260,0.0006,215.02639,0.00019,30,,,4,5,,
Mn,2,215.2427,0.0006,215.24207,0.00023,60,,,5,6,,
Mn,5,,,215.359,,,6.2e-02,E,1/2,3/2,M1,
Mn,5,,,215.359,,,1.7e-02,E,1/2,3/2,E2,
Mn,2,215.5349,0.0018,215.53419,0.00019,5*,,,3,2,,
Mn,2,215.5349,0.0018,215.53484,0.00023,5*,,,1,1,,
Mn,2,215.587,0.0015,215.58597,0.00019,2,,,1,2,,
Mn,2,215.594,0.0015,215.59355,0.00014,10,,,4,4,,
Mn,2,215.6977,0.0006,215.69781,0.00019,5,,,0,1,,
Mn,2,215.816,0.0015,215.8167,0.0008,1,,,1,1,,
Mn,2,215.869,0.0015,215.86890,0.00014,1,,,4,3,,
Mn,5,,,216.107,,,2.4e-01,E,3/2,3/2,M1,
Mn,5,,,216.107,,,5.2e-02,E,3/2,3/2,E2,
Mn,2,216.1333,0.0006,216.13287,0.00014,5,,,3,3,,
Mn,2,216.309,0.0015,216.30811,0.00014,20,,,3,3,,
Mn,5,,,216.503,,,5.0e-03,E,1/2,5/2,E2,
Mn,2,216.558,0.0015,216.55906,0.00014,50,,,1,2,,
Mn,2,216.6412,0.0006,216.64078,0.00014,50,,,2,3,,
Mn,2,216.6693,0.0006,216.66872,0.00014,50,,,2,3,,
Mn,3,216.978,,,,1000,,,,,,
Mn,2,216.995,0.0015,216.99300,0.00024,60,,,3,4,,
Mn,2,217.089,0.0015,217.08866,0.00019,30,,,2,2,,
Mn,5,,,217.259,,,1.1e-01,E,3/2,5/2,M1,
Mn,5,,,217.259,,,5.2e-02,E,3/2,5/2,E2,
Mn,3,217.415,,,,700,,,,,,
Mn,2,217.555,0.0015,217.55533,0.00014,80,,,3,4,,
Mn,3,217.687,,,,900,,,,,,
Mn,3,218.186,,,,800,,,,,,
Mn,5,,,218.249,,,5.5e-02,E,5/2,3/2,M1,
Mn,3,218.487,,,,800,,,,,,
Mn,3,218.513,,,,600,,,,,,
Mn,21,,,218.80,,,1.5e+03,C,3/2,5/2,M1,
Mn,21,,,218.80,,,1.2e-02,D,3/2,5/2,E2,
Mn,2,219.064,0.0015,219.06420,0.00010,5,,,3,2,,
Mn,5,,,219.424,,,6.2e-01,E,5/2,5/2,M1,
Mn,2,219.6826,0.0006,219.68209,0.00019,5,,,2,3,,
Mn,2,219.960,0.002,219.9586,0.0008,10*,,,0,1,,
Mn,2,219.960,0.002,219.96136,0.00015,10*,,,1,2,,
Mn,2,219.978,0.0015,219.97738,0.00024,80,,,6,5,,
Mn,2,220.171,0.0015,220.16979,0.00019,1,,,4,4,,
Mn,2,220.191,0.0015,220.19402,0.00015,1i,,,3,4,,
Mn,2,220.248,0.0015,,,5,,,,,,
Mn,2,220.270,0.0015,220.26813,0.00019,40,,,2,3,,
Mn,2,220.3547,0.0006,220.35393,0.00019,2,,,1,1,,
Mn,21,,,220.58,,,2.03e+03,C,1/2,3/2,M1,
Mn,2,220.6637,0.0006,220.66321,0.00024,10,,,0,1,,
Mn,2,220.685,0.0015,220.6811,0.0004,10i*,,,2,2,,
Mn,2,220.685,0.0015,220.6844,0.0006,10i*,,,2,1,,
Mn,2,220.7854,0.0006,220.78501,0.00015,5,,,4,4,,
Mn,1,220.881,,,,290,,,,,,
Mn,2,221.003,0.0015,221.00303,0.00020,3,,,1,2,,
Mn,2,221.059,0.0015,221.05900,0.00015,2,,,2,2,,
Mn,2,221.118,0.0015,,,15,,,,,,
Mn,3,221.195,,,,400,,,,,,
Mn,3,221.242,,,,600,,,,,,
Mn,1,221.385,,,,540,,,,,,
Mn,3,221.521,,,,800,,,,,,
Mn,12,,,221.7,,,1.4e+01,E,1,2,M1,
Mn,12,,,221.7,,,5.9e-01,D,1,2,E2,
