element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
He,1,,,1284.642727,0.000007,,3.0352e+05,AAA,0,1,,
He,1,,,1292.789294,0.000007,,1.423e+00,AA,1,1,E2,
He,1,1296.845,,1296.843019,0.000007,10,3.3615e+06,AAA,1,2,,
He,1,,,1297.034484,0.000007,,3.303e+02,AA,1,2,,
He,1,1298.489,,1298.485355,0.000007,2*,2.7294e+05,AAA,1,0,,
He,1,1298.489,,1298.487252,0.000007,2*,2.0466e+05,AAA,2,1,,
He,1,1298.489,,1298.487591,0.000007,2*,2.2927e+05,AAA,3,2,,
He,1,1298.489,,1298.488015,0.000007,2*,4.0931e+04,AAA,2,2,,
He,1,1298.489,,1298.494706,0.000007,2*,6.8235e+04,AAA,1,1,,
He,1,1298.489,,1298.495469,0.000007,2*,2.7294e+03,AAA,1,2,,
He,1,,,1322.644154,0.000007,,7.4166e-01,AAA,2,0,E2,
He,1,,,1341.168334,0.000007,,2.0572e+06,AAA,1,0,,
He,1,,,1448.831720,0.000009,,3.4680e+04,AAA,1,0,,
He,1,,,1448.833129,0.000009,,3.4680e+04,AAA,1,1,,
He,1,,,1448.833244,0.000009,,3.4680e+04,AAA,1,2,,
He,1,,,1506.241412,0.000009,,4.6126e+04,AAA,1,0,,
He,1,,,1506.243509,0.000009,,4.6126e+04,AAA,1,1,,
He,1,,,1506.243679,0.000009,,4.6126e+04,AAA,1,2,,
He,1,1508.364,,1508.365271,0.000010,12,1.4057e+06,AAA,0,1,,
He,1,,,1518.966190,0.000010,,5.6132e+00,AAA,0,2,E2,
He,1,,,1592.971084,0.000009,,5.7048e+04,AAA,0,1,,
He,1,,,1594.813538,0.000010,,6.2580e+04,AAA,1,0,,
He,1,,,1594.816899,0.000010,,6.2580e+04,AAA,1,1,,
He,1,,,1594.817172,0.000010,,6.2580e+04,AAA,1,2,,
He,1,,,1660.823126,0.000010,,7.6907e+04,AAA,0,1,,
He,1,,,1667.382539,0.000009,,4.9936e+03,AAA,2,1,,
He,1,,,1667.382867,0.000009,,4.4939e+04,AAA,2,2,,
He,1,,,1667.382890,0.000009,,1.7977e+05,AAA,2,3,,
He,1,,,1667.385041,0.000009,,7.4904e+04,AAA,1,1,,
He,1,,,1667.385369,0.000009,,1.3482e+05,AAA,1,2,,
He,1,,,1667.415723,0.000009,,9.9872e+04,AAA,0,1,,
He,1,,,1686.394229,0.000009,,9.3727e+04,AAA,2,1,,
He,1,,,1686.396789,0.000009,,5.6236e+04,AAA,1,1,,
He,1,,,1686.428174,0.000009,,1.8745e+04,AAA,0,1,,
He,1,,,1699.668452,0.000009,,2.148e+02,AA,2,2,,
He,1,,,1699.674806,0.000009,,6.038e+02,AA,1,2,,
He,1,1700.247,,1700.233596,0.000009,200*,1.8358e+05,AAA,2,1,,
He,1,1700.247,,1700.238951,0.000009,200*,1.6520e+06,AAA,2,2,,
He,1,1700.247,,1700.239298,0.000009,200*,6.6090e+06,AAA,2,3,,
He,1,1700.247,,1700.239954,0.000009,200*,2.7538e+06,AAA,1,1,,
He,1,1700.247,,1700.245309,0.000009,200*,4.9562e+06,AAA,1,2,,
He,1,,,1700.318231,0.000009,,3.6717e+06,AAA,0,1,,
He,1,,,1732.739005,0.000009,,1.4055e+04,AAA,2,1,,
He,1,,,1732.967581,0.000009,,5.427e+03,AA,3,3,,
He,1,,,1732.967852,0.000009,,9.8084e+02,AAA,3,2,,
He,1,,,1732.967942,0.000009,,4.147e+04,AA,2,3,,
He,1,,,1732.968017,0.000009,,2.2069e+05,AAA,3,4,,
He,1,,,1732.968106,0.000009,,1.9094e+04,AAA,3,3,,
He,1,,,1732.968212,0.000009,,3.4325e+04,AAA,2,2,,
He,1,,,1732.968466,0.000009,,1.5470e+05,AAA,2,3,,
He,1,,,1732.973776,0.000009,,1.8538e+05,AAA,1,2,,
He,1,,,1733.561018,0.000009,,1.7347e+05,AAA,2,3,,
He,1,,,1733.561542,0.000009,,4.680e+04,AA,2,3,,
He,1,,,1735.171027,0.000009,,1.508e+03,AA,3,4,,
He,1,,,1735.171091,0.000009,,7.9008e+03,AAA,3,3,,
He,1,,,1735.171290,0.000009,,1.4717e+05,AAA,3,4,,
He,1,,,1735.173177,0.000009,,4.642e+03,AA,4,4,,
He,1,,,1735.173241,0.000009,,1.9748e+02,AAA,4,3,,
He,1,,,1735.173336,0.000009,,1.5482e+05,AAA,4,5,,
He,1,,,1735.173440,0.000009,,5.0342e+03,AAA,4,4,,
He,1,,,1735.175837,0.000009,,1.4218e+05,AAA,2,3,,
He,1,,,1735.178108,0.000009,,1.4867e+05,AAA,3,4,,
He,1,,,1735.178172,0.000009,,4.540e+03,AA,3,3,,
He,1,,,1735.178371,0.000009,,2.619e+03,AA,3,4,,
He,1,,,1735.300990,0.000009,,1.098e+03,AA,3,2,,
He,1,,,1735.308072,0.000009,,1.9786e+03,AAA,3,2,,
He,1,,,1735.350265,0.000009,,1.7780e+03,AAA,3,2,,
He,1,,,1735.350290,0.000009,,1.5656e+02,AAA,3,3,,
He,1,,,1735.352441,0.000009,,2.8526e+03,AAA,4,3,,
He,1,,,1735.354656,0.000009,,3.1062e+03,AAA,2,1,,
He,1,,,1735.355011,0.000009,,3.4510e+02,AAA,2,2,,
He,1,,,1735.357347,0.000009,,9.830e+02,AA,3,2,,
He,1,,,1735.357372,0.000009,,8.997e+01,AA,3,3,,
He,1,,,1737.491676,0.000009,,2.2968e+04,AAA,3,2,,
He,1,,,1737.491874,0.000009,,2.0504e+04,AAA,2,1,,
He,1,,,1737.492038,0.000009,,4.1008e+03,AAA,2,2,,
He,1,,,1737.495439,0.000009,,2.7342e+04,AAA,1,0,,
He,1,,,1737.497466,0.000009,,6.8356e+03,AAA,1,1,,
He,1,,,1737.497631,0.000009,,2.7342e+02,AAA,1,2,,
He,1,,,1742.234804,0.000009,,6.8497e+03,AAA,2,1,,
He,1,,,1742.235295,0.000009,,6.1643e+04,AAA,2,2,,
He,1,,,1742.235330,0.000009,,2.4659e+05,AAA,2,3,,
He,1,,,1742.237536,0.000009,,1.0275e+05,AAA,1,1,,
He,1,,,1742.238027,0.000009,,1.8493e+05,AAA,1,2,,
He,1,,,1742.271034,0.000009,,1.3699e+05,AAA,0,1,,
He,1,,,1744.960751,0.000011,,8.5957e+04,AAA,1,0,,
He,1,,,1744.966789,0.000011,,8.5957e+04,AAA,1,1,,
He,1,,,1744.967281,0.000011,,8.5957e+04,AAA,1,2,,
He,1,,,1747.689589,0.000009,,1.7528e+04,AAA,1,2,,
He,1,,,1757.189012,0.000009,,1.3922e+05,AAA,1,0,,
He,1,,,1765.935818,0.000011,,1.0661e+05,AAA,0,1,,
He,1,,,1771.012356,0.000009,,1.3193e+05,AAA,2,1,,
He,1,,,1771.015178,0.000009,,7.9160e+04,AAA,1,1,,
He,1,,,1771.049792,0.000009,,2.6387e+04,AAA,0,1,,
He,1,,,1813.321262,0.000009,,1.9866e+04,AAA,2,1,,
He,1,,,1813.903812,0.000009,,7.884e+03,AA,3,3,,
He,1,,,1813.904207,0.000009,,6.028e+04,AA,2,3,,
He,1,,,1813.904207,0.000009,,1.3874e+03,AAA,3,2,,
He,1,,,1813.904456,0.000009,,3.1216e+05,AAA,3,4,,
He,1,,,1813.904592,0.000009,,2.6801e+04,AAA,3,3,,
He,1,,,1813.904602,0.000009,,4.8552e+04,AAA,2,2,,
He,1,,,1813.904987,0.000009,,2.1720e+05,AAA,2,3,,
He,1,,,1813.910697,0.000009,,2.6221e+05,AAA,1,2,,
He,1,,,1814.553984,0.000009,,2.4356e+05,AAA,2,3,,
He,1,,,1814.554765,0.000009,,6.804e+04,AA,2,3,,
He,1,,,1816.309979,0.000009,,2.239e+03,AA,3,4,,
He,1,,,1816.310075,0.000009,,1.1702e+04,AAA,3,3,,
He,1,,,1816.310374,0.000009,,2.1797e+05,AAA,3,4,,
He,1,,,1816.312335,0.000009,,6.877e+03,AA,4,4,,
He,1,,,1816.312431,0.000009,,2.9248e+02,AAA,4,3,,
He,1,,,1816.312573,0.000009,,2.2931e+05,AAA,4,5,,
He,1,,,1816.312730,0.000009,,7.4545e+03,AAA,4,4,,
He,1,,,1816.315275,0.000009,,2.1059e+05,AAA,2,3,,
He,1,,,1816.317737,0.000009,,2.2019e+05,AAA,3,4,,
He,1,,,1816.317834,0.000009,,6.725e+03,AA,3,3,,
He,1,,,1816.318133,0.000009,,3.886e+03,AA,3,4,,
He,1,,,1816.504795,0.000009,,1.590e+03,AA,3,2,,
He,1,,,1816.512555,0.000009,,2.8661e+03,AAA,3,2,,
He,1,,,1816.578107,0.000009,,2.5752e+03,AAA,3,2,,
He,1,,,1816.578145,0.000009,,2.2671e+02,AAA,3,3,,
He,1,,,1816.580502,0.000009,,4.1309e+03,AAA,4,3,,
He,1,,,1816.582775,0.000009,,4.4981e+03,AAA,2,1,,
He,1,,,1816.583309,0.000009,,4.9975e+02,AAA,2,2,,
He,1,,,1816.585868,0.000009,,1.423e+03,AA,3,2,,
He,1,,,1816.585906,0.000009,,1.303e+02,AA,3,3,,
He,1,,,1820.714308,0.000009,,3.2453e+04,AAA,3,2,,
He,1,,,1820.714457,0.000009,,2.8972e+04,AAA,2,1,,
He,1,,,1820.714706,0.000009,,5.7943e+03,AAA,2,2,,
He,1,,,1820.717535,0.000009,,3.8634e+04,AAA,1,0,,
He,1,,,1820.720598,0.000009,,9.6585e+03,AAA,1,1,,
He,1,,,1820.720847,0.000009,,3.8634e+02,AAA,1,2,,
He,1,,,1830.084512,0.000009,,2.4289e+05,AAA,1,2,,
He,1,,,1844.449867,0.000010,,1.9477e+05,AAA,1,0,,
He,1,,,1855.557348,0.000010,1,2.9630e+05,AAA,2,1,,
He,1,,,1858.911523,0.000010,,9.7398e+03,AAA,2,1,,
He,1,,,1858.912319,0.000010,,8.7651e+04,AAA,2,2,,
He,1,,,1858.912375,0.000010,,3.5063e+05,AAA,2,3,,
He,1,,,1858.914632,0.000010,,1.4610e+05,AAA,1,1,,
He,1,,,1858.915428,0.000010,,2.6296e+05,AAA,1,2,,
He,1,,,1858.952767,0.000010,,1.9480e+05,AAA,0,1,,
He,2,,,1863.537402,0.000009,,5.9966e+06,AA,1/2,3/2,,
He,2,,,1863.547779,0.000009,,3.8892e+06,AA,1/2,3/2,,
He,2,,,1863.606550,0.000009,,1.4313e+06,AA,1/2,1/2,,
He,2,,,1863.623138,0.000009,,3.8902e+06,AA,1/2,1/2,,
He,2,,,1863.642333,0.000010,,1.0808e+07,AA,3/2,5/2,,
He,2,,,1863.642506,0.000009,,7.1965e+06,AA,3/2,5/2,,
He,2,,,1863.667280,0.000010,,1.5360e+05,AA,3/2,3/2,,
He,2,,,1863.667626,0.000009,,1.1995e+06,AA,3/2,3/2,,
He,2,,,1863.673126,0.000009,,1.7071e+07,AA,5/2,7/2,,
He,2,,,1863.673181,0.000010,,1.1580e+07,AA,5/2,7/2,,
He,2,,,1863.685616,0.000010,,2.9796e+04,AA,5/2,5/2,,
He,2,,,1863.685741,0.000010,,7.7201e+05,AA,5/2,5/2,,
He,2,,,1863.687267,0.000009,,2.5750e+07,AA,7/2,9/2,,
He,2,,,1863.687293,0.000009,,1.7703e+07,AA,7/2,9/2,,
He,2,,,1863.694764,0.000009,,5.0581e+03,AA,7/2,7/2,,
He,2,,,1863.694829,0.000009,,6.3225e+05,AA,7/2,7/2,,
He,2,,,1863.695265,0.000009,,2.6335e+07,AA,9/2,11/2,,
He,2,,,1863.700289,0.000009,,5.8522e+05,AA,9/2,9/2,,
He,2,,,1863.707320,0.000010,,5.9597e+05,AA,7/2,5/2,,
He,2,,,1863.707324,0.000009,,1.8211e+05,AA,7/2,5/2,,
He,2,,,1863.707787,0.000009,,1.7705e+05,AA,9/2,7/2,,
He,2,,,1863.710688,0.000010,,1.3827e+06,AA,5/2,3/2,,
He,2,,,1863.710737,0.000010,,6.2583e+05,AA,5/2,3/2,,
He,2,,,1863.736783,0.000009,,2.8637e+06,AA,3/2,1/2,,
He,2,,,1863.742649,0.000010,,1.5368e+06,AA,3/2,1/2,,
He,1,,,1868.525966,0.000009,,5.611e+05,AA,3,3,,
He,1,,,1868.526842,0.000009,,4.294e+06,AA,2,3,,
He,1,1868.534,,1868.528674,0.000009,500*,6.1502e+04,AAA,3,2,,
He,1,1868.534,,1868.529550,0.000009,500*,2.1521e+06,AAA,2,2,,
He,1,1868.534,,1868.531683,0.000009,500*,1.3838e+07,AAA,3,4,,
He,1,1868.534,,1868.534177,0.000009,500*,9.7644e+05,AAA,3,3,,
He,1,1868.534,,1868.535054,0.000009,500*,8.0071e+06,AAA,2,3,,
He,1,,,1868.544986,0.000009,,1.1624e+07,AAA,1,2,,
He,1,1869.723,,1869.721290,0.000009,200,8.9780e+06,AAA,2,3,,
He,1,,,1869.724002,0.000009,,5.235e+02,AA,2,2,,
He,1,,,1869.729512,0.000009,,4.852e+06,AA,2,3,,
He,1,,,1892.222949,0.000010,,2.5290e+00,AAA,1,1,E2,
He,1,,,1906.304123,0.000010,,1.9474e+05,AAA,2,1,,
He,1,,,1906.307393,0.000010,,1.1684e+05,AAA,1,1,,
He,1,,,1906.347498,0.000010,,3.8948e+04,AAA,0,1,,
He,1,1908.938,,1908.935863,0.000010,100,7.1159e+06,AAA,1,2,,
He,1,,,1909.655522,0.000010,,8.944e+02,AA,1,2,,
He,1,,,1939.355620,0.000010,,2.9506e+04,AAA,2,1,,
He,1,,,1940.614246,0.000010,,1.216e+04,AA,3,3,,
He,1,,,1940.614698,0.000010,,9.307e+04,AA,2,3,,
He,1,,,1940.614867,0.000010,,2.0626e+03,AAA,3,2,,
He,1,,,1940.615273,0.000010,,4.6409e+05,AAA,3,4,,
He,1,,,1940.615320,0.000010,,7.2183e+04,AAA,2,2,,
He,1,,,1940.615501,0.000010,,3.9407e+04,AAA,3,3,,
He,1,,,1940.615953,0.000010,,3.1946e+05,AAA,2,3,,
He,1,,,1940.622296,0.000010,,3.8984e+05,AAA,1,2,,
He,1,,,1941.358445,0.000010,,3.5829e+05,AAA,2,3,,
He,1,,,1941.359701,0.000010,,1.051e+05,AA,2,3,,
He,1,,,1943.354373,0.000010,,3.575e+03,AA,3,4,,
He,1,,,1943.354530,0.000010,,1.8624e+04,AAA,3,3,,
He,1,,,1943.355017,0.000010,,3.4688e+05,AAA,3,4,,
He,1,,,1943.357070,0.000010,,1.095e+04,AA,4,4,,
He,1,,,1943.357227,0.000010,,4.6549e+02,AAA,4,3,,
He,1,,,1943.357459,0.000010,,3.6494e+05,AAA,4,5,,
He,1,,,1943.357714,0.000010,,1.1860e+04,AAA,4,4,,
He,1,,,1943.360483,0.000010,,3.3515e+05,AAA,2,3,,
He,1,,,1943.363255,0.000010,,3.5042e+05,AAA,3,4,,
He,1,,,1943.363412,0.000010,,1.070e+04,AA,3,3,,
He,1,,,1943.363899,0.000010,,6.200e+03,AA,3,4,,
He,1,,,1943.670731,0.000010,,2.445e+03,AA,3,2,,
He,1,,,1943.679616,0.000010,,4.4094e+03,AAA,3,2,,
He,1,,,1943.788521,0.000010,,3.9611e+03,AAA,3,2,,
He,1,,,1943.788583,0.000010,,3.4865e+02,AAA,3,3,,
He,1,,,1943.791281,0.000010,,6.3528e+03,AAA,4,3,,
He,1,,,1943.793607,0.000010,,6.9175e+03,AAA,2,1,,
He,1,,,1943.794477,0.000010,,7.6855e+02,AAA,2,2,,
He,1,,,1943.797407,0.000010,,2.188e+03,AA,3,2,,
He,1,,,1943.797469,0.000010,,2.004e+02,AA,3,3,,
He,1,,,1945.425299,0.000012,,1.5207e+05,AAA,0,1,,
He,1,,,1951.741509,0.000010,,4.8183e+04,AAA,3,2,,
He,1,,,1951.741557,0.000010,,4.3015e+04,AAA,2,1,,
He,1,,,1951.741967,0.000010,,8.6030e+03,AAA,2,2,,
He,1,,,1951.743581,0.000010,,5.7360e+04,AAA,1,0,,
He,1,,,1951.748613,0.000010,,1.4340e+04,AAA,1,1,,
He,1,,,1951.749023,0.000010,,5.7360e+02,AAA,1,2,,
He,1,,,1954.283834,0.000010,,6.4534e+05,AAA,1,0,,
He,1,1954.308,,1954.309097,0.000010,20,4.8389e+05,AAA,2,1,,
He,1,,,1954.311575,0.000010,,5.4209e+05,AAA,3,2,,
He,1,,,1954.312534,0.000010,,9.6778e+04,AAA,2,2,,
He,1,,,1954.325982,0.000010,,1.6134e+05,AAA,1,1,,
He,1,,,1954.329419,0.000010,,6.4534e+03,AAA,1,2,,
He,1,,,1955.615772,0.000010,,1.150e+02,AA,2,1,,
He,1,,,1955.619214,0.000010,,2.354e+01,AA,2,2,,
He,1,,,1959.226457,0.000010,,3.5063e+05,AAA,1,2,,
He,1,,,1982.856753,0.000010,,2.8512e+05,AAA,1,0,,
