element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
O,1,615.598,615.5971,,400,5.72e+06,B+,1,1,,
O,1,,615.5989,,,2.67e+06,B+,1,2,,
O,1,,615.6737,,,1.91e+06,B+,2,1,,
O,1,,615.6755,,,4.45e+06,B+,2,2,,
O,1,615.677,615.6778,,450,5.08e+06,B+,2,3,,
O,1,,615.8149,,,5.07e+05,B+,3,2,,
O,1,,615.8172,,,2.54e+06,B+,3,3,,
O,1,615.818,615.8187,,490,7.62e+06,B+,3,4,,
O,4,,617.227,,,6.58e+05,B,5/2,3/2,,
O,4,,618.335,,,2.88e+07,B,3/2,1/2,,
O,2,619.7922,619.7905,,1,,,3/2,5/2,,
O,3,,619.957,,,8.43e+04,C,2,2,,
O,2,621.4250,621.4252,,9,1.04e+07,C,5/2,3/2,,
O,4,,622.338,,,9.98e+05,B,5/2,5/2,,
O,1,625.683,625.6833+,,80,,,3,4,,
O,1,626.155,626.1547+,,100,,,4,5,,
O,1,,630.0304,,,5.63e-03,B+,2,2,M1,
O,1,,630.0304,,,2.11e-05,C+,2,2,E2,
O,1,,632.3385,,,1.81e+04,C,1,1,,
O,1,,632.3413,,,6.02e+03,D,2,1,,
O,1,,632.4772,,,3.61e+03,D,1,2,,
O,1,,632.4800,,,1.68e+04,C,2,2,,
O,1,,632.4815,,,2.68e+03,D,2,3,,
O,1,,632.4836,,,3.76e+03,D,3,2,,
O,1,,632.4851,,,2.14e+04,C,3,3,,
O,5,,633.005,,,1.21e+07,B,2,3,,
O,3,,633.048,,,9.43e+04,C,2,3,,
O,2,635.7961,635.7981,,4,,,5/2,5/2,,
O,3,,635.891,,,2.33e+04,D,2,2,,
O,1,,636.3776,,,1.82e-03,B+,1,2,M1,
O,1,,636.3776,,,3.39e-06,C+,1,2,E2,
O,3,,636.383,,,6.97e+04,C,1,2,,
O,1,636.634,636.6335+,,100,,,3,4,,
O,1,637.432,637.4324+,,100,,,3,4,,
O,3,,637.834,,,2.56e+03,D,2,1,,
O,3,,638.330,,,3.83e+04,D,1,1,,
O,3,,639.036,,,5.10e+04,D,0,1,,
O,1,,639.1733,,,8.60e-07,B+,0,2,E2,
O,1,645.360,645.3602,,320,1.65e+06,C+,1,2,,
O,1,645.444,645.4444,,360,2.75e+06,C+,2,2,,
O,1,645.598,645.5977,,400,3.85e+06,C+,3,2,,
O,2,645.7047,645.7030,,2,,,1/2,3/2,,
O,2,645.7806,645.7805,,2*,,,9/2,11/2,,
O,2,645.7806,645.7805,,2*,,,9/2,9/2,,
O,2,645.7806,645.7805,,2*,,,7/2,9/2,,
O,5,,646.012,,,9.37e+06,B,1,2,,
O,5,,646.614,,,1.01e+07,B,2,3,,
O,2,647.1424,647.1420,,6*,,,3/2,5/2,,
O,2,647.1424,647.1420,,6*,,,3/2,3/2,,
O,2,647.3891,647.3893,,1,,,7/2,9/2,,
O,2,647.5274,647.5281,,6,,,5/2,5/2,,
O,2,647.7910,647.7905,,10,,,7/2,5/2,,
O,2,648.3979,648.3970,,12,,,7/2,5/2,,
O,2,,648.5063,,,,,5/2,5/2,,
O,2,648.5093,648.5093,,7,,,5/2,7/2,,
O,2,648.6461,648.6462,,7,,,7/2,9/2,,
O,2,649.1924,649.1911,,11,,,5/2,3/2,,
O,2,649.5802,649.5787,,11bl*,1.48e+06,D,5/2,5/2,,
O,2,649.5802,649.5800,,11bl*,,,11/2,13/2,,
O,2,,649.5838,,,,,11/2,11/2,,
O,2,649.8416,649.8415,,7,,,9/2,11/2,,
O,5,650.024,650.024,,130,1.11e+07,B,3,4,,
O,2,650.0828,650.0826,,4,,,5/2,7/2,,
O,2,650.1410,650.1404,,7,,,7/2,9/2,,
O,2,,650.1421,,,,,7/2,7/2,,
O,2,650.2187,650.2187,,4,,,3/2,5/2,,
O,2,650.2450,650.2451,,5,,,5/2,7/2,,
O,4,,650.523,,,2.71e+06,B,3/2,3/2,,
O,2,650.6027,650.6018,,7,,,7/2,7/2,,
O,3,,650.755,,,3.98e+07,B,1,1,,
O,2,650.9711,650.9711,,8,,,9/2,11/2,,
O,2,651.0622,651.0615,,8bl,,,7/2,9/2,,
O,2,651.0752,651.0763,,13,,,5/2,5/2,,
O,4,,651.116,,,3.01e+05,B,5/2,3/2,,
O,4,,651.753,,,2.00e+05,B,3/2,5/2,,
O,4,,652.348,,,2.79e+06,B,5/2,5/2,,
O,2,653.5828,653.5799,,3,,,3/2,5/2,,
O,2,653.7557,653.7558,,3,,,3/2,5/2,,
O,2,,653.9330,,,,,5/2,5/2,,
O,2,653.9369,653.9385,,4,,,5/2,7/2,,
O,5,,654.377,,,1.64e+06,B,2,2,,
O,2,655.0144,655.0125,,16,,,5/2,3/2,,
O,2,655.0598,655.0597,,4,,,7/2,9/2,,
O,2,655.1757,655.1757,,4,,,5/2,7/2,,
O,2,655.4619,655.4599,,3,,,7/2,7/2,,
O,2,655.5845,655.5844,,7,,,9/2,11/2,,
O,2,655.6068,655.6048,,4*,,,9/2,11/2,,
O,2,655.6068,655.6082,,4*,,,11/2,13/2,,
O,2,655.6068,655.6097,,4*,,,9/2,9/2,,
O,2,655.9060,655.9062,,7bl,,,7/2,9/2,,
O,2,,655.9552,,,,,9/2,9/2,,
O,2,,655.9569,,,,,9/2,7/2,,
O,2,656.0369,656.0380,,7*,,,7/2,9/2,,
O,2,656.0369,656.0392,,7*,,,3/2,5/2,,
O,2,,656.0397,,,,,7/2,7/2,,
O,2,656.5283,656.5283,,20,2.86e+07,D,7/2,5/2,,
O,2,657.1100,657.1108,,18,2.99e+07,D,5/2,3/2,,
O,2,658.9006,658.9013,,6,,,3/2,5/2,,
O,5,,660.128,,,1.14e+06,B,3,3,,
O,1,660.491,660.4904+,,80,,,3,2,,
O,2,,662.7357,,,,,9/2,9/2,,
O,2,,662.7374,,,,,9/2,7/2,,
O,2,662.7385,662.7373,,17,1.73e+07,D,3/2,3/2,,
O,2,664.1054,664.1031,,24,9.88e+06,B+,1/2,1/2,,
O,4,,664.445,,,1.41e+06,B,1/2,3/2,,
O,4,,664.445,,,2.82e+06,B,1/2,1/2,,
O,2,664.6350,664.6357,,4,,,7/2,9/2,,
O,2,665.2563,665.2559,,4,,,7/2,5/2,,
O,1,665.383,665.3834+,,100,,,1,0,,
O,2,666.6667,666.6657,,13,6.78e+06,D,3/2,1/2,,
O,2,667.7862,667.7866,,12,3.37e+06,D,1/2,3/2,,
O,4,,668.041,,,2.33e+06,B,3/2,5/2,,
O,5,,668.220,,,4.19e+04,B,3,2,,
O,3,,670.736,,,1.37e+05,C+,2,3,,
O,4,,670.866,,,1.76e+06,B,3/2,3/2,,
O,4,,670.866,,,5.49e+05,B,3/2,1/2,,
O,3,,670.949,,,1.85e+05,C+,1,2,,
O,2,671.7751,671.7754,,15,1.33e+07,D,1/2,1/2,,
O,2,672.1398,672.1388,,26,1.81e+07,B+,3/2,1/2,,
O,1,,672.6284,,,1.18e+03,C,2,2,,
O,1,,672.6537,,,6.44e+02,C,2,1,,
O,3,,673.113,,,9.15e+05,C+,1,1,,
O,3,,673.616,,,1.08e+06,C+,3,3,,
O,4,,673.805,,,3.25e+06,B,5/2,7/2,,
O,3,,673.929,,,8.46e+05,C+,2,2,,
O,3,,674.194,,,7.21e+04,C,2,3,,
O,3,,674.194,,,1.80e+04,D,2,2,,
O,3,,674.194,,,2.00e+03,D,2,1,,
O,3,,676.112,,,3.01e+05,C+,2,1,,
O,5,,676.472,,,4.37e+06,B,0,1,,
O,3,,676.836,,,1.87e+05,C+,3,2,,
O,2,677.4973,677.4984,,9,1.75e+06,D,3/2,5/2,,
O,4,,677.641,,,9.58e+05,B,5/2,5/2,,
O,5,,678.962,,,5.79e+06,B,1,2,,
O,3,,679.206,,,5.29e+04,C,1,2,,
O,3,,679.206,,,2.94e+04,D,1,1,,
O,4,,680.547,,,1.58e+05,B,5/2,3/2,,
O,2,,681.0477,,,1.64e+05,D,5/2,7/2,,
O,3,,681.702,,,3.87e+04,D,0,1,,
O,5,,681.740,,,3.00e+06,B,1,1,,
O,4,,681.754,,,7.34e+06,B,5/2,7/2,,
O,4,,681.754,,,4.90e+05,B,5/2,5/2,,
O,5,,682.895,,,7.35e+06,B,2,3,,
O,4,,683.105,,,6.81e+06,B,3/2,5/2,,
O,2,,684.4098,,,2.97e+05,D,3/2,5/2,,
O,2,684.6813,684.6804,,11,3.17e+06,C,7/2,7/2,,
O,2,,685.696,,,2.82e+05,D,3/2,3/2,,
O,2,686.9485,686.9475,,11,5.35e+06,C,5/2,5/2,,
O,4,,687.649,,,1.88e+06,B,1/2,3/2,,
O,5,,687.876,,,1.65e+06,B,2,2,,
O,2,688.4911,688.4881,,11,6.12e+06,C,3/2,3/2,,
O,2,689.5109,689.5102,,22,2.72e+07,C,9/2,7/2,,
O,2,690.6443,690.6436,,19,2.48e+07,C,7/2,5/2,,
O,5,,690.727,,,1.70e+05,B,2,1,,
O,2,690.7872,690.7873,,15,3.03e+07,C,3/2,1/2,,
O,2,691.0562,691.0562,,19,2.43e+07,C,5/2,3/2,,
O,2,,691.103,,,1.37e+06,D,1/2,3/2,,
O,2,692.2355,692.2353,,6,,,5/2,3/2,,
O,4,,693.160,,,7.35e+06,B,1/2,1/2,,
O,2,693.6019,693.6008,,5,,,3/2,1/2,,
O,1,,700.1899,,,1.47e+06,B,1,1,,
O,1,700.192,700.1922,,360,2.65e+06,B,1,2,,
O,1,,700.2173,,,9.83e+04,B,2,1,,
O,1,,700.2196,,,8.83e+05,B,2,2,,
O,1,700.223,700.2230,,450,3.53e+06,B,2,3,,
O,1,,700.2250,,,1.96e+06,B,0,1,,
O,4,,700.411,,,8.90e+06,B,3/2,3/2,,
O,3,,701.632,,,6.55e+06,C+,1,0,,
O,1,,701.7300,,,3.22e+04,C,1,0,,
O,1,,702.0327,,,8.05e+03,C,1,1,,
O,1,,702.0367,,,1.34e+04,C,2,1,,
O,1,,702.0495,,,1.07e+04,C,0,1,,
O,1,,702.5475,,,8.03e+03,C,1,2,,
O,1,,702.5515,,,2.41e+04,C,2,2,,
O,3,,702.573,,,1.63e+06,C+,1,1,,
O,3,,703.137,,,6.51e+04,C+,1,2,,
O,4,,703.234,,,3.90e+07,B,1/2,3/2,,
O,4,,705.362,,,3.86e+07,B,1/2,1/2,,
O,4,,706.130,,,3.48e+06,B,3/2,1/2,,
O,3,,707.912,,,4.78e+06,C+,2,1,,
O,2,708.3975,708.3962,,11,2.28e+06,D,3/2,3/2,,
O,3,,708.484,,,9.54e+05,C+,2,2,,
O,2,711.0083,711.0078,,16,2.03e+07,D,5/2,3/2,,
O,2,712.8885,712.8865,,13,2.24e+07,D,3/2,1/2,,
O,2,,713.0400,,,,,5/2,3/2,,
O,2,714.4478,714.4509,,12,,,5/2,5/2,,
O,2,715.1087,715.1079,,12,,,9/2,7/2,,
O,2,715.6090,715.6085,,11,,,7/2,5/2,,
O,4,,715.622,,,3.58e+04,B,5/2,5/2,,
O,1,715.670,715.6701,,210,5.05e+07,B,2,2,,
O,4,,715.9,,,7.16e+05,B,7/2,5/2,,
O,2,716.7833,716.7836,,7,,,3/2,3/2,,
O,2,718.2091,718.2094,,6,,,3/2,5/2,,
O,3,,719.025,,,5.11e+06,C+,3,2,,
O,2,720.2206,720.2198,,9,,,1/2,3/2,,
O,2,722.9142,722.9137,,16,,,5/2,3/2,,
O,2,725.2717,725.2717,,12,,,3/2,1/2,,
O,2,,725.287,,,3.31e+05,D,3/2,5/2,,
O,1,725.415,725.4154,,400,2.24e+06,C+,1,1,,
O,1,725.445,725.4448,,450,3.73e+06,C+,2,1,,
O,1,725.453,725.4531,,320,7.45e+05,C+,0,1,,
O,2,725.9282,725.9280,,10,,,1/2,3/2,,
O,2,726.7630,726.7620,,9,,,3/2,3/2,,
O,4,,727.072,,,7.17e+05,B,5/2,3/2,,
O,2,727.7438,727.7426,,12,,,3/2,3/2,,
O,2,727.8258,727.8264,,10,,,5/2,3/2,,
O,2,728.0257,728.0251,,11,4.59e+06,D,5/2,5/2,,
O,2,728.7894,728.7900,,10,,,1/2,1/2,,
O,2,729.2129,729.2124,,9,,,3/2,5/2,,
O,2,729.2962,729.2965,,11,,,5/2,5/2,,
O,2,729.6310,729.6294,,14,,,7/2,5/2,,
O,2,729.8112,729.8117,,5,,,3/2,3/2,,
O,2,,730.2947,,,,,1/2,3/2,,
O,2,730.4170,730.4180,,7,,,5/2,3/2,,
O,3,,730.685,,,1.87e+07,C+,0,1,,
O,3,,730.712,,,1.41e+07,C+,1,2,,
O,2,731.3114,731.3119,,1,,,1/2,1/2,,
O,2,,731.892,,,5.19e-02,B,5/2,1/2,E2,
O,2,731.8987,731.8986,,10,,,5/2,5/2,,
O,2,731.992,731.999,,,9.07e-02,B,5/2,3/2,E2,
O,2,,731.999,,,8.37e-03,B,5/2,3/2,M1,
O,2,,732.967,,,9.32e-03,B,3/2,1/2,M1,
O,2,733.019,732.967,,*,7.74e-02,B,3/2,1/2,E2,
O,2,733.019,733.073,,*,3.85e-02,B,3/2,3/2,E2,
O,2,,733.073,,,1.49e-02,B,3/2,3/2,M1,
O,2,734.6367,734.6355,,7,,,1/2,1/2,,
O,2,734.6895,734.6901,,9,4.30e+06,D,3/2,3/2,,
O,2,735.5362,735.5373,,4,,,5/2,5/2,,
O,2,736.1647,736.1645,,3,,,1/2,3/2,,
O,2,736.3046,736.3054,,2,,,3/2,3/2,,
O,2,736.4935,736.4939,,3,,,3/2,1/2,,
O,3,,736.535,,,1.37e+07,C+,1,1,,
O,2,736.7694,736.7678,,5,,,1/2,3/2,,
O,2,736.9017,736.9029,,1,,,5/2,7/2,,
O,2,737.4986,737.4996,,3,4.73e+05,D,5/2,3/2,,
O,2,,738.0307,,,,,3/2,3/2,,
O,2,738.1118,738.1168,,1,,,5/2,3/2,,
O,2,738.3744,738.3758,,2,,,5/2,7/2,,
O,2,738.7324,738.7315,,3,,,3/2,5/2,,
O,2,740.7341,740.7333,,3,,,7/2,5/2,,
O,2,740.7821,740.7824,,2,,,5/2,3/2,,
O,3,,741.009,,,6.69e+05,C+,2,3,,
O,3,,741.404,,,5.38e+07,C+,1,0,,
O,5,,742.236,,,2.79e+07,B,1,2,,
O,5,,743.732,,,2.78e+07,B,1,1,,
O,2,743.8139,743.8151,,2,,,5/2,5/2,,
O,5,,744.308,,,2.77e+07,B,1,0,,
O,3,,744.907,,,1.65e+05,C+,2,2,,
O,3,,745.536,,,3.97e+07,C+,2,2,,
O,3,,745.541,,,4.92e+05,C+,1,2,,
O,3,,747.576,,,1.81e+04,C,2,1,,
O,1,747.644,747.6439+,,210,,,2,3,,
O,1,747.724,747.7234+,,100,,,1,1,,
O,2,,747.8897,,,,,3/2,5/2,,
O,1,747.908,747.9074+,,120,,,1,2,,
O,1,748.067,748.0671+,,120,,,0,1,,
O,3,,748.214,,,2.71e+05,C+,1,1,,
O,2,,748.6345,,,,,5/2,3/2,,
O,3,,749.284,,,3.59e+05,C+,0,1,,
O,4,,750.094,,,3.73e+06,B,3/2,1/2,,
O,3,,751.599,,,2.15e+07,C+,2,1,,
O,2,752.7011,752.7065,,4,6.91e+05,D,5/2,7/2,,
O,2,,752.7622,,,,,3/2,3/2,,
O,2,753.0620,753.0611,,10,4.15e+06,D,7/2,7/2,,
O,3,,755.142,,,1.48e+06,C+,0,1,,
O,2,755.4772,755.4787,,3,,,5/2,7/2,,
O,2,,755.5116,,,,,3/2,1/2,,
O,2,756.5482,756.5529,,3,,,1/2,3/2,,
O,4,,758.574,,,3.61e+05,B,3/2,3/2,,
O,2,,759.3301,,,,,1/2,1/2,,
O,2,759.8254,759.8285,,4,1.10e+06,D,3/2,5/2,,
O,2,759.9215,759.9198,,4,2.70e+06,D,5/2,5/2,,
O,2,760.2810,760.2812,,5,8.94e+05,D,7/2,5/2,,
O,3,,760.888,,,4.35e+06,C+,1,1,,
O,2,762.7460,762.7454,,4,,,5/2,5/2,,
O,2,762.8468,762.8542,,4,1.16e+06,D,1/2,3/2,,
O,2,764.8605,764.8583,,4,1.85e+06,D,3/2,3/2,,
O,2,764.9557,764.9508,,4,1.62e+06,D,5/2,3/2,,
O,2,,765.6779,,,2.30e+06,D,1/2,1/2,,
O,2,767.6944,767.6970,,4,2.29e+06,D,3/2,1/2,,
O,1,770.675,770.6743+,,100,,,3,2,,
O,3,,771.095,,,6.96e+06,C+,2,1,,
O,4,,771.452,,,3.08e+06,B,5/2,3/2,,
O,1,777.194,777.1944,,870,3.69e+07,A,2,3,,
O,1,777.417,777.4166,,810,3.69e+07,A,2,2,,
O,1,777.539,777.5388,,750,3.69e+07,A,2,1,,
O,4,,779.999,,,1.50e+04,B,1/2,3/2,,
O,3,,780.756,,,2.30e+06,C+,1,2,,
O,4,,781.340,,,7.45e+04,B,3/2,3/2,,
O,3,,782.068,,,3.10e+07,C+,1,0,,
O,3,,783.237,,,3.09e+07,C+,1,1,,
O,3,,783.423,,,1.69e+06,C+,2,3,,
O,3,,783.938,,,3.08e+07,C+,1,2,,
O,3,,784.794,,,1.13e+07,C+,1,1,,
O,3,,787.354,,,1.04e+07,C+,2,2,,
O,1,788.627,788.6273+,,80,,,1,2,,
O,2,789.4609,789.4614,,5,5.88e+05,C,1/2,3/2,,
O,2,789.8452,789.8456,,6,2.35e+06,C,1/2,1/2,,
O,3,,791.461,,,3.68e+06,C+,2,1,,
O,4,,792.238,,,5.71e+04,B,1/2,1/2,,
O,4,,793.622,,,2.84e+04,B,3/2,1/2,,
O,1,794.315,794.3147+,,100,,,3,3,,
O,1,794.717,794.7168+,,100,,,2,2,,
O,1,794.755,794.7548+,,235,,,3,4,,
O,1,795.080,795.0803+,,210,,,2,3,,
O,1,795.216,795.2159+,,185,,,1,2,,
O,3,,796.332,,,1.28e+07,C+,3,3,,
O,1,798.194,798.1942,,110,2.33e+04,C,1,1,,
O,1,,798.2298,,,1.80e+03,C,2,1,,
O,1,798.240,798.2398,,135,3.09e+04,C,0,1,,
O,1,798.698,798.6977,,190,4.19e+04,C,1,2,,
O,1,798.733,798.7334,,135,1.41e+04,C,2,2,,
O,1,799.507,799.5075,,250,5.63e+04,C,2,3,,
O,3,,800.394,,,2.22e+06,C+,3,2,,
O,2,801.3157,801.3160,,8,2.81e+06,C,3/2,3/2,,
O,2,,801.712,,,1.12e+06,C,3/2,1/2,,
O,3,,817.215,,,4.25e+07,B,1,2,,
O,1,,822.1798,,,5.08e+06,C+,3,2,,
O,1,822.182,822.1824,,400,2.89e+07,C+,3,3,,
O,1,822.765,822.7653,,265,8.13e+06,C+,2,1,,
O,2,,822.927,,,7.79e+05,C,3/2,5/2,,
O,1,,823.0001,,,2.26e+07,C+,2,2,,
O,1,823.002,823.0026,,265,3.62e+06,C+,2,3,,
O,1,823.300,823.3003,,325,2.43e+07,C+,1,1,,
O,1,823.535,823.5354,,120,4.86e+06,C+,1,2,,
O,7,,843.6,0.6,,3.864e+06,AA,0,1,,
O,2,,828.830,,,6.86e+06,C,5/2,5/2,,
O,2,,830.919,,,1.89e+06,C,1/2,3/2,,
O,2,,834.270,,,1.20e+07,C,3/2,3/2,,
O,3,,835.886,,,3.93e+07,B,1,2,,
O,3,,836.821,,,5.21e+04,D,1,0,,
O,2,837.5841,837.5844,,8,2.96e+07,C,7/2,5/2,,
O,3,,838.036,,,1.30e+04,D,1,1,,
O,2,,838.177,,,1.84e+07,C,1/2,1/2,,
O,3,,838.891,,,5.17e+02,D,1,2,,
O,2,840.3370,840.3379,,7,2.30e+07,C,5/2,3/2,,
O,2,,841.588,,,1.82e+07,C,3/2,1/2,,
O,1,842.616,842.6164+,,120,,,2,3,,
O,1,844.625,844.6247,,810,3.22e+07,B,1,0,,
O,1,844.636,844.6359,,1000,3.22e+07,B,1,2,,
O,1,844.676,844.6758,,935,3.22e+07,B,1,1,,
O,3,,845.642,,,3.78e+04,C,2,1,,
O,3,,846.513,,,7.54e+03,D,2,2,,
O,4,,850.541,,,1.78e+07,B,3/2,5/2,,
O,4,,853.445,,,1.89e+07,B,5/2,7/2,,
O,2,861.3319,861.3303,,7,,,3/2,1/2,,
O,3,,861.605,,,4.01e+04,C,3,2,,
O,4,,866.764,,,1.20e+06,B,5/2,5/2,,
O,2,868.6088,868.6103,,8,,,5/2,5/2,,
O,2,868.7153,868.7140,,6,,,3/2,3/2,,
O,2,869.8786,869.8786,,5,,,1/2,1/2,,
O,2,870.7048,870.7050,,7,,,3/2,5/2,,
O,2,870.8513,870.8528,,5,,,1/2,3/2,,
O,2,876.2028,876.2028,,6,,,9/2,9/2,,
O,2,876.6509,876.6509,,5,,,3/2,1/2,,
O,2,878.4288,878.4262,,5,,,3/2,5/2,,
O,2,878.8827,878.8842,,5,,,5/2,7/2,,
O,2,,881.966,,m?,,,9/2,11/2,,
O,1,882.043,882.0423,,325,2.93e+07,B,2,3,,
O,2,884.7509,884.7528,,5,,,3/2,5/2,,
O,2,885.7046,885.7043,,4,,,7/2,5/2,,
O,2,886.1867,886.1958,,5,,,7/2,9/2,,
O,2,,886.451,,,7.58e+05,C,3/2,3/2,,
O,2,,886.487,,,5.62e+04,C,3/2,5/2,,
O,2,888.6313,888.6315,,5,,,5/2,7/2,,
O,3,,891.212,,,3.16e+06,C+,0,1,,
O,2,899.7624,899.7620,,5,,,3/2,5/2,,
O,2,899.7880,899.7871,,4,,,1/2,3/2,,
O,3,,899.930,,,9.19e+06,C+,1,1,,
O,2,,900.538,,,8.03e+04,C,5/2,3/2,,
O,2,,900.575,,,7.50e+05,C,5/2,5/2,,
O,2,905.025,905.026,,4,,,1/2,1/2,,
O,1,905.701,905.7019+,,160bl,,,1,0,,
O,3,,907.659,,,5.47e+06,C+,1,1,,
O,2,907.831,907.830,,5,,,3/2,3/2,,
O,2,910.495,910.495,,12,,,7/2,9/2,,
O,2,911.113,911.108,,5*,,,7/2,5/2,,
O,2,911.113,911.113,,5*,,,7/2,7/2,,
O,3,,911.614,,,3.64e+07,C+,2,3,,
O,1,911.829,911.8286+,,120,,,3,4,,
O,3,,911.940,,,1.62e+07,C+,2,1,,
O,3,,912.138,,,9.69e+06,C+,1,2,,
O,3,,913.329,,,4.08e+07,C+,3,4,,
O,1,913.471,913.4706+,,80,,,1,0,,
O,1,915.014,915.0138+,,80,,,1,2,,
O,1,915.148,915.1469+,,80,,,3,3,,
O,1,915.601,915.6010+,,235,,,3,4,,
O,3,,916.461,,,1.77e+06,C+,2,2,,
O,3,,917.421,,,3.38e+07,C+,1,2,,
O,2,919.970,919.970,,5,,,5/2,7/2,,
O,2,,920.417,,,1.77e+05,D,1/2,3/2,,
O,1,,920.4933,,,1.66e+03,C,2,3,,
O,4,,920.558,,,1.05e+07,B,3/2,5/2,,
O,4,,921.831,,,8.75e+06,B,1/2,3/2,,
O,3,,922.134,,,1.25e+07,C+,1,2,,
O,3,,922.521,,,1.42e+07,C+,2,1,,
O,3,,922.647,,,6.94e+06,C+,2,3,,
O,2,923.623,923.623,,8,,,5/2,7/2,,
O,2,923.864,923.864,,5,,,3/2,5/2,,
O,3,,924.508,,,9.16e+06,C+,2,3,,
O,3,,924.812,,,9.65e+06,C+,3,2,,
O,1,926.081,926.0806,,450,4.46e+07,A,1,0,,
O,1,926.084,926.0848,,490,3.34e+07,A,1,1,,
O,1,926.094,926.0936,,450,1.56e+07,A,1,2,,
O,1,926.258,926.2582,,400,1.11e+07,A,2,1,,
O,1,926.267,926.2670,,540,2.60e+07,A,2,2,,
O,1,926.277,926.2776,,590,2.97e+07,A,2,3,,
O,3,,926.545,,,6.09e+06,C+,2,2,,
O,3,,926.553,,,6.82e+06,C+,1,1,,
O,1,,926.5826,,,2.97e+06,A,3,2,,
O,1,926.594,926.5932,,490,1.48e+07,A,3,3,,
O,1,926.601,926.6006,,640,4.45e+07,A,3,4,,
O,2,,928.012,,,3.46e+04,D,3/2,3/2,,
O,2,,928.051,,,2.07e+05,D,3/2,5/2,,
O,3,,929.140,,,4.32e+06,C+,3,3,,
O,2,930.655,930.655,,4,,,5/2,7/2,,
O,3,,931.111,,,1.35e+07,C+,3,3,,
O,2,931.712,931.713,,6,,,1/2,1/2,,
O,3,,933.006,,,2.23e+06,C+,2,2,,
O,6,,934.175,,,1.18e+07,A,1/2,3/2,,
O,3,,937.530,,,1.98e+07,C+,2,1,,
O,3,,938.806,,,1.75e+07,C+,3,3,,
O,2,,938.908,,,2.58e+06,D,7/2,5/2,,
O,2,,939.137,,,2.86e+05,D,5/2,5/2,,
O,4,,939.592,,,1.65e+06,B,3/2,3/2,,
O,6,,939.786,,,1.16e+07,A,1/2,1/2,,
O,1,939.919,939.9192+,,185,,,2,1,,
O,2,941.772,941.772,,4,,,5/2,7/2,,
O,2,942.149,942.148,,6,,,1/2,1/2,,
O,2,,943.483,,,3.52e+06,C,3/2,3/2,,
O,3,,944.656,,,1.62e+05,C+,3,2,,
O,4,,945.385,,,1.87e+07,B,1/2,3/2,,
O,2,945.791,945.789,,9,3.77e+06,C+,5/2,3/2,,
O,3,,947.571,,,1.19e+07,C+,3,2,,
O,2,,947.705,,,4.16e+05,C+,3/2,3/2,,
O,1,948.116,948.1164+,,120,,,4,4,,
O,1,948.288,948.2888,,120bl,2.34e+07,B,2,1,,
O,1,948.743,948.7434+,,235,,,3,4,,
O,4,,948.839,,,2.22e+07,B,3/2,5/2,,
O,2,949.079,949.078,,5,,,7/2,9/2,,
O,4,,949.236,,,3.70e+06,B,3/2,3/2,,
O,1,949.271,949.2708+,,140,,,3,3,,
O,1,949.797,949.7974+,,265,,,4,5,,
O,1,949.930,949.9299+,,160,,,4,4,,
O,1,950.559,950.5593+,,235,,,3,4,,
O,1,952.196,952.1957+,,210,,,4,4,,
O,1,952.336,952.3364+,,120,,,3,3,,
O,1,952.396,952.3962+,,120,,,2,2,,
O,1,952.828,952.8281+,,100,,,3,4,,
O,3,,953.822,,,5.41e+06,C+,1,0,,
O,2,,954.487,,,2.05e+06,D,5/2,3/2,,
O,2,955.375,955.376,,9*,,,7/2,9/2,,
O,2,955.375,955.380,,9*,,,5/2,3/2,,
O,3,,955.401,,,5.38e+06,C+,1,1,,
O,2,955.646,955.647,,7,,,5/2,7/2,,
O,3,,956.512,,,5.36e+06,C+,1,2,,
O,2,959.454,959.456,,10,3.01e+07,C,5/2,3/2,,
O,2,961.180,961.180,,9,3.33e+07,C,3/2,1/2,,
O,1,962.213,962.2114,,100,5.22e+04,C+,2,1,,
O,1,,962.2156,,,1.57e+05,C+,1,1,,
O,3,,962.317,,,1.74e+06,C+,0,1,,
O,1,,962.5261,,,3.25e+04,C+,3,2,,
O,1,962.529,962.5296,,120,1.85e+05,C+,3,3,,
O,1,,962.5325,,,1.45e+05,C+,2,2,,
O,1,,962.5360,,,2.32e+04,C+,2,3,,
O,1,,962.5367,,,3.13e+04,C+,1,2,,
O,4,,964.707,,,3.61e+05,C+,7/2,5/2,,
O,2,964.840,964.840,,7,3.94e+06,C+,3/2,1/2,,
O,1,967.738,967.7382+,,160,,,3,3,,
O,3,,968.850,,,5.13e+06,C+,1,0,,
O,1,969.466,969.4661,,80,4.54e+04,C+,2,3,,
O,1,969.491,969.4906,,65,4.54e+04,C+,2,2,,
O,1,,969.5060,,,4.54e+04,C+,2,1,,
O,3,,970.645,,,1.27e+06,C+,1,1,,
O,3,,971.722,,,1.27e+06,C+,1,2,,
O,1,974.150,974.1504+,,235,,,3,4,,
O,4,,975.342,,,7.86e+04,C+,5/2,5/2,,
O,2,975.853,975.853,,9,,,1/2,1/2,,
O,1,976.065,976.0650+,,235,,,3,4,,
O,2,980.461,980.460,,7,,,9/2,11/2,,
O,2,980.636,980.644,,6,,,7/2,9/2,,
O,2,980.673,980.676,,6,,,5/2,7/2,,
