element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Type,
N,5,,,433.452,,,3.65e+07,B,,
N,3,,,433.701,,,7.47e+06,B,,
N,3,434.568,,434.581,,120,1.82e+07,B,,
N,3,,,435.111,,,4.01e+06,B,,
N,2,,,435.2224,,,2.59e+04,D,,
N,1,,,435.629,,,5.10e+06,C+,,
N,2,,,437.4985,,,6.31e+05,B+,,
N,2,,,437.6630,,,9.27e+03,D,,
N,3,437.911,,,,300,,,,
N,2,,,437.9585,,,1.76e+05,B+,,
N,1,,,438.554,,,8.84e+05,C,,
N,1,,,439.241,,,1.76e+06,C,,
N,2,,,439.3847,,,5.21e+04,B,,
N,2,,,441.250,,,2.93e+03,B,,
N,5,,,441.888,,,3.18e+07,B,,
N,3,,,441.949,,,1.33e+07,B,,
N,5,,,442.262,,,2.65e+07,B,,
N,5,,,442.377,,,5.29e+06,B,,
N,2,,,442.790,,,4.09e+00,C,E2,
N,2,443.274,,,,285,,,,
N,1,,,443.511,,,2.99e+06,C,,
N,1,,,443.543,,,7.51e+05,C,,
N,1,,,444.214,,,1.41e+06,C,,
N,1,,,444.245,,,3.81e+06,C,,
N,3,,,444.292,,,1.31e+07,B,,
N,2,,,444.503,,,1.20e+02,B,,
N,2,444.703,,444.7030,,650,1.12e+08,B+,,
N,3,,,445.712,,,1.30e+07,B,,
N,2,,,445.9937,,,7.99e+06,D,,
N,2,,,446.413,,,5.85e+00,E,,
N,2,,,446.5529,,,1.59e+06,D,,
N,1,,,446.590,,,2.04e+04,C,,
N,2,,,446.7014,,,2.25e+05,D,,
N,1,,,447.417,,,2.76e+04,C,,
N,2,,,447.5886,,,3.96e+04,D,,
N,2,,,447.627,,,3.40e+03,D,,
N,2,,,447.7682,,,6.44e+06,D,,
N,3,,,447.875,,,8.66e+04,B,,
N,3,,,447.875,,,4.12e+03,C,,
N,2,,,448.8095,,,8.62e+05,D,,
N,3,,,450.111,,,8.13e+04,B,,
N,2,,,450.7560,,,7.39e+06,D,,
N,3,451.091,,451.088,,90,2.84e+07,B,,
N,3,,,451.096,,,4.77e+07,B,,
N,3,451.486,,451.485,,120,6.80e+07,B,,
N,3,,,451.814,,,5.65e+07,B,,
N,3,,,452.356,,,3.61e+07,B,,
N,3,,,452.786,,,5.50e+07,B,,
N,3,,,452.854,,,7.03e+06,B,,
N,2,453.041,,,,360,,,,
N,3,,,453.086,,,1.12e+07,B,,
N,3,,,453.458,,,2.01e+07,B,,
N,3,,,453.505,,,5.48e+07,B,,
N,3,,,453.970,,,5.71e+07,B,,
N,3,,,454.482,,,6.49e+06,B,,
N,3,,,454.484,,,1.14e+08,B,,
N,3,,,454.633,,,5.42e+07,B,,
N,3,,,454.730,,,3.33e+06,B,,
N,3,,,455.140,,,4.62e+05,B,,
N,2,,,456.4760,,,1.65e+06,B+,,
N,5,,,456.516,,,1.40e+06,B,,
N,5,,,456.554,,,1.26e+07,B,,
N,5,,,456.574,,,1.40e+07,B,,
N,3,,,457.988,,,1.01e+06,B,,
N,3,,,458.918,,,6.41e+06,B,,
N,3,,,459.008,,,1.21e+06,B,,
N,3,,,459.198,,,2.74e+07,C+,,
N,3,,,459.217,,,2.01e+05,B,,
N,2,460.148,,460.1478,,550,2.22e+07,B+,,
N,5,460.373,0.005,460.374,,350,4.14e+07,A,,
N,3,,,460.418,,,6.35e+05,B,,
N,3,,,460.516,,,2.69e+07,B,,
N,4,460.633,,,,90,,,,
N,2,460.716,,460.7153,,450,3.15e+07,B+,,
N,3,,,461.055,,,2.90e+07,C+,,
N,3,,,461.074,,,1.93e+06,C+,,
N,5,,,461.259,,,1.49e+07,B,,
N,5,,,461.385,,,2.99e+07,B,,
N,2,461.387,,461.3868,,360,2.12e+07,B+,,
N,3,,,461.517,,,3.39e+05,C+,,
N,3,,,461.541,,,6.78e+06,C+,,
N,3,,,461.541,,,7.12e+06,C+,,
N,3,,,461.639,,,6.22e+07,B,,
N,5,461.998,0.005,461.997,,250,4.10e+07,A,,
N,3,,,462.104,,,3.69e+07,B,,
N,2,462.139,,462.1393,,450,9.04e+07,B+,,
N,3,,,462.305,,,5.64e+06,B,,
N,2,463.054,,463.0539,,870,7.48e+07,B+,,
N,3,,,463.061,,,1.17e+07,B,,
N,3,463.414,,463.413,,90,6.36e+07,B,,
N,3,,,463.640,,,1.46e+07,B,,
N,3,464.064,,464.064,,120,7.60e+07,B,,
N,3,,,464.185,,,1.26e+07,B,,
N,3,,,464.196,,,3.93e+07,B,,
N,2,464.308,,464.3086,,550,4.39e+07,B+,,
N,3,,,464.604,,,7.27e+07,B,,
N,1,,,465.1823,,,2.40e+05,C+,,
N,2,,,465.4531,,,1.92e+06,B,,
N,1,,,466.0457,,,6.72e+05,C+,,
N,1,,,466.291,,,1.51e+06,C+,,
N,2,,,466.7208,,,2.31e+06,B,,
N,1,,,466.9893,,,7.49e+05,C+,,
N,1,,,467.068,,,1.80e+06,C+,,
N,1,,,467.068,,,3.02e+05,C+,,
N,2,,,467.4908,,,8.54e+06,B,,
N,1,,,467.8595,,,2.69e+05,C+,,
N,3,,,467.942,,,1.28e+06,B,,
N,3,,,467.983,,,6.40e+06,B,,
N,3,,,469.224,,,5.08e+06,B,,
N,3,,,469.266,,,2.54e+06,B,,
N,2,,,469.4274,,,1.23e+07,C+,,
N,2,,,469.5899,,,1.29e+07,C+,,
N,2,,,469.7638,,,3.06e+06,C+,,
N,2,,,469.8554,,,3.67e+07,C+,,
N,2,,,470.0032,,,1.05e+07,C+,,
N,2,,,470.2503,,,9.15e+06,C+,,
N,2,,,470.4247,,,2.13e+07,C+,,
N,2,,,470.6400,,,6.09e+06,C+,,
N,2,,,470.9435,,,1.49e+05,B,,
N,2,,,470.9584,,,1.82e+07,C+,,
N,2,,,471.2065,,,1.46e+07,C+,,
N,2,,,471.8377,,,3.02e+07,C+,,
N,2,,,472.1577,,,7.75e+06,C+,,
N,4,,,474.026,,,1.53e+06,B,,
N,4,,,474.796,,,7.60e+06,B,,
N,5,,,474.877,,,8.05e+07,A,,
N,5,,,475.048,,,9.64e+07,A,,
N,5,,,475.089,,,1.61e+07,A,,
N,4,,,475.249,,,1.13e+06,B,,
N,4,,,476.209,,,6.99e+06,B,,
N,4,,,476.986,,,2.50e+06,B,,
N,2,,,477.4244,,,3.07e+06,B,,
N,2,,,477.6224,,,1.03e+07,B,,
N,2,,,477.9722,,,2.49e+07,B,,
N,2,,,478.1190,,,1.92e+06,B,,
N,4,,,478.692,,,8.79e+06,B,,
N,2,478.813,,478.8138,,285,2.50e+07,B,,
N,2,,,479.3648,,,7.73e+06,B,,
N,4,,,479.666,,,1.53e+06,B,,
N,2,480.329,,480.3287,,450,3.17e+07,B,,
N,2,,,481.0299,,,4.75e+06,B,,
N,2,,,481.2082,,,1.16e+05,C,,
N,2,,,481.5617,,,2.61e+05,C+,,
N,2,,,482.1804,,,5.20e+04,C,,
N,2,,,482.2563,,,2.02e+05,C+,,
N,2,,,482.8768,,,2.01e+05,C+,,
N,2,,,483.7781,,,1.63e+04,C,,
N,2,,,483.8851,,,3.20e+05,C+,,
N,1,484.738,,,,180,,,,
N,2,,,484.7902,,,1.14e+05,C+,,
N,3,,,485.384,,,2.00e+06,B,,
N,3,485.882,,485.870,,90,4.35e+07,B,,
N,3,,,485.898,,,4.66e+07,B,,
N,2,,,486.0167,,,1.87e+06,B+,,
N,2,,,486.0611,,,4.35e+05,C+,,
N,3,,,486.127,,,5.32e+07,B,,
N,3,,,486.712,,,1.73e+07,B,,
N,3,486.715,,486.717,,150,6.18e+07,B,,
N,3,,,487.310,,,2.38e+06,B,,
N,3,,,487.360,,,1.50e+07,B,,
N,2,,,487.457,,,2.17e+03,B+,,
N,3,,,488.066,,,3.94e+05,B,,
N,3,,,488.178,,,1.22e+06,B,,
N,3,,,488.414,,,8.71e+06,B,,
N,2,489.511,,489.5117,,285,3.04e+06,D,,
N,3,,,489.658,,,5.86e+05,B,,
N,3,,,489.714,,,4.29e+06,B,,
N,2,,,489.754,,,5.61e+02,D,,
N,3,,,489.910,,,4.29e+07,B,,
N,3,,,490.478,,,3.85e+07,B,,
N,1,491.494,,491.4940,,160,8.08e+05,B,,
N,1,493.512,,493.5117,,210,1.76e+06,B,,
N,5,494.456,0.005,,,200w,,,,
N,1,495.023,,,,160,,,,
N,1,496.398,,,,350,,,,
N,2,498.737,,498.7376,,285,6.98e+07,B+,,
N,2,,,499.1243,,,3.54e+07,C+,,
N,2,499.436,,499.4360,,450,2.62e+07,C+,,
N,2,,,499.4370,,,7.11e+07,B+,,
N,2,,,499.7224,,,1.96e+07,C+,,
N,2,,,500.1134,,,9.65e+07,A,,
N,2,500.148,,500.1474,,650,1.04e+08,A,,
N,2,500.270,,500.2703,,360,8.33e+06,B,,
N,2,500.515,,500.5150,,870,1.14e+08,A,,
N,2,,,500.5300,,,6.51e+06,C+,,
N,2,500.732,,500.7328,,550,7.43e+07,B+,,
N,2,501.062,,501.0621,,450,2.10e+07,B,,
N,2,,,501.1314,,,5.84e+07,C+,,
N,2,,,501.2036,,,5.19e+07,C+,,
N,2,501.639,,501.6381,,360,1.59e+07,A,,
N,2,,,502.2074,,,1.09e+06,C+,,
N,2,,,502.3053,,,3.61e+07,C+,,
N,2,502.566,,502.5659,,360,1.04e+07,A,,
N,2,,,502.8781,,,3.27e+06,C+,,
N,3,,,503.096,,,1.91e+06,C+,,
N,3,,,503.831,,,9.49e+05,C+,,
N,2,,,504.0711,,,3.65e+05,A,,
N,2,504.510,,504.5099,,550,3.37e+07,B,,
N,2,,,504.6538,,,5.39e+06,C+,,
N,3,,,504.719,,,3.78e+05,C+,,
N,3,,,505.459,,,1.20e+06,C+,,
N,3,,,506.675,,,1.57e+06,C+,,
N,5,,,506.704,,,4.10e+06,A,,
N,5,,,506.760,,,3.69e+07,A,,
N,5,,,506.855,,,4.09e+07,A,,
N,2,,,507.3592,,,2.43e+06,B,,
N,3,,,508.492,,,1.11e+05,C,,
N,3,,,509.724,,,6.60e+05,C+,,
N,2,,,510.4445,,,1.01e+07,C,,
N,3,,,510.674,,,2.19e+06,C+,,
N,2,,,511.4285,,,3.88e+04,B,,
N,2,,,512.353,,,5.69e+03,B,,
N,2,,,513.890,,,3.34e+03,C,,
N,3,,,515.999,,,4.32e+04,B,,
N,3,,,515.999,,,7.20e+03,C,,
N,2,,,516.8050,,,3.06e+07,C+,,
N,2,,,517.0156,,,6.54e+07,C+,,
N,2,,,517.1266,,,8.71e+07,C+,,
N,2,,,517.1469,,,5.81e+07,C+,,
N,2,,,517.2344,,,6.01e+07,C+,,
N,2,,,517.2973,,,5.01e+07,C+,,
N,2,,,517.3385,,,7.36e+07,C+,,
N,2,,,517.4462,,,5.07e+07,C+,,
N,2,,,517.5890,,,8.93e+07,C+,,
N,2,,,517.6573,,,2.17e+07,C+,,
N,2,,,517.7058,,,5.00e+07,C+,,
N,3,,,517.897,,,3.56e+04,C+,,
N,2,,,517.9344,,,8.67e+07,C+,,
N,2,,,517.9521,,,1.07e+08,C+,,
N,2,,,518.0358,,,4.28e+07,C+,,
N,2,,,518.3200,,,2.88e+07,C+,,
N,2,,,518.4961,,,3.20e+07,C+,,
N,2,,,518.5087,,,7.11e+06,C+,,
N,2,,,518.6206,,,5.76e+06,C+,,
N,2,,,519.0380,,,1.77e+07,C+,,
N,2,,,519.1965,,,4.25e+06,C+,,
N,1,,,519.7902,,,1.60e-05,B,M1,
N,1,,,519.7902,,,4.34e-06,B,E2,
N,2,,,519.9501,,,1.51e+06,C+,,
N,1,,,519.9837,,,1.87e+06,D+,,
N,1,,,520.0257,,,9.71e-07,B,M1,
N,1,,,520.0257,,,6.59e-06,B,E2,
N,4,,,520.041,,,2.67e+07,B,,
N,1,,,520.1606,,,1.87e+06,D+,,
N,4,,,520.428,,,3.55e+07,B,,
N,4,,,520.515,,,1.97e+07,B,,
N,4,,,522.670,,,1.46e+07,B,,
N,2,,,523.818,,,3.16e+03,B,,
N,2,,,524.0857,,,6.20e+05,B,,
N,4,,,524.560,,,8.66e+06,B,,
N,3,,,526.086,,,2.80e+06,B,,
N,3,,,526.252,,,3.38e+07,B,,
N,3,,,526.904,,,4.04e+07,B,,
N,3,,,527.057,,,6.95e+06,B,,
N,3,,,527.179,,,6.72e+06,B,,
N,5,,,527.218,,,4.71e+07,A,,
N,4,,,527.235,,,9.48e+05,B,,
N,3,,,527.268,,,1.39e+07,B,,
N,5,,,527.480,,,9.41e+07,A,,
N,1,528.120,,528.1204,,185,2.45e+05,C,,
N,3,,,528.243,,,2.21e+06,B,,
N,4,,,528.825,,,3.22e+06,B,,
N,1,529.268,,,,140,,,,
N,3,,,529.775,,,4.93e+06,B,,
N,3,,,529.895,,,7.38e+06,B,,
N,2,,,530.6774,,,2.20e+04,D,,
N,1,,,531.039,,,9.40e+04,D+,,
N,2,,,531.3424,,,1.41e+07,C+,,
N,3,531.435,,531.436,,90,1.14e+07,B,,
N,2,,,532.0202,,,4.20e+07,C+,,
N,3,532.082,,532.087,,200,5.68e+07,B,,
N,2,,,532.0958,,,2.52e+07,C+,,
N,3,532.718,,532.719,,150,5.29e+07,B,,
N,2,,,532.7756,,,4.65e+06,C+,,
N,1,,,532.8617,,,2.05e+05,D+,,
N,1,,,533.337,,,9.28e+04,D+,,
N,2,,,533.8729,,,1.85e+07,C+,,
N,2,,,534.0207,,,2.59e+07,C+,,
N,1,,,534.4049,,,6.10e+04,D+,,
N,1,,,534.649,,,9.21e+04,D+,,
N,2,,,535.1232,,,3.67e+07,C+,,
N,3,,,535.246,,,3.72e+06,B,,
N,1,,,535.4388,,,1.01e+04,D,,
N,2,,,535.500,,,7.02e+03,B+,,
N,1,,,535.6623,,,1.41e+05,D+,,
N,1,,,536.7010,,,1.07e+05,D+,,
N,1,,,537.2606,,,8.34e+04,D+,,
N,1,,,537.2665,,,3.33e+04,D,,
N,1,,,537.8273,,,1.66e+05,D+,,
N,2,,,538.3721,,,3.69e+05,B+,,
N,2,,,539.0688,,,2.04e+05,B+,,
N,2,,,545.2070,,,9.82e+06,B+,,
N,2,,,545.4215,,,3.70e+07,B+,,
N,2,,,545.7389,,,1.83e+04,D,,
N,2,,,546.2581,,,1.11e+07,B+,,
N,1,,,547.180,,,1.39e+05,D+,,
N,2,,,547.5287,,,4.66e+06,B,,
N,2,,,547.8086,,,5.22e+06,B+,,
N,2,,,548.0050,,,1.44e+07,B+,,
N,3,,,548.897,,,1.03e+00,D,,
N,2,,,549.3233,,,3.11e+04,B,,
N,2,549.567,,549.5655,,450,2.66e+07,B+,,
N,1,,,549.652,,,1.37e+05,D+,,
N,1,,,551.019,,,1.36e+05,D+,,
N,1,,,551.1696,,,1.29e+05,C,,
N,1,,,551.309,,,2.57e+05,C,,
N,1,,,551.8102,,,1.20e+05,C,,
N,1,,,551.8576,,,2.05e+05,C,,
N,1,,,551.997,,,2.56e+05,C,,
N,2,,,552.6234,,,2.13e+07,C+,,
N,1,,,552.9380,,,7.26e+04,C,,
N,1,,,552.9517,,,2.92e+05,C,,
N,1,,,552.9992,,,1.78e+05,C,,
N,2,,,553.0242,,,4.04e+07,C+,,
N,2,553.536,,553.5347,,285,6.04e+07,C+,,
N,2,,,553.5383,,,4.53e+07,C+,,
N,2,,,554.0061,,,6.03e+07,C+,,
N,2,,,554.3471,,,3.51e+07,C+,,
N,1,,,554.5000,,,4.33e+05,C,,
N,1,,,554.5138,,,9.59e+04,C,,
N,2,,,555.1922,,,2.00e+07,C+,,
N,2,,,555.2677,,,1.50e+07,C+,,
N,1,,,555.7383,,,9.94e+05,C,,
N,1,,,556.0337,,,1.42e+06,C,,
N,1,,,556.4265,,,1.21e+06,C,,
N,1,,,556.4265,,,1.06e+06,C,,
N,1,,,556.4377,,,3.96e+05,C,,
N,2,,,556.5255,,,3.97e+06,C+,,
N,1,,,557.5872,,,3.42e+05,C,,
N,1,,,557.5984,,,2.81e+04,D+,,
N,1,,,558.0083,,,2.00e+05,C,,
N,2,,,558.8594,,,2.90e+04,D,,
N,1,,,559.1756,,,1.35e+04,D+,,
N,2,,,563.172,,,1.18e+07,B,,
N,2,566.663,,566.663,,650,3.45e+07,A,,
N,2,,,567.400,,,4.82e+01,B,,
N,2,567.602,,567.602,,550,2.80e+07,A,,
N,2,567.956,,567.956,,870,4.96e+07,A,,
N,2,568.621,,568.621,,450,1.78e+07,A,,
N,2,571.077,,571.077,,450,1.17e+07,A,,
N,1,,,571.314,,,8.94e+04,D+,,
N,1,,,572.935,,,8.87e+04,D+,,
N,2,,,573.066,,,1.26e+06,A,,
N,1,,,573.211,,,8.85e+04,D+,,
N,1,,,573.4405,,,4.47e+05,C,,
N,1,,,573.591,,,8.94e+05,C,,
N,4,,,573.693,,,1.84e+07,B,,
N,1,,,573.9945,,,7.49e+05,C,,
N,1,,,574.0457,,,5.71e+05,C,,
N,1,,,574.197,,,1.78e+05,C,,
N,1,,,574.6958,,,2.21e+05,D+,,
N,2,574.730,,574.730,,285,3.27e+06,B+,,
N,1,575.250,,575.2499,,700,1.06e+06,C,,
N,1,,,575.2648,,,3.19e+05,C,,
N,1,,,575.3162,,,5.31e+04,C,,
N,2,,,575.459,,,1.14e+00,C,E2,
N,1,576.475,,,,240,,,,
N,2,,,576.745,,,2.39e+06,B+,,
N,1,,,577.1967,,,2.18e+05,D+,,
N,4,,,577.631,,,1.85e+06,B,,
N,4,,,578.476,,,5.51e+06,B,,
N,1,,,578.6835,,,2.16e+05,D+,,
N,4,,,579.509,,,1.37e+06,B,,
N,4,,,581.231,,,1.36e+06,B,,
N,3,,,581.779,,,1.76e+06,B,,
N,3,,,582.057,,,1.76e+07,B,,
N,4,,,582.643,,,2.25e+06,B,,
N,1,582.954,,,,265,,,,
N,4,,,584.384,,,4.01e+06,B,,
N,3,,,584.794,,,1.56e+07,B,,
N,1,585.404,,,,235,,,,
N,2,,,588.751,,,2.78e-03,C,M1,
N,2,,,588.751,,,4.27e-01,C,E2,
N,2,,,588.786,,,3.55e-01,C,E2,
N,2,,,589.001,,,7.60e-01,C,E2,
N,2,,,589.053,,,3.29e-03,C,M1,
N,2,,,589.206,,,1.98e-03,C,M1,
N,2,,,589.206,,,2.66e-01,C,E2,
N,2,,,589.240,,,6.32e-02,C,E2,
N,2,,,589.258,,,5.33e-04,C,M1,
N,2,,,589.258,,,6.83e-02,C,E2,
N,2,,,589.293,,,3.29e-03,C,M1,
N,2,,,589.293,,,3.41e-01,C,E2,
N,2,,,589.315,,,2.88e+07,C+,,
N,2,,,589.725,,,2.16e+07,C+,,
N,2,,,589.983,,,1.60e+07,C+,,
N,2,,,591.033,,,1.19e+07,C+,,
N,2,,,591.407,,,7.13e+06,C+,,
N,2,,,592.722,,,7.87e+05,C+,,
N,2,592.781,,592.781,,360,3.19e+07,A,,
N,2,593.178,,593.178,,550,4.23e+07,A,,
N,2,594.024,,594.024,,285,2.22e+07,A,,
N,2,594.165,,594.165,,650,5.47e+07,A,,
N,3,,,594.344,,,9.53e+04,B,,
N,2,595.239,,595.239,,285,1.24e+07,A,,
N,3,,,595.339,,,1.28e+06,B,,
N,2,,,595.428,,,4.94e+07,B,,
N,3,,,595.470,,,1.33e+06,B,,
N,2,,,596.091,,,1.29e+06,A,,
N,3,,,596.469,,,1.41e+05,B,,
N,2,,,599.067,,,1.56e+04,D,,
N,1,599.943,,599.9431,,160,3.64e+06,C+,,
N,5,,,599.977,,,6.86e+06,B,,
N,5,,,600.049,,,6.86e+06,B,,
N,1,600.847,,600.8473,,210,3.58e+06,C+,,
N,2,,,606.157,,,1.14e+04,D,,
N,2,,,606.500,,,2.57e+05,B,,
N,2,,,608.654,,,5.87e+03,B,,
N,1,,,610.3375,,,2.1e-04,D,M1,
N,2,,,611.460,,,4.76e+04,C+,,
N,1,,,611.5981,,,8.1e-04,D,M1,
N,1,,,611.6163,,,4.4e-04,D,M1,
N,4,,,611.923,,,6.99e+04,B,,
N,1,,,613.3721,,,2.2e-03,D,M1,
N,2,,,613.689,,,1.90e+06,C+,,
N,2,,,615.075,,,2.89e+06,C+,,
N,2,616.776,,616.775,,285,2.65e+07,C+,,
N,2,,,617.016,,,2.85e+07,C+,,
N,2,,,617.331,,,2.62e+07,C+,,
N,2,,,617.434,,,1.40e+06,B,,
N,1,,,618.7123,,,9.02e+03,D+,,
N,1,,,619.4313,,,1.21e+05,C,,
N,1,,,620.198,,,2.80e+05,D+,,
N,2,,,620.942,,,9.84e+04,D,,
N,2,,,621.036,,,1.66e+04,D,,
N,4,,,621.239,,,2.63e+07,B,,
N,1,,,621.441,,,2.78e+05,D+,,
N,4,,,621.545,,,2.63e+07,B,,
N,1,,,621.6505,,,1.25e+05,C,,
N,2,,,621.869,,,2.83e+05,D,,
N,1,,,621.9654,,,2.77e+05,D+,,
N,4,,,621.989,,,2.62e+07,B,,
N,1,,,622.3763,,,1.33e+04,D+,,
N,1,,,623.7672,,,2.81e+05,C,,
N,1,,,623.8587,,,2.62e+05,C,,
N,2,,,624.241,,,3.03e+07,B,,
N,1,,,626.8461,,,1.85e+04,C,,
N,1,,,627.5512,,,3.75e+05,D+,,
N,2,,,628.432,,,4.63e+06,D,,
N,2,,,628.569,,,1.10e+05,A,,
N,2,,,628.611,,,4.50e+04,A,,
N,1,,,630.3915,,,3.70e+05,D+,,
N,2,,,630.925,,,1.71e+04,A,,
N,2,,,631.880,,,3.02e+05,B,,
N,1,,,632.1511,,,3.67e+05,D+,,
N,2,,,632.840,,,4.28e+06,B,,
N,2,,,633.080,,,1.39e+06,B,,
N,2,,,634.058,,,2.13e+07,B,,
N,5,,,634.298,,,1.63e+07,B,,
N,2,,,634.686,,,6.93e+06,B,,
N,5,,,635.068,,,1.35e+07,B,,
N,5,,,635.225,,,2.70e+06,B,,
N,2,,,635.654,,,1.92e+07,B,,
N,2,,,635.758,,,2.68e+07,B,,
N,3,,,636.584,,,2.18e+07,B,,
N,2,,,636.679,,,8.14e+03,B,,
N,2,637.962,,637.962,,360,3.52e+06,B,,
N,4,638.077,,638.075,,150,1.42e+07,B,,
N,2,,,638.432,,,7.86e+05,D,,
N,3,,,639.475,,,2.15e+07,B,,
N,1,,,639.8402,,,3.95e+05,C,,
N,2,,,639.915,,,9.48e+05,D,,
N,1,,,640.2364,,,7.89e+05,C,,
N,1,,,640.5255,,,3.68e+05,C,,
N,1,,,640.7675,,,6.30e+05,C,,
N,1,641.165,,641.1648,,185,7.86e+05,C,,
N,1,,,641.9872,,,2.23e+05,C,,
N,1,642.064,,642.0641,,210,8.97e+05,C,,
N,1,642.302,,642.3072,,210,5.47e+05,C,,
N,1,642.832,,,,210,,,,
N,2,,,643.344,,,1.22e+04,D,,
N,2,,,643.561,,,9.62e+00,E,,
N,1,643.768,,,,185,,,,
N,1,644.094,,644.0938,,235,1.33e+06,C,,
N,1,,,644.1711,,,2.94e+05,C,,
N,3,,,644.534,,,8.89e+06,B,,
N,3,,,645.079,,,1.77e+07,B,,
N,3,645.411,,645.408,,90,1.49e+07,B,,
N,2,,,645.768,,,1.17e+04,D,,
N,1,645.790,,,,185,,,,
N,3,,,646.309,,,1.13e+07,B,,
N,3,646.702,,646.702,,120,2.11e+07,B,,
N,1,646.844,,,,300,,,,
N,3,,,646.857,,,3.52e+06,B,,
N,2,,,647.243,,,1.13e+04,D,,
N,3,,,647.876,,,6.31e+06,B,,
N,1,648.171,,648.1706,,265,3.43e+06,C,,
N,2,648.205,,648.205,,750,2.58e+07,B+,,
N,1,648.270,,648.2699,,360,4.90e+06,C,,
N,1,648.375,,648.3753,,300,3.67e+06,C,,
N,1,648.480,,648.4808,,325,4.20e+06,C,,
N,3,,,648.784,,,1.05e+06,B,,
N,1,649.122,,649.1222,,160,1.37e+06,C,,
N,2,,,649.180,,,5.49e+05,B,,
N,1,649.954,,649.9518,,210,1.18e+06,C,,
N,2,,,650.461,,,5.33e+06,B,,
N,3,,,650.536,,,6.55e+06,B,,
N,1,650.631,,650.6302,,185,6.91e+05,C,,
N,1,,,650.7024,,,9.70e+04,C,,
N,3,,,651.591,,,1.30e+07,B,,
N,1,,,652.1110,,,4.66e+04,C,,
N,2,,,652.233,,,7.03e+05,B,,
N,2,,,652.723,,,5.25e-07,D,E2,
N,2,,,653.256,,,3.66e+06,B,,
N,2,,,654.417,,,3.59e+06,B,,
N,2,,,654.554,,,1.07e+06,B,,
N,5,,,654.707,,,8.67e+05,B,,
N,5,,,654.758,,,7.80e+06,B,,
N,5,,,654.792,,,8.67e+06,B,,
N,2,,,654.805,,,9.84e-04,D,M1,
N,2,,,654.805,,,9.22e-07,D,E2,
N,2,,,655.447,,,1.43e+06,B,,
N,2,,,656.020,,,7.05e+06,D,,
N,2,,,656.176,,,5.25e+06,D,,
N,2,,,656.420,,,4.77e+06,D,,
N,2,,,658.260,,,5.26e+06,D,,
N,2,,,658.345,,,2.91e-03,D,M1,
N,2,,,658.345,,,8.65e-06,D,E2,
N,2,,,659.567,,,2.11e+07,D,,
N,1,,,659.5844,,,9.08e+04,C,,
N,2,,,660.094,,,1.86e+06,B,,
N,1,,,660.3210,,,1.09e+05,C,,
N,1,,,660.6176,,,8.87e+04,D+,,
N,2,661.056,,661.056,,750,6.01e+07,B,,
N,1,,,661.1399,,,1.80e+04,C,,
N,2,,,661.362,,,1.58e+07,D,,
N,1,662.254,,662.2543,,185,7.93e+05,D+,,
N,1,,,662.6990,,,2.20e+05,D+,,
N,2,,,662.979,,,2.69e+07,C+,,
N,5,,,663.092,,,8.54e+06,B,,
N,5,,,663.264,,,1.71e+07,B,,
N,2,,,663.479,,,8.80e+06,D,,
N,1,663.694,,663.6938,,185,1.40e+06,D+,,
N,1,664.496,,664.4962,,235,3.49e+06,D+,,
N,1,664.650,,664.6503,,185,2.18e+06,D+,,
N,1,,,664.8256,,,1.37e+05,D+,,
N,1,,,665.1147,,,3.42e+04,D+,,
N,1,665.346,,665.3458,,235,2.74e+06,D+,,
N,1,665.651,,665.6509,,210,2.17e+06,D+,,
N,1,,,666.4059,,,6.79e+04,D+,,
N,1,,,666.6964,,,1.70e+05,D+,,
N,1,,,670.0494,,,1.50e+06,C,,
N,1,,,670.4839,,,2.99e+06,C,,
N,1,,,670.6107,,,2.51e+06,C,,
N,1,,,670.8759,,,1.91e+06,C,,
N,1,,,671.3114,,,5.96e+05,C,,
N,5,,,671.654,,,1.63e+07,B,,
N,5,,,671.830,,,1.63e+07,B,,
N,1,,,672.0967,,,1.95e+05,D+,,
N,1,672.262,,672.2610,,185,3.56e+06,C,,
N,1,,,672.3453,,,1.07e+06,C,,
N,1,,,672.6118,,,1.78e+05,C,,
N,1,,,672.9283,,,9.73e+05,D+,,
N,1,,,673.3322,,,4.85e+05,D+,,
N,1,,,674.1668,,,1.55e+05,D+,,
N,1,,,675.2025,,,3.47e+05,D+,,
N,1,,,675.9198,,,5.18e+05,D+,,
N,3,,,676.133,,,6.90e+04,B,,
N,3,,,676.133,,,3.28e+03,C+,,
N,1,,,676.9610,,,8.02e+05,D+,,
N,2,,,678.558,,,9.41e+04,D,,
N,2,,,679.665,,,8.37e+04,D,,
N,2,,,680.217,,,1.43e+03,D,,
N,2,,,680.998,,,2.31e+07,B,,
N,3,,,681.243,,,6.42e+04,B,,
N,2,,,682.623,,,2.49e+04,C+,,
N,2,,,683.409,,,1.63e+07,B,,
N,2,,,684.723,,,5.89e+06,B,,
N,2,,,685.703,,,2.53e+07,C+,,
N,2,,,686.958,,,2.51e+07,C+,,
N,1,,,688.4314,,,2.90e+02,C,,
N,2,,,688.783,,,2.49e+07,C+,,
N,1,,,690.0355,,,1.27e+03,C,,
N,1,,,690.1261,,,8.1e+01,D,,
N,1,,,691.7382,,,8.7e+01,C,,
