element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
Ag,2,274.37697,0.00005,274.376993,0.000014,5000,1.0e+08,D+,1,1,,
Ag,2,274.38981,0.00003,274.389810,0.000011,1290,1.1e+06,D+,1,2,,
Ag,2,275.219,0.005,275.224198,0.000012,690,1.0e+06,E,2,3,,
Ag,2,275.627305,0.000023,275.627291,0.000011,35000,2.0e+08,C+,3,2,,
Ag,2,276.752713,0.000023,276.752728,0.000011,30000,1.01e+07,B,2,3,,
Ag,2,278.631,0.005,278.635281,0.000015,1500,,,2,2,,
Ag,2,279.17477,0.00008,279.17480,0.00005,900,,,2,2,,
Ag,2,279.947584,0.000024,279.947573,0.000011,20000,1.0e+08,D+,2,2,,
Ag,2,280.193,0.005,280.191850,0.000024,400,,,1,1,,
Ag,2,281.533114,0.000024,281.533114,0.000011,13000,7.1e+07,B+,1,2,,
Ag,1,282.439,,282.4391,0.0012,100w,,,5/2,7/2,,
Ag,2,282.90,0.04,282.939497,0.000013,740,,,2,3,,
Ag,2,283.757,0.005,283.758520,0.000013,670,4.0e+06,B,1,1,,
Ag,2,284.0638,0.0006,284.06282,0.00006,25,,,2,1,,
Ag,2,284.17040,0.00024,284.17040,0.00024,180,,,3,2,,
Ag,2,,,285.060148,0.000013,,1.6e+07,D+,1,2,,
Ag,2,285.14131,0.00010,285.14127,0.00005,410,,,3,3,,
Ag,47,,,285.57,0.09,,,,1/2,1/2,,
Ag,2,285.97113,0.00007,285.97111,0.00005,550,,,3,2,,
Ag,2,287.341877,0.000025,287.341884,0.000013,11400,1.06e+08,C+,1,1,,
Ag,2,287.792171,0.000025,287.792179,0.000025,3800,,,2,3,,
Ag,2,287.878902,0.000025,287.878902,0.000025,9800,,,3,4,,
Ag,2,288.200,0.005,288.207801,0.000025,760,,,2,1,,
Ag,2,289.62710,0.00003,289.627093,0.000012,16000,8.4e+07,B,2,2,,
Ag,2,290.0428,0.0006,290.04230,0.00005,12,,,3,4,,
Ag,2,290.18607,0.00003,290.186068,0.000012,14000,4.3e+07,D+,3,2,,
Ag,2,291.98283,0.00003,291.982822,0.000013,8400,6.0e+07,C+,2,1,,
