element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
Cr,2,204.84385,0.00004,204.84385,0.00003,18,,,9/2,9/2,,
Cr,1,204.931,0.007,204.9321,0.0004,8*,,,1,2,,
Cr,1,204.931,0.007,204.93352,0.00017,8*,,,4,5,,
Cr,2,205.03375,0.00015,205.033702,0.000013,7,,,3/2,3/2,,
Cr,2,205.1432,0.0003,205.14322,0.00013,4,,,7/2,5/2,,
Cr,2,205.2055,0.0004,205.205752,0.000017,3,,,5/2,3/2,,
Cr,2,205.479437,0.000017,205.479476,0.000007,33,,,9/2,11/2,,
Cr,2,205.50074,0.00017,205.500792,0.000009,8,,,9/2,11/2,,
Cr,2,205.559869,0.000006,205.559868,0.000006,3200,1.22e+08,B+,5/2,7/2,,
Cr,4,205.573,,,,40,,,,,,
Cr,2,205.82678,0.00014,205.82673,0.00008,7,,,9/2,7/2,,
Cr,2,206.10639,0.00003,206.106389,0.000009,21,,,7/2,5/2,,
Cr,2,206.157673,0.000007,206.157673,0.000006,2500,1.19e+08,B+,5/2,5/2,,
Cr,2,206.22787,0.00002,206.227864,0.000007,28,,,7/2,9/2,,
Cr,2,206.23416,0.00012,206.234150,0.000007,4,,,9/2,9/2,,
Cr,2,206.324135,0.000011,206.324133,0.000007,69,,,7/2,7/2,,
Cr,2,206.37972,0.00006,206.379712,0.000007,10,,,5/2,7/2,,
Cr,2,206.52603,0.00006,206.525987,0.000009,17,,,9/2,7/2,,
Cr,2,206.550389,0.000007,206.550391,0.000006,1700,1.20e+08,B+,5/2,3/2,,
Cr,2,206.57387,0.00008,206.573891,0.000009,16,,,3/2,5/2,,
Cr,2,206.590778,0.000014,206.590776,0.000009,46,,,5/2,5/2,,
Cr,2,206.66706,0.00005,206.667087,0.000009,14,,,1/2,1/2,,
Cr,2,206.67746,0.00003,206.677452,0.000007,25,,,3/2,3/2,,
Cr,2,206.69435,0.00006,206.694355,0.000007,11,,,5/2,3/2,,
Cr,2,206.69876,0.00008,206.698780,0.000009,9,,,3/2,1/2,,
Cr,2,206.7984,0.0005,206.79833,0.00006,4,,,5/2,7/2,,
Cr,2,206.83958,0.00002,206.839593,0.000007,27,,,5/2,7/2,,
Cr,2,206.86403,0.00008,206.864117,0.000007,5,,,7/2,7/2,,
Cr,2,206.8961,0.0004,206.895890,0.000009,4,,,11/2,9/2,,
Cr,2,207.2922,0.0002,207.292287,0.000007,4,,,11/2,11/2,,
Cr,2,207.98745,0.00003,207.987462,0.000009,21,,,7/2,5/2,,
Cr,2,208.16965,0.00007,208.169665,0.000009,7,,,9/2,7/2,,
Cr,2,208.20379,0.00019,208.203710,0.000009,4*,,,7/2,7/2,,
Cr,2,208.20379,0.00019,208.20392,0.00017,4*,,,9/2,9/2,,
Cr,2,208.37496,0.00011,208.375151,0.000009,5,,,7/2,5/2,,
Cr,2,208.42304,0.00008,208.42300,0.00006,15,,,9/2,7/2,,
Cr,2,208.49317,0.00014,208.49318,0.00004,5,,,7/2,7/2,,
Cr,2,208.68593,0.00011,208.68601,0.00005,5,,,5/2,3/2,,
Cr,1,208.787,,208.78708,0.00013,3:,,,2,2,,
Cr,2,208.91531,0.00003,208.915314,0.000007,18,,,1/2,3/2,,
Cr,2,208.94576,0.00019,208.945694,0.000009,5,,,9/2,11/2,,
Cr,19,209.09,,209.09+,,,1.81e+03,C+,0,1,M1,
Cr,2,209.09806,0.00006,209.098073,0.000014,11,,,7/2,7/2,,
Cr,2,209.12323,0.00013,209.12317,0.00006,5,,,5/2,5/2,,
Cr,2,209.20283,0.00008,209.20281,0.00008,17,,,7/2,5/2,,
Cr,2,209.23233,0.00019,209.232386,0.000009,3,,,11/2,9/2,,
Cr,2,209.2790,0.0002,209.27898,0.00018,6,,,7/2,5/2,,
Cr,2,209.29114,0.00018,209.291077,0.000009,4,,,9/2,7/2,,
Cr,2,209.33174,0.00002,209.331749,0.000007,30,,,3/2,5/2,,
Cr,2,209.35259,0.00016,209.35258,0.00018,5,,,3/2,1/2,,
Cr,2,209.36591,0.00009,209.365930,0.000007,7,,,3/2,3/2,,
Cr,2,209.4941,0.0002,209.49432,0.00003,5,,,5/2,3/2,,
Cr,1,209.500,0.009,209.4928,0.0007,12h,1.2e+06,C,3,4,,
Cr,1,209.540,0.009,209.5403,0.0006,10h,1.1e+06,C,3,3,,
Cr,1,209.583,0.009,209.583,0.009,8h,1.1e+06,C,3,2,,
Cr,2,209.64443,0.00003,209.644411,0.000009,20,,,5/2,3/2,,
Cr,2,209.86116,0.00010,209.861175,0.000009,5,,,7/2,9/2,,
Cr,2,209.86445,0.00008,209.86448,0.00009,17,,,5/2,3/2,,
Cr,2,209.97076,0.00015,209.970828,0.000009,5,,,13/2,11/2,,
Cr,2,210.036831,0.000016,210.036833,0.000007,39,,,5/2,7/2,,
Cr,2,210.05854,0.00004,210.05855,0.00004,20,,,9/2,7/2,,
Cr,2,210.06489,0.00007,210.064902,0.000007,10,,,5/2,5/2,,
Cr,2,210.15538,0.00011,210.155456,0.000009,5,,,7/2,7/2,,
Cr,2,210.2727,0.0002,210.272690,0.000007,4,,,1/2,3/2,,
Cr,2,210.30056,0.00005,210.300526,0.000007,12,,,5/2,7/2,,
Cr,2,210.42294,0.00007,210.42295,0.00006,12,,,7/2,5/2,,
Cr,2,210.42687,0.00018,210.427000,0.000010,4,,,5/2,7/2,,
Cr,2,210.62004,0.00009,210.620034,0.000014,5,,,5/2,5/2,,
Cr,2,210.794526,0.000011,210.794533,0.000007,68,,,7/2,9/2,,
Cr,2,210.81122,0.00018,210.81105,0.00009,5,,,5/2,3/2,,
Cr,2,210.8314,0.0003,210.831269,0.000014,3,,,3/2,5/2,,
Cr,2,210.98878,0.00005,210.988793,0.000006,11,,,3/2,5/2,,
Cr,1,210.999,,210.99972,0.00013,1:,,,3,2,,
Cr,2,211.01034,0.00013,211.010428,0.000008,5,,,9/2,9/2,,
Cr,2,211.0396,0.0003,211.039718,0.000007,5,,,7/2,7/2,,
Cr,2,211.09253,0.00018,211.092580,0.000007,8,,,7/2,7/2,,
Cr,2,211.09925,0.00006,211.099166,0.000007,12,,,9/2,7/2,,
Cr,2,211.10416,0.00015,211.104131,0.000014,3,,,3/2,5/2,,
Cr,2,211.12631,0.00011,211.126386,0.000007,6,,,7/2,5/2,,
Cr,2,211.21885,0.00008,211.218911,0.000007,7,,,7/2,9/2,,
Cr,3,211.373,,,,100,,,,,,
Cr,3,211.383,,,,100,,,,,,
Cr,3,211.426,,,,50,,,,,,
Cr,3,211.453,,,,50,,,,,,
Cr,2,211.45905,0.00011,211.45900,0.00003,5,,,3/2,3/2,,
Cr,3,211.487,,,,100,,,,,,
Cr,2,211.56313,0.00007,211.56311,0.00006,10,,,3/2,1/2,,
Cr,2,211.68904,0.00017,211.689124,0.000023,4,,,3/2,3/2,,
Cr,3,211.753,,,,100,,,,,,
Cr,2,211.8407,0.0003,211.840792,0.000023,3,,,1/2,3/2,,
Cr,2,212.125635,0.000011,212.125640,0.000008,63,,,11/2,9/2,,
Cr,2,212.1278,0.0002,212.127708,0.000010,4,,,9/2,7/2,,
Cr,2,212.13997,0.00013,212.14002,0.00004,3,,,3/2,1/2,,
Cr,2,212.15176,0.00008,212.151792,0.000006,5,,,1/2,3/2,,
Cr,2,212.29386,0.00009,212.293938,0.000010,6,,,11/2,9/2,,
Cr,3,212.353,,,,80,,,,,,
Cr,2,212.40861,0.00008,212.408586,0.000008,7,,,7/2,7/2,,
Cr,2,212.56857,0.00004,212.56857,0.00004,16,,,5/2,3/2,,
Cr,2,212.72602,0.00009,212.725957,0.000007,7,,,11/2,11/2,,
Cr,2,212.75282,0.00003,212.752804,0.000006,20,,,7/2,5/2,,
Cr,2,212.77602,0.00012,212.775915,0.000014,7*,,,5/2,5/2,,
Cr,2,212.77602,0.00012,212.776218,0.000018,7*,,,5/2,3/2,,
Cr,2,212.94291,0.00018,212.94272,0.00005,8,,,7/2,5/2,,
Cr,2,212.98292,0.00004,212.982951,0.000007,14,,,5/2,7/2,,
Cr,2,212.986809,0.000007,212.986809,0.000007,260,,,11/2,9/2,,
Cr,2,213.019377,0.000008,213.019370,0.000007,110,,,9/2,9/2,,
Cr,2,213.020722,0.000009,213.020684,0.000010,97*,,,13/2,11/2,,
Cr,2,213.020722,0.000009,213.020951,0.000006,97*,,,5/2,5/2,,
Cr,2,213.23700,0.00004,213.236973,0.000007,15,,,5/2,7/2,,
Cr,1,213.250,,213.249840,0.000008,4:,,,3,3,,
Cr,2,213.263036,0.000007,213.263037,0.000007,230,,,7/2,7/2,,
Cr,2,213.265890,0.000011,213.265903,0.000007,71,,,5/2,5/2,,
Cr,2,213.269757,0.000009,213.269759,0.000007,98,,,9/2,7/2,,
Cr,2,213.291968,0.000007,213.291974,0.000007,150,,,7/2,5/2,,
Cr,2,213.301380,0.000007,213.301380,0.000007,140,,,5/2,3/2,,
Cr,2,213.348087,0.000007,213.348088,0.000007,590,,,11/2,11/2,,
Cr,2,213.38077,0.00002,213.380758,0.000007,29,,,9/2,11/2,,
Cr,2,213.420066,0.000007,213.420068,0.000007,130,,,11/2,9/2,,
Cr,2,213.446008,0.000018,213.446027,0.000007,35,,,7/2,9/2,,
Cr,2,213.452756,0.000007,213.452761,0.000007,390,,,9/2,9/2,,
Cr,2,213.462122,0.000007,213.462123,0.000007,300,,,5/2,5/2,,
Cr,2,213.488242,0.000010,213.488242,0.000007,77,,,7/2,5/2,,
Cr,2,213.50874,0.00003,213.508765,0.000007,19,,,5/2,7/2,,
Cr,2,213.534891,0.000007,213.534895,0.000007,190,,,7/2,7/2,,
Cr,2,213.541635,0.000007,213.541635,0.000007,220,,,9/2,7/2,,
Cr,6,213.6433,0.0010,213.64,0.03,6,,,1/2,3/2,,
Cr,2,213.84422,0.00008,213.84418,0.00003,11,,,9/2,7/2,,
Cr,3,213.911,,,,80,,,,,,
Cr,2,213.93602,0.00004,213.936038,0.000008,15,,,1/2,1/2,,
Cr,2,213.95740,0.00003,213.957384,0.000006,23,,,3/2,3/2,,
Cr,2,214.052604,0.000010,214.052596,0.000006,76,,,7/2,5/2,,
Cr,2,214.09076,0.00008,214.090686,0.000010,8*,,,7/2,5/2,,
Cr,2,214.09076,0.00008,214.090918,0.000019,8*,,,3/2,1/2,,
Cr,3,214.115,,,,100,,,,,,
Cr,1,214.120,,214.119284,0.000008,2:,,,3,3,,
Cr,2,214.3102,0.0003,214.31002,0.00004,5,,,9/2,7/2,,
Cr,2,214.3853,0.0003,214.385370,0.000009,3,,,7/2,5/2,,
Cr,2,214.38673,0.00008,214.386822,0.000010,8,,,9/2,7/2,,
Cr,2,214.40857,0.00004,214.408591,0.000008,15,,,3/2,1/2,,
Cr,3,214.415,,,,80,,,,,,
Cr,1,214.424,0.005,214.42309,0.00014,1,,,4,5,,
Cr,2,214.48456,0.00015,214.484712,0.000010,5,,,11/2,9/2,,
Cr,2,214.59690,0.00002,214.596904,0.000010,28,,,5/2,5/2,,
Cr,2,214.62474,0.00018,214.624716,0.000010,7,,,3/2,3/2,,
Cr,3,214.716,,,,50,,,,,,
Cr,2,214.71653,0.00002,214.716525,0.000007,27,,,5/2,3/2,,
Cr,2,214.723331,0.000012,214.723346,0.000006,51,,,5/2,3/2,,
Cr,3,214.756,,,,50,,,,,,
Cr,1,214.802,0.005,214.80260,0.00011,10,,,2,3,,
Cr,3,214.865,,,,50,,,,,,
Cr,2,214.88051,0.00008,214.880551,0.000010,8,,,11/2,9/2,,
Cr,3,214.948,,,,50,,,,,,
Cr,2,215.012554,0.000012,215.012548,0.000006,56,,,7/2,5/2,,
Cr,1,215.025,0.005,215.02535,0.00003,1,,,4,5,,
Cr,2,215.064523,0.000007,215.064526,0.000007,140,,,5/2,3/2,,
Cr,2,215.070151,0.000010,215.070152,0.000007,69,,,1/2,3/2,,
Cr,2,215.072094,0.000008,215.072098,0.000007,120,,,3/2,3/2,,
Cr,1,215.227,0.005,215.2295,0.0007,10,,,0,1,,
Cr,1,215.257,0.005,215.2578,0.0004,15,,,1,2,,
Cr,3,215.276,,,,50,,,,,,
Cr,1,215.444,0.005,215.44218,0.00005,25,,,2,3,,
Cr,1,215.509,0.005,215.5081,0.0007,15,,,1,1,,
Cr,2,215.624219,0.000019,215.624243,0.000014,34,,,5/2,3/2,,
Cr,21,,,215.68,,,1.72e+03,C,0,1,M1,
Cr,2,215.69817,0.00005,215.698144,0.000010,13,,,13/2,11/2,,
Cr,3,215.717,,,,100,,,,,,
Cr,1,215.774,0.005,215.7745,0.0005,30,,,3,4,,
Cr,1,215.800,0.005,215.8000,0.0004,15,,,2,2,,
Cr,1,216.050,0.005,216.0515,0.0007,4,,,2,1,,
Cr,2,216.0710,0.0003,216.070951,0.000024,5,,,5/2,5/2,,
Cr,2,216.16646,0.00003,216.166465,0.000019,25,,,3/2,1/2,,
Cr,1,216.225,0.005,216.22392,0.00005,10,,,3,3,,
Cr,1,216.247,0.005,216.2471,0.0010,30,,,4,5,,
Cr,2,216.34041,0.00011,216.340177,0.000006,5,,,7/2,5/2,,
Cr,3,216.386,,,,50,,,,,,
Cr,2,216.4457,0.0003,216.44539,0.00007,5,,,7/2,5/2,,
Cr,2,216.46620,0.00008,216.466168,0.000014,13,,,3/2,3/2,,
Cr,3,216.625,,,,60,,,,,,
Cr,2,216.67626,0.00003,216.676239,0.000006,22,,,5/2,3/2,,
Cr,2,216.74987,0.00019,216.750020,0.000010,4,,,7/2,7/2,,
Cr,1,216.768,0.005,216.7684,0.0005,4,,,4,4,,
Cr,2,216.78282,0.00010,216.782786,0.000009,10,,,9/2,9/2,,
Cr,3,217.070,,,,100,,,,,,
Cr,2,217.073672,0.000007,217.073679,0.000007,190,,,5/2,7/2,,
Cr,2,217.09803,0.00013,217.097999,0.000007,4,,,5/2,3/2,,
Cr,2,217.103722,0.000016,217.103732,0.000007,43,,,1/2,3/2,,
Cr,2,217.105713,0.000011,217.105715,0.000007,65,,,3/2,3/2,,
Cr,2,217.109433,0.000014,217.109429,0.000007,49,,,5/2,5/2,,
Cr,2,217.117133,0.000008,217.117145,0.000007,110,,,3/2,5/2,,
Cr,1,217.144,0.005,217.14526,0.00011,4,,,3,3,,
Cr,2,217.153984,0.000015,217.153968,0.000007,46,,,1/2,1/2,,
Cr,2,217.15599,0.00008,217.155953,0.000007,8,,,3/2,1/2,,
Cr,1,217.619,0.005,217.619,0.005,3,,,3,2,,
Cr,6,217.6648,0.0010,217.66,0.03,8,,,3/2,5/2,,
Cr,2,217.84704,0.00005,217.846981,0.000010,14,,,7/2,7/2,,
Cr,2,217.85860,0.00015,217.85859,0.00003,7,,,3/2,3/2,,
Cr,2,218.10849,0.00009,218.108572,0.000015,7,,,7/2,5/2,,
Cr,2,218.1123,0.0003,218.112186,0.000010,2,,,7/2,9/2,,
Cr,1,218.153,0.005,218.15179,0.00011,4,,,4,3,,
Cr,2,218.15461,0.00007,218.154588,0.000008,8,,,7/2,7/2,,
Cr,2,218.2328,0.0004,218.23255,0.00010,3,,,5/2,3/2,,
Cr,3,218.371,,,,50,,,,,,
Cr,2,218.3964,0.0002,218.396553,0.000010,3,,,7/2,9/2,,
Cr,3,218.501,,,,100,,,,,,
Cr,1,218.687,0.005,218.6857,0.0010,5,,,2,3,,
Cr,2,218.77175,0.00008,218.771762,0.000015,9,,,5/2,5/2,,
Cr,1,218.809,0.005,218.80935,0.00009,6,,,3,4,,
Cr,2,218.82550,0.00019,218.825322,0.000024,3,,,1/2,1/2,,
Cr,2,218.92384,0.00008,218.923886,0.000009,8,,,5/2,5/2,,
Cr,3,219.009,,,,50,,,,,,
Cr,2,219.01157,0.00012,219.011537,0.000007,5,,,7/2,9/2,,
Cr,3,219.076,,,,100,,,,,,
Cr,2,219.0916,0.0003,219.091435,0.000010,4,,,1/2,3/2,,
Cr,2,219.14484,0.00012,219.14487,0.00003,5,,,3/2,3/2,,
Cr,3,219.158,,,,100,,,,,,
Cr,1,219.164,0.005,219.1638,0.0006,8,,,2,2,,
Cr,2,219.30981,0.00019,219.309719,0.000024,8,,,9/2,9/2,,
Cr,2,219.328115,0.000013,219.328111,0.000010,51,,,7/2,5/2,,
Cr,1,219.490,0.005,219.4912,0.0010,18,,,3,3,,
Cr,2,219.57594,0.00008,219.576001,0.000010,8,,,5/2,7/2,,
Cr,2,219.68209,0.00004,219.682055,0.000010,32,,,5/2,3/2,,
Cr,2,219.70617,0.00017,219.706255,0.000006,3,,,1/2,1/2,,
Cr,3,219.789,,,,100,,,,,,
Cr,1,219.832,0.005,219.83140,0.00009,22,,,4,4,,
Cr,3,219.862,,,,100,,,,,,
Cr,2,219.92201,0.00009,219.922023,0.000010,7,,,3/2,5/2,,
Cr,1,219.972,,219.9728,0.0006,3:,,,3,2,,
Cr,2,220.04806,0.00009,220.04798,0.00006,9,,,7/2,7/2,,
Cr,2,220.07774,0.00015,220.07767,0.00003,4,,,3/2,1/2,,
Cr,2,220.27022,0.00011,220.270335,0.000020,5,,,3/2,3/2,,
Cr,2,220.29125,0.00006,220.291304,0.000007,10,,,5/2,7/2,,
Cr,3,220.322,,,,100,,,,,,
Cr,2,220.38743,0.00007,220.387465,0.000007,9,,,7/2,9/2,,
Cr,1,220.520,0.005,220.5197,0.0010,15,,,4,3,,
Cr,2,220.53230,0.00016,220.532290,0.000010,5,,,7/2,7/2,,
Cr,2,220.6449,0.0003,220.6453,0.0003,3,,,5/2,3/2,,
Cr,3,220.870,,,,60,,,,,,
