element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,diag_lines,
Ar,3,234.51968,0.00003,234.519667,0.000023,14,5.4e+07,E,3,2,,,
Ar,2,234.52540,0.00011,234.525363,0.000003,6,,,7/2,9/2,,,
Ar,3,234.542,0.005,234.54523,0.00007,5,,,2,1,,,
Ar,2,234.550,0.004,234.552538,0.000003,1bl,,,5/2,5/2,,,
Ar,2,234.586,0.002,234.587350,0.000003,0,,,5/2,3/2,,,
Ar,2,234.65751,0.00004,234.657464,0.000005,14,,,1/2,1/2,,,
Ar,3,234.75774,0.00006,234.75777,0.00003,7,,,2,2,,,
Ar,2,234.8910,0.0006,234.8909,0.0005,1,,,5/2,7/2,,,
Ar,2,234.951,0.004,234.948720,0.000003,0.5bl?,,,3/2,3/2,,,
Ar,2,235.04877,0.00001,235.048770,0.000004,107,,,5/2,3/2,,,
Ar,3,235.167,0.005,235.16810,0.00003,7,,,3,2,,,
Ar,3,235.233,0.005,235.233334,0.000018,5,,,3,3,,,
Ar,2,235.34241,0.00002,235.342370,0.000003,32,,,5/2,3/2,,,
Ar,2,235.41315,0.00001,235.413150,0.000003,89,,,5/2,7/2,,,
Ar,2,235.4793,0.0006,235.47902,0.00011,1,,,3/2,5/2,,,
Ar,3,235.6119,0.0020,235.612516,0.000014,1,,,3,4,,,
Ar,2,235.75892,0.00001,235.758929,0.000003,158,,,7/2,5/2,,,
Ar,2,235.819,0.002,235.819868,0.000003,0.5?,,,3/2,3/2,,,
Ar,2,235.8408,0.0006,235.841065,0.000003,2,,,3/2,5/2,,,
Ar,3,235.89539,0.00006,235.895509,0.000024,8,,,3,3,,,
Ar,2,236.00586,0.00001,236.005882,0.000003,35,,,5/2,3/2,,,
Ar,3,236.026,0.005,236.024917,0.000019,9,,,4,3,,,
Ar,2,236.1820,0.0006,236.181673,0.000003,1*,,,3/2,3/2,,,
Ar,2,236.1820,0.0006,236.182905,0.000003,1*,,,5/2,3/2,,,
Ar,2,236.2083,0.0006,236.208280,0.000003,1,,,3/2,1/2,,,
Ar,2,236.28625,0.00015,236.286278,0.000003,5,,,5/2,3/2,,,
Ar,2,236.41115,0.00001,236.411145,0.000003,66,,,5/2,5/2,,,
Ar,3,236.6317,0.0020,236.63351,0.00011,1,,,2,1,,,
Ar,2,236.67776,0.00003,236.677756,0.000004,16,,,3/2,1/2,,,
Ar,2,236.7248,0.0006,236.724185,0.000003,1,,,5/2,3/2,,,
Ar,2,236.8612,0.0006,236.860955,0.000003,1,,,5/2,7/2,,,
Ar,2,236.91884,0.00004,236.918838,0.000004,10,,,1/2,1/2,,,
Ar,2,237.0631,0.0006,237.063245,0.000003,0.5,,,5/2,3/2,,,
Ar,2,237.16573,0.00007,237.165734,0.000004,7,,,3/2,5/2,,,
Ar,2,237.17390,0.00002,237.173888,0.000003,28,,,5/2,7/2,,,
Ar,2,237.6430,0.0006,237.642601,0.000003,1,,,3/2,5/2,,,
Ar,3,237.77512,0.00006,237.77497,0.00011,11,,,2,1,,,
Ar,2,237.94214,0.00006,237.942172,0.000003,9?,,,1/2,3/2,,,
Ar,2,237.9863,0.0006,237.986181,0.000003,3,,,5/2,5/2,,,
Ar,2,238.11390,0.00003,238.113898,0.000003,17,,,3/2,3/2,,,
Ar,2,238.1456,0.0012,238.145520,0.000004,1bl,,,1/2,1/2,,,
Ar,3,238.2403,0.0020,238.24196,0.00011,4,,,2,2,,,
Ar,2,238.2565,0.0006,238.259585,0.000003,1,,,3/2,5/2,,,
Ar,2,238.2955,0.0006,238.295506,0.000003,1,,,3/2,3/2,,,
Ar,2,238.34826,0.00001,238.348256,0.000003,91,,,3/2,1/2,,,
Ar,2,238.3934,0.0006,238.393716,0.000004,2,,,3/2,1/2,,,
Ar,2,238.49673,0.00001,238.496732,0.000003,83,,,3/2,5/2,,,
Ar,2,238.5936,0.0006,238.594277,0.000003,1,,,7/2,9/2,,,
Ar,2,238.79317,0.00002,238.793150,0.000003,27,,,3/2,3/2,,,
Ar,2,238.8268,0.0006,238.827259,0.000003,1,,,3/2,1/2,,,
Ar,2,239.0878,0.0006,239.087883,0.000005,2,,,1/2,3/2,,,
Ar,2,239.2808,0.0006,239.278526,0.000005,1*,,,5/2,5/2,,,
Ar,2,239.2808,0.0006,239.282366,0.000003,1*,,,5/2,5/2,,,
Ar,3,239.56538,0.00002,239.56540,0.00003,18,,,2,3,,,
Ar,2,239.600,0.002,239.599581,0.000004,0.5,,,1/2,3/2,,,
Ar,2,239.75467,0.00004,239.754630,0.000004,12,,,5/2,7/2,,,
Ar,2,239.83687,0.00001,239.836874,0.000003,71,,,1/2,1/2,,,
Ar,3,239.91951,0.00002,239.91946,0.00004,26,,,3,4,,,
Ar,2,239.93685,0.00005,239.936866,0.000003,10,,,5/2,3/2,,,
Ar,2,240.085,0.002,240.087774,0.000003,0.5?,,,1/2,3/2,,,
Ar,2,240.102,0.002,240.098004,0.000005,0.5,,,3/2,1/2,,,
Ar,2,240.2900,0.0006,240.287347,0.000003,1*,,,1/2,3/2,,,
Ar,2,240.2900,0.0006,240.29118,0.00023,1*,,,5/2,7/2,,,
Ar,2,240.32364,0.00001,240.323655,0.000003,38,,,7/2,9/2,,,
Ar,2,240.43523,0.00001,240.435232,0.000003,646,,,7/2,5/2,,,
Ar,2,240.44984,0.00008,240.449837,0.000004,6,,,3/2,1/2,,,
Ar,3,240.45771,0.00012,240.45766,0.00003,4,,,2,2,,,
Ar,3,240.50036,0.00002,240.50038,0.00003,31,,,1,2,,,
Ar,2,240.52283,0.00001,240.522824,0.000007,58,,,3/2,5/2,,,
Ar,2,240.5776,0.0006,240.578014,0.000004,2,,,1/2,3/2,,,
Ar,2,240.644,0.002,240.644532,0.000003,0.5,,,3/2,5/2,,,
Ar,2,240.66389,0.00002,240.663941,0.000003,21,,,5/2,7/2,,,
Ar,4,240.723,0.003,240.7235,0.0016,7,,,1/2,3/2,,,
Ar,2,240.78673,0.00006,240.786726,0.000007,8,,,5/2,5/2,,,
Ar,2,240.82068,0.00004,240.820694,0.000003,11,,,3/2,5/2,,,
Ar,2,240.8943,0.0006,240.892972,0.000004,1,,,3/2,3/2,,,
Ar,2,240.9503,0.0006,240.950762,0.000003,2,,,7/2,7/2,,,
Ar,2,240.9702,0.0006,240.970967,0.000003,1,,,3/2,3/2,,,
Ar,3,241.03797,0.00004,241.03789,0.00003,7,,,3,3,,,
Ar,3,241.08623,0.00007,241.08624,0.00004,6,,,1,2,,,
Ar,2,241.09337,0.00001,241.093373,0.000003,170,,,5/2,3/2,,,
Ar,3,241.10016,0.00003,241.10015,0.00004,13,,,1,1,,,
Ar,2,241.2124,0.0006,241.212675,0.000003,0.5,,,7/2,7/2,,,
Ar,2,241.24640,0.00001,241.246403,0.000009,54,,,5/2,7/2,,,
Ar,2,241.2910,0.0006,241.289997,0.000003,1,,,7/2,9/2,,,
Ar,3,241.32214,0.00002,241.322128,0.000024,27,,,2,3,,,
Ar,2,241.3486,0.0006,241.347721,0.000003,1,,,5/2,3/2,,,
Ar,2,241.42216,0.00001,241.422160,0.000003,81,,,5/2,7/2,,,
Ar,3,241.56513,0.00003,241.56514,0.00003,13,,,2,3,,,
Ar,3,241.58637,0.00005,241.58636,0.00004,9,,,2,2,,,
Ar,3,241.60030,0.00009,241.60034,0.00004,5,,,2,1,,,
Ar,7,241.65,0.03,241.65,0.08,,,,4,5,,,
Ar,2,241.72096,0.00005,241.720970,0.000003,10,,,3/2,3/2,,,
Ar,2,241.8704,0.0006,241.869666,0.000003,1,,,7/2,5/2,,,
Ar,3,241.88420,0.00001,241.884200,0.000014,34,,,3,4,,,
Ar,2,241.91761,0.00007,241.917588,0.000005,7,,,1/2,1/2,,,
Ar,2,241.9413,0.0006,241.94237,0.00012,1,,,3/2,5/2,,,
Ar,3,241.9415,0.0020,241.94117,0.00003,2,,,3,2,,,
Ar,3,241.99242,0.00003,241.99242,0.00010,14,,,1,2,,,
Ar,2,242.04558,0.00001,242.045573,0.000003,151,,,5/2,3/2,,,
Ar,2,242.14977,0.00001,242.149752,0.000005,34,,,1/2,3/2,,,
Ar,2,242.15210,0.00002,242.152084,0.000007,21,,,1/2,1/2,,,
Ar,3,242.181,0.005,242.182467,0.000024,4,,,3,3,,,
Ar,2,242.1822,0.0012,242.181387,0.000005,0.5bl,G?,,,3/2,1/2,,,
Ar,2,242.2089,0.0006,242.20939,0.00012,2,,,5/2,5/2,,,
Ar,2,242.2695,0.0006,242.269397,0.000003,4,,,5/2,3/2,,,
Ar,3,242.35239,0.00001,242.352387,0.000014,41,,,4,5,,,
Ar,3,242.39601,0.00002,242.39601,0.00003,26,,,3,4,,,
Ar,3,242.42959,0.00007,242.42955,0.00003,6,,,3,3,,,
Ar,3,242.449,0.005,242.45093,0.00004,2,,,3,2,,,
Ar,2,242.46597,0.00001,242.465966,0.000003,44,,,3/2,1/2,,,
Ar,2,242.47184,0.00006,242.471859,0.000003,9,,,5/2,5/2,,,
Ar,3,242.54917,0.00002,242.54917,0.00004,18,,,2,3,,,
Ar,3,242.61764,0.00009,242.61771,0.00007,6,,,2,2,,,
Ar,3,242.6743,0.0020,242.6741,0.0018,3,,,0,1,,,
Ar,3,242.720,0.005,242.721250,0.000014,4,,,4,4,,,
Ar,3,242.74901,0.00010,242.74896,0.00003,6,,,3,3,,,
Ar,2,242.8523,0.0006,242.851177,0.000003,1,,,5/2,3/2,,,
Ar,2,242.94508,0.00006,242.945046,0.000003,8,,,5/2,7/2,,,
Ar,2,243.00345,0.00001,243.003436,0.000003,69,,,5/2,5/2,,,
Ar,2,243.16309,0.00008,243.163083,0.000003,8,,,3/2,5/2,,,
Ar,2,243.1923,0.0006,243.192588,0.000003,1,,,3/2,5/2,,,
Ar,2,243.4364,0.0006,243.435983,0.000003,2,,,7/2,5/2,,,
Ar,2,243.7200,0.0006,243.718417,0.000005,1,,,1/2,1/2,,,
Ar,2,243.75086,0.00010,243.750909,0.000003,6,,,3/2,1/2,,,
Ar,2,244.00282,0.00001,244.002825,0.000003,41,,,3/2,3/2,,,
Ar,3,244.12307,0.00003,244.12307,0.00006,7,,,1,2,,,
Ar,2,244.12892,0.00004,244.128956,0.000003,9,,,5/2,5/2,,,
Ar,2,244.2794,0.0006,244.279265,0.000004,2,,,7/2,9/2,,,
Ar,2,244.32179,0.00005,244.321751,0.000003,11,,,1/2,1/2,,,
Ar,2,244.349,0.002,244.351460,0.000003,1p,,,5/2,5/2,,,
Ar,3,244.36243,0.00007,244.36249,0.00003,5,,,2,3,,,
Ar,2,244.4828,0.0006,244.482900,0.000003,3,,,5/2,5/2,,,
Ar,2,244.4996,0.0006,244.500828,0.000004,0.5,,,5/2,3/2,,,
Ar,2,244.6355,0.0006,244.635727,0.000003,1,,,5/2,3/2,,,
Ar,3,244.743,0.004,244.73612,0.00004,1,,,2,2,,,
Ar,4,244.773,0.003,244.7728,0.0017,9,,,3/2,3/2,,,
Ar,2,244.7743,0.0012,244.774400,0.000003,2bl,,,3/2,5/2,,,
Ar,2,244.816,0.002,244.816778,0.000004,0,,,5/2,5/2,,,
Ar,2,244.9179,0.0006,244.918181,0.000003,2,,,3/2,1/2,,,
Ar,2,244.9407,0.0006,244.938586,0.000004,2,,,5/2,3/2,,,
Ar,2,245.0541,0.0006,245.054181,0.000003,1,,,5/2,3/2,,,
Ar,4,245.258,0.005,245.2586,0.0021,4,,,3/2,5/2,,,
Ar,2,245.27441,0.00010,245.274434,0.000003,6?,,,3/2,3/2,,,
Ar,2,245.42618,0.00001,245.426182,0.000003,316,,,3/2,5/2,,,
Ar,3,245.463,0.005,245.4628,0.0024,6,,,2,1,,,
Ar,2,245.50667,0.00001,245.506670,0.000003,50,,,3/2,5/2,,,
Ar,2,245.51437,0.00003,245.514410,0.000004,14,,,3/2,3/2,,,
Ar,2,245.5235,0.0006,245.523104,0.000003,1,,,3/2,1/2,,,
Ar,2,245.5628,0.0006,245.563133,0.000003,1,,,1/2,3/2,,,
Ar,2,245.62654,0.00005,245.626488,0.000003,9,,,1/2,1/2,,,
Ar,2,245.661,0.004,245.658467,0.000003,1bl?,,,3/2,3/2,,,
Ar,2,245.7525,0.0006,245.752296,0.000003,1,,,7/2,7/2,,,
Ar,2,245.79510,0.00014,245.795055,0.000003,10bl,,,3/2,3/2,,,
Ar,2,245.9601,0.0006,245.959447,0.000003,1?,,,3/2,5/2,,,
Ar,2,245.99521,0.00001,245.995209,0.000003,40,,,3/2,3/2,,,
Ar,2,246.06409,0.00004,246.064077,0.000004,9,,,7/2,5/2,,,
Ar,2,246.1203,0.0006,246.118087,0.000003,1*,,,5/2,3/2,,,
Ar,2,246.1203,0.0006,246.120840,0.000005,1*,,,7/2,7/2,,,
Ar,2,246.2553,0.0006,246.253725,0.000003,1,,,7/2,9/2,,,
Ar,2,246.2998,0.0012,246.299855,0.000003,2bl,,,3/2,3/2,,,
Ar,3,246.42553,0.00006,246.42566,0.00004,5,,,3,4,,,
Ar,3,246.462,0.004,246.45700,0.00004,5,,,1,2,,,
Ar,3,246.6084,0.0020,246.60371,0.00003,1,,,3,3,,,
Ar,2,246.612,0.004,246.610993,0.000003,1bl?,,,3/2,3/2,,,
Ar,3,246.710,0.005,246.70649,0.00003,3,,,2,3,,,
Ar,2,246.755,0.002,246.756030,0.000003,0,,,3/2,5/2,,,
Ar,3,246.830,0.004,246.82490,0.00006,2,,,1,1,,,
Ar,3,246.86732,0.00004,246.86733,0.00004,10,,,2,3,,,
Ar,2,246.9876,0.0006,246.987739,0.000003,2,,,7/2,5/2,,,
Ar,2,247.03580,0.00004,247.035792,0.000003,10,,,3/2,1/2,,,
Ar,2,247.174,0.002,247.173621,0.000003,0.5,,,1/2,3/2,,,
Ar,3,247.192,0.005,247.1940,0.0024,6,,,1,1,,,
Ar,3,247.29445,0.00002,247.29449,0.00004,22,,,4,4,,,
Ar,2,247.39968,0.00001,247.399697,0.000003,59,,,5/2,3/2,,,
Ar,2,247.42615,0.00006,247.426158,0.000003,6,,,1/2,1/2,,,
Ar,3,247.5212,0.0020,247.51998,0.00007,2,,,2,1,,,
Ar,2,247.54595,0.00001,247.545950,0.000003,51,,,3/2,1/2,,,
Ar,3,247.610,0.005,247.60571,0.00003,7,,,3,3,,,
Ar,3,247.65290,0.00004,247.65283,0.00003,10,,,2,2,,,
Ar,2,247.671,0.002,247.673363,0.000003,0.5,,,5/2,5/2,,,
Ar,2,247.6970,0.0006,247.697019,0.000003,2,,,5/2,3/2,,,
Ar,3,247.87619,0.00004,247.87613,0.00006,6,,,2,1,,,
Ar,2,247.90562,0.00001,247.905616,0.000003,78,,,1/2,3/2,,,
Ar,3,247.976,0.005,247.9757,0.0025,3,,,0,1,,,
Ar,2,248.04633,0.00002,248.046345,0.000003,28,,,3/2,5/2,,,
Ar,2,248.08527,0.00001,248.085278,0.000003,155,,,3/2,3/2,,,
Ar,2,248.14745,0.00001,248.147431,0.000003,65,,,3/2,5/2,,,
Ar,2,248.21505,0.00001,248.215015,0.000003,36,,,1/2,3/2,,,
Ar,2,248.3225,0.0006,248.322707,0.000003,2,,,3/2,1/2,,,
Ar,3,248.41045,0.00009,248.41053,0.00006,5,3.0e+07,E,4,4,,,
Ar,3,248.487,0.005,248.48289,0.00003,2,,,4,3,,,
Ar,3,248.563,0.005,248.55898,0.00003,2,,,3,2,,,
Ar,2,248.6906,0.0006,248.690645,0.000003,3,,,5/2,3/2,,,
Ar,3,248.88577,0.00003,248.88580,0.00004,16,,,2,2,,,
Ar,2,249.10343,0.00001,249.103422,0.000003,37,,,3/2,3/2,,,
Ar,2,249.20149,0.00002,249.201502,0.000004,27,,,1/2,3/2,,,
Ar,3,249.295,0.004,249.29343,0.00006,3,2.5e+06,E,4,3,,,
Ar,2,249.41164,0.00012,249.411392,0.000003,9bl*,,,5/2,5/2,,,
Ar,2,249.41164,0.00012,249.411571,0.000003,9bl*,,,5/2,3/2,,,
Ar,3,249.48515,0.00009,249.48515,0.00009,5,,,1,0,,,
Ar,2,249.5920,0.0006,249.592415,0.000004,2,,,3/2,1/2,,,
Ar,3,249.640,0.005,249.64160,0.00006,5,,,1,1,,,
Ar,4,249.698,0.003,249.6980,0.0022,1,,,1/2,3/2,,,
Ar,2,249.72217,0.00006,249.722228,0.000003,8,,,3/2,3/2,,,
Ar,2,249.95264,0.00005,249.952592,0.000003,10,,,3/2,5/2,,,
Ar,3,249.996,0.004,249.99661,0.00013,1,2.0e+06,E,3,4,,,
Ar,2,250.03950,0.00001,250.039504,0.000005,76,,,3/2,1/2,,,
Ar,2,250.18360,0.00002,250.183628,0.000003,22,,,5/2,3/2,,,
Ar,3,250.3016,0.0020,250.29687,0.00003,1,,,3,2,,,
Ar,2,250.39345,0.00003,250.393477,0.000003,19,,,5/2,3/2,,,
Ar,3,250.43877,0.00005,250.43885,0.00006,7,,,0,1,,,
Ar,2,250.47397,0.00004,250.474026,0.000003,14,,,3/2,3/2,,,
Ar,3,250.66580,0.00006,250.66573,0.00004,6,,,1,2,,,
Ar,2,250.73338,0.00003,250.733355,0.000003,19,,,3/2,1/2,,,
Ar,2,250.8548,0.0006,250.854758,0.000004,1,,,5/2,5/2,,,
Ar,3,250.891,0.004,250.89084,0.00013,3,2.6e+07,E,3,3,,,
Ar,3,251.0104,0.0020,251.00463,0.00004,1,,,3,4,,,
Ar,2,251.06265,0.00006,251.062596,0.000003,8,,,1/2,3/2,,,
Ar,2,251.22572,0.00002,251.225727,0.000003,21,,,3/2,3/2,,,
Ar,4,251.329,0.003,251.3281,0.0017,12,,,5/2,3/2,,,
Ar,2,251.52741,0.00002,251.527464,0.000003,28,,,3/2,3/2,,,
Ar,8,251.55,0.03,251.53,0.07,,,,7/2,9/2,,,
Ar,2,251.55932,0.00001,251.559318,0.000004,59,,,1/2,1/2,,,
Ar,2,251.67888,0.00001,251.678876,0.000004,132,,,3/2,1/2,,,
Ar,4,251.721,0.003,251.722,0.003,10,,,1/2,3/2,,,
Ar,3,251.826,0.004,251.82088,0.00013,2,3.4e+06,E,3,2,,,
Ar,4,251.838,0.003,251.8403,0.0023,6,,,5/2,5/2,,,
Ar,2,252.24986,0.00001,252.249867,0.000003,32,,,3/2,3/2,,,
Ar,3,252.448,0.004,252.44847,0.00012,1,2.5e+06,E,2,3,,,
Ar,2,252.54032,0.00004,252.540343,0.000003,12,,,3/2,5/2,,,
Ar,2,252.54852,0.00001,252.548534,0.000004,56,,,3/2,3/2,,,
Ar,4,252.563,0.003,252.562,0.003,10,,,1/2,1/2,,,
Ar,2,252.6076,0.0006,252.608641,0.000003,2,,,3/2,1/2,,,
Ar,2,252.83128,0.00001,252.831287,0.000003,87,,,5/2,5/2,,,
Ar,2,252.86835,0.00002,252.868353,0.000003,30,,,1/2,1/2,,,
Ar,2,253.0423,0.0006,253.042691,0.000003,1,,,5/2,5/2,,,
Ar,3,253.392,0.004,253.39011,0.00012,3,2.7e+07,E,2,2,,,
Ar,2,253.47087,0.00001,253.470851,0.000003,166,,,3/2,5/2,,,
Ar,2,253.52509,0.00002,253.525102,0.000003,29,,,1/2,3/2,,,
Ar,2,253.5758,0.0006,253.576694,0.000003,1,,,5/2,5/2,,,
Ar,2,253.60150,0.00001,253.601491,0.000003,93,,,5/2,3/2,,,
Ar,3,253.8297,0.0020,253.835366,0.000013,1,,,3,2,,,
Ar,2,254.00362,0.00006,254.003627,0.000004,9,,,3/2,1/2,,,
Ar,4,254.055,0.003,254.0576,0.0023,7,,,3/2,3/2,,,
Ar,2,254.159,0.002,254.15942,0.00013,0.5,,,5/2,5/2,,,
Ar,2,254.46839,0.00001,254.468375,0.000003,79,,,3/2,3/2,,,
Ar,2,254.56468,0.00008,254.564769,0.000013,8,,,5/2,7/2,,,
Ar,2,254.7184,0.0006,254.717298,0.000016,2,,,3/2,5/2,,,
Ar,2,254.9788,0.0006,254.978677,0.000004,3,,,3/2,1/2,,,
Ar,2,255.1571,0.0006,255.156618,0.000003,1,,,3/2,5/2,,,
Ar,2,255.3400,0.0006,255.339966,0.000003,2,,,5/2,5/2,,,
Ar,2,255.65856,0.00005,255.658430,0.000003,9,,,3/2,3/2,,,
Ar,2,255.92866,0.00003,255.928610,0.000003,11,,,3/2,1/2,,,
Ar,2,256.0853,0.0006,256.084745,0.000003,1,,,7/2,5/2,,,
Ar,2,256.19525,0.00011,256.195197,0.000003,4,,,1/2,1/2,,,
Ar,2,256.20873,0.00002,256.208670,0.000003,18,,,5/2,3/2,,,
Ar,4,256.209,0.003,256.2106,0.0019,10,1.4e+08,D,1/2,3/2,,,
Ar,3,256.329,0.004,256.321,0.005,5*,,,0,1,,,
Ar,3,256.329,0.004,256.32535,0.00006,5*,,,4,3,,,
Ar,2,256.44166,0.00002,256.441615,0.000003,17,,,3/2,3/2,,,
Ar,2,256.5782,0.0006,256.578499,0.000003,3,,,3/2,1/2,,,
Ar,3,256.63789,0.00006,256.63791,0.00005,8,,,1,2,,,
Ar,2,256.7095,0.0006,256.709273,0.000003,1,,,1/2,3/2,,,
Ar,2,256.7727,0.0006,256.772699,0.000003,1,,,3/2,3/2,,,
Ar,4,256.802,0.003,256.8053,0.0018,10,1.0e+08,D,3/2,5/2,,,
Ar,2,256.92007,0.00007,256.920160,0.000003,6,,,3/2,5/2,,,
Ar,4,256.945,0.003,256.946,0.003,9,5.7e+07,E,1/2,1/2,,,
Ar,2,256.99847,0.00006,256.998472,0.000003,9,,,3/2,3/2,,,
Ar,2,257.04107,0.00001,257.041048,0.000003,28,,,1/2,3/2,,,
Ar,2,257.3940,0.0006,257.39264,0.00013,0.5,,,3/2,5/2,,,
Ar,3,257.6388,0.0020,257.6382,0.0003,5,,,1,0,,,
Ar,2,257.9428,0.0006,257.944052,0.000016,2,,,3/2,5/2,,,
Ar,3,257.96398,0.00001,257.96398,0.00004,59,,,1,0,,,
Ar,3,258.017,0.004,258.01444,0.00013,2,,,3,3,,,
Ar,2,258.0360,0.0006,258.036311,0.000013,1,,,3/2,3/2,,,
Ar,3,258.339,0.003,258.3379,0.0007,3,,,1,2,,,
Ar,3,258.48766,0.00003,258.48764,0.00003,14,,,2,2,,,
Ar,3,259.14983,0.00007,259.14982,0.00005,6,,,2,1,,,
Ar,2,259.1696,0.0006,259.169961,0.000003,1,,,3/2,5/2,,,
Ar,2,259.2074,0.0006,259.207905,0.000003,1,,,5/2,5/2,,,
Ar,2,259.2178,0.0006,259.218600,0.000003,1,,,3/2,3/2,,,
Ar,3,259.441,0.004,259.43977,0.00004,1,,,2,2,,,
Ar,3,259.6634,0.0020,259.66205,0.00013,1,,,2,3,,,
Ar,3,259.725,0.004,259.72323,0.00013,3,,,3,2,,,
Ar,4,259.941,0.003,259.9420,0.0023,2,,,3/2,3/2,,,
Ar,2,260.0956,0.0006,260.095957,0.000003,3,,,1/2,3/2,,,
Ar,3,260.212,0.003,260.2123,0.0007,1,,,1,1,,,
Ar,4,260.803,0.003,260.8025,0.0019,9,4.3e+07,E,3/2,3/2,,,
Ar,4,260.844,0.005,260.837,0.003,7,,,3/2,1/2,,,
Ar,2,260.968,0.002,260.967752,0.000003,0,,,3/2,5/2,,,
Ar,4,261.124,0.005,261.1267,0.0024,3,,,5/2,3/2,,,
Ar,3,261.344,0.004,261.34235,0.00013,3,,,2,1,,,
Ar,3,261.395,0.004,261.39281,0.00013,3,,,2,2,,,
Ar,4,261.565,0.003,261.564,0.003,10,2.7e+08,D,3/2,1/2,,,
Ar,2,261.6811,0.0006,261.681148,0.000004,3,,,7/2,7/2,,,
Ar,3,261.726,0.003,261.7281,0.0007,1,,,1,0,,,
Ar,2,261.7596,0.0006,261.76010,0.00010,2,,,5/2,5/2,,,
Ar,4,261.990,0.003,261.988,0.003,9,,,5/2,3/2,,,
Ar,2,262.09844,0.00003,262.09843,0.00003,16,,,5/2,7/2,,,
Ar,4,262.130,0.003,262.1302,0.0025,10,,,3/2,3/2,,,
Ar,2,262.1879,0.0006,262.18858,0.00003,1,,,5/2,5/2,,,
Ar,2,262.3090,0.0006,262.309628,0.000015,1,,,5/2,7/2,,,
Ar,2,262.45945,0.00004,262.459393,0.000004,7,,,3/2,3/2,,,
Ar,4,262.486,0.003,262.485,0.003,10,,,5/2,5/2,,,
Ar,2,262.5711,0.0006,262.570482,0.000004,1,,,7/2,5/2,,,
Ar,4,262.632,0.005,262.6274,0.0025,2,,,3/2,5/2,,,
Ar,2,262.73984,0.00005,262.739765,0.000003,7,,,1/2,3/2,,,
Ar,8,263.15,0.03,263.15,0.10,*,,,9/2,11/2,,,
Ar,8,263.15,0.03,263.15,0.10,*,,,7/2,9/2,,,
Ar,3,263.18635,0.00008,263.18633,0.00006,6,3.7e+07,E,1,1,,,
Ar,3,263.240,0.004,263.23751,0.00006,4,7.5e+06,E,1,2,,,
Ar,2,263.4001,0.0006,263.400944,0.000003,2qs,,,5/2,3/2,,,
Ar,2,263.6354,0.0006,263.635826,0.000004,2,,,5/2,5/2,,,
Ar,2,263.69135,0.00008,263.691213,0.000013,6,,,3/2,5/2,,,
Ar,4,264.028,0.003,264.0304,0.0019,12,2.2e+08,D,5/2,5/2,,,
Ar,3,264.547,0.004,264.54648,0.00003,2,,,3,3,,,
Ar,2,264.72456,0.00002,264.724542,0.000004,29,,,3/2,5/2,,,
Ar,2,264.7844,0.0006,264.78494,0.00021,1,,,3/2,3/2,,,
Ar,2,264.96012,0.00008,264.960106,0.000004,7,,,3/2,1/2,,,
Ar,2,265.19095,0.00008,265.19088,0.00010,9,,,3/2,5/2,,,
Ar,2,265.2899,0.0006,265.29003,0.00014,1,,,3/2,3/2,,,
Ar,2,265.321,0.002,265.321551,0.000003,0,,,5/2,5/2,,,
Ar,3,265.377,0.005,265.37186,0.00004,4,,,2,2,,,
Ar,2,265.4056,0.0006,265.404032,0.000018,2,,,3/2,5/2,,,
Ar,3,265.45492,0.00003,265.454924,0.000023,17,,,2,3,,,
Ar,3,265.617,0.005,265.61350,0.00009,1,,,2,1,,,
Ar,2,265.6303,0.0006,265.63067,0.00003,2,,,3/2,5/2,,,
Ar,2,265.789,0.002,265.788775,0.000004,0,,,7/2,7/2,,,
Ar,3,266.022,0.004,266.01862,0.00004,3,5.5e+06,E,2,3,,,
Ar,18,,,266.1035,0.0004,,2.9684e+06,AA,1/2,3/2,,,
Ar,2,267.022,0.002,267.023609,0.000005,0.5,,,1/2,3/2,,,
Ar,3,267.39635,0.00004,267.39633,0.00004,10,,,1,2,,,
Ar,2,267.41744,0.00008,267.417366,0.000012,5,,,3/2,3/2,,,
Ar,8,267.56,0.03,267.56,0.04,,,,5/2,7/2,,,
Ar,3,267.646,0.005,267.64167,0.00009,4,,,1,1,,,
Ar,3,267.787,0.004,267.78246,0.00004,3,1.2e+07,E,2,1,,,
Ar,3,267.83541,0.00004,267.83544,0.00004,12,3.4e+07,E,2,2,,,
Ar,4,268.258,0.003,268.2575,0.0020,10,1.4e+08,D,5/2,3/2,,,
Ar,2,268.31001,0.00012,268.30983,0.00014,6,,,3/2,5/2,,,
Ar,3,268.55827,0.00010,268.55823,0.00009,5,,,0,1,,,
Ar,2,268.6322,0.0006,268.632267,0.000004,2,,,1/2,1/2,,,
Ar,2,268.694,0.002,268.695531,0.000005,1,,,3/2,5/2,,,
Ar,2,268.7395,0.0006,268.740018,0.000008,1,,,3/2,3/2,,,
Ar,2,268.9093,0.0006,268.909053,0.000017,2,,,3/2,5/2,,,
Ar,8,268.97,0.03,268.97,0.04,*,,,7/2,5/2,,,
Ar,8,268.97,0.03,268.984,0.023,*,,,5/2,3/2,,,
Ar,2,269.0033,0.0006,269.002592,0.000006,2,,,3/2,5/2,,,
