element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,diag_lines,
Ar,5,269.094,0.005,269.1052,0.0022,,6.8e+00,C,1,0,M1,,
Ar,2,269.215,0.002,269.211956,0.000003,0.5,,,5/2,5/2,,,
Ar,8,269.22,0.03,269.20,0.05,,,,3/2,1/2,,,
Ar,2,,,269.2594235,,,5.e+05,C,3/2,3/2,,,
Ar,3,269.2751,0.0020,269.27978,0.00003,4,,,2,2,,,
Ar,3,269.4320,0.0020,269.42573,0.00009,1,,,2,2,,,
Ar,2,269.7374,0.0006,269.73693,0.00022,1,,,5/2,5/2,,,
Ar,3,270.1079,0.0020,270.1062,0.0022,5,,,0,1,,,
Ar,2,270.1719,0.0006,270.172905,0.000008,2,,,5/2,7/2,,,
Ar,2,270.80571,0.00010,270.805658,0.000012,6,,,5/2,5/2,,,
Ar,2,270.82675,0.00001,270.826725,0.000010,93,,,5/2,7/2,,,
Ar,2,272.0184,0.0006,272.018764,0.000016,2,,,1/2,3/2,,,
Ar,2,272.1580,0.0006,272.159640,0.000014,0.5,,,5/2,5/2,,,
Ar,3,272.47879,0.00003,272.47880,0.00003,16,4.2e+07,E,3,3,,,
Ar,3,272.8562,0.0020,272.85437,0.00011,5,,,1,1,,,
Ar,2,273.050,0.002,273.052563,0.000004,0.5,,,1/2,3/2,,,
Ar,2,273.067,0.002,273.067131,0.000004,0.5,,,1/2,3/2,,,
Ar,2,273.1639,0.0006,273.163890,0.000009,1,,,1/2,3/2,,,
Ar,2,273.23372,0.00001,273.233624,0.000013,45,,,5/2,3/2,,,
Ar,2,273.25024,0.00001,273.250205,0.000013,41,,,5/2,5/2,,,
Ar,2,273.30198,0.00006,273.30199,0.00006,12,,,5/2,5/2,,,
Ar,2,273.3809,0.0006,273.3808,0.0005,1*,,,3/2,3/2,,,
Ar,2,273.3809,0.0006,273.38143,0.00022,1*,,,3/2,5/2,,,
Ar,2,274.0333,0.0006,274.032331,0.000006,1,,,3/2,3/2,,,
Ar,2,274.0912,0.0006,274.090830,0.000004,1,,,3/2,3/2,,,
Ar,2,274.10679,0.00004,274.106768,0.000003,11,,,3/2,5/2,,,
Ar,2,274.1962,0.0006,274.195743,0.000007,1,,,3/2,5/2,,,
Ar,3,274.389,0.004,274.38524,0.00003,3,7.3e+06,E,3,2,,,
Ar,2,274.47931,0.00001,274.479285,0.000015,81,,,3/2,5/2,,,
Ar,3,275.39148,0.00001,275.391479,0.000017,39,,,2,2,,,
Ar,2,275.4864,0.0006,275.486713,0.000004,2,2.e+05,C+,5/2,7/2,,,
Ar,2,275.7304,0.0006,275.730341,0.000009,3,,,5/2,3/2,,,
Ar,4,275.791,0.003,275.797,0.005,10q,2.8e+08,D,5/2,7/2,,,
Ar,2,276.133,0.002,276.130741,0.000013,0.5,,,5/2,3/2,,,
Ar,3,276.21649,0.00003,276.21649,0.00003,30,,,2,2,,,
Ar,2,276.3520,0.0006,276.35222,0.00023,1,,,3/2,3/2,,,
Ar,2,276.46461,0.00002,276.464585,0.000004,30,,,1/2,3/2,,,
Ar,2,276.7945,0.0006,276.79444,0.00011,2,,,3/2,5/2,,,
Ar,2,276.904,0.002,276.90246,0.00015,0,,,3/2,3/2,,,
Ar,2,276.97388,0.00001,276.973868,0.000016,41,,,3/2,3/2,,,
Ar,2,276.991,0.004,276.990906,0.000016,0.5bl,G?,,,3/2,5/2,,,
Ar,2,277.0438,0.0006,277.04412,0.00006,0.5,,,3/2,5/2,,,
Ar,2,277.191,0.002,277.190663,0.000009,0.5p?,,,3/2,3/2,,,
Ar,2,277.2740,0.0006,277.27358,0.00003,2,,,3/2,5/2,,,
Ar,2,277.4099,0.0006,277.410288,0.000004,2,,,1/2,3/2,,,
Ar,4,277.625,0.003,277.6241,0.0022,11,1.1e+08,D,1/2,3/2,,,
Ar,2,277.824,0.002,277.821270,0.000007,0?,,,5/2,5/2,,,
Ar,4,278.284,0.003,278.283,0.004,7,1.8e+07,E,5/2,5/2,,,
Ar,3,278.36033,0.00009,278.36035,0.00006,10,,,2,1,,,
Ar,4,278.443,0.003,278.443,0.003,10,2.5e+08,D,3/2,5/2,,,
Ar,3,278.523,0.003,278.5201,0.0003,5,,,1,2,,,
Ar,5,278.599,0.004,278.5963,0.0024,,8.1e-02,D,2,0,E2,,
Ar,4,278.891,0.003,278.8917,0.0021,10,1.9e+08,D,3/2,5/2,,,
Ar,3,279.4976,0.0020,279.49416,0.00016,8,,,2,2,,,
Ar,2,279.5289,0.0012,279.52915,0.00024,2bl?,,,1/2,3/2,,,
Ar,2,279.54285,0.00002,279.542831,0.000014,19,,,3/2,1/2,,,
Ar,3,279.66367,0.00004,279.66369,0.00003,11,,,3,2,,,
Ar,4,279.708,0.003,279.7083,0.0022,9,2.2e+08,D,1/2,1/2,,,
Ar,2,280.0919,0.0006,280.09212,0.00016,1,,,1/2,3/2,,,
Ar,2,280.5990,0.0006,280.599996,0.000004,1,,,3/2,3/2,,,
Ar,2,280.61670,0.00001,280.616700,0.000003,58,,,3/2,5/2,,,
Ar,3,280.702,0.003,280.7000,0.0003,4,,,1,1,,,
Ar,4,280.947,0.003,280.947,0.003,10,2.6e+08,D,5/2,7/2,,,
Ar,3,281.82260,0.00011,281.82260,0.00013,8,,,0,1,,,
Ar,3,282.46461,0.00008,282.4646,0.0005,10,,,1,0,,,
Ar,2,282.827,0.002,282.824501,0.000007,0?,,,3/2,3/2,,,
Ar,4,283.025,0.003,283.0237,0.0022,12,1.4e+08,D,3/2,3/2,,,
Ar,2,283.0834,0.0006,283.082342,0.000003,0.5,,,3/2,5/2,,,
Ar,3,284.0155,0.0020,284.01263,0.00009,6,,,1,0,,,
Ar,3,284.29654,0.00002,284.29655,0.00003,33,,,1,0,,,
Ar,2,284.33726,0.00005,284.337074,0.000004,9,,,1/2,3/2,,,
Ar,2,284.4129,0.0006,284.412859,0.000003,4,2.e+05,C,3/2,5/2,,,
Ar,2,284.7146,0.0006,284.714423,0.000005,2,,,1/2,1/2,,,
Ar,2,284.7816,0.0006,284.781921,0.000003,3,3.e+05,C,3/2,3/2,,,
Ar,4,285.191,0.003,285.1900,0.0022,8,4.1e+07,E,3/2,1/2,,,
Ar,2,285.316,0.002,285.315338,0.000016,0,,,5/2,3/2,,,
Ar,3,285.33088,0.00002,285.330940,0.000019,25,,,1,1,,,
Ar,4,285.367,0.004,285.366,0.003,7.50*,2.55e+00,C,3/2,3/2,M1,density ,
Ar,4,285.367,0.004,285.366,0.003,7.50*,1.6e-05,D,3/2,3/2,E2,,
Ar,3,285.53126,0.00001,285.531242,0.000018,69,,,2,1,,,
Ar,2,285.7278,0.0006,285.7288,0.0006,0.5*,,,3/2,3/2,,,
Ar,2,285.7278,0.0006,285.72942,0.00025,0.5*,,,3/2,5/2,,,
Ar,2,286.0742,0.0006,286.074445,0.000004,3,,,1/2,3/2,,,
Ar,2,286.58432,0.00003,286.584304,0.000005,20,,,5/2,5/2,,,
Ar,4,286.821,0.004,286.822,0.003,1.95*,9.7e-01,C,3/2,1/2,M1,density ,
Ar,4,286.821,0.004,286.822,0.003,1.95*,1.2e-04,D,3/2,1/2,E2,,
Ar,2,286.9283,0.0006,286.928905,0.000017,1,,,3/2,5/2,,,
Ar,2,287.1022,0.0006,287.102918,0.000017,1,,,5/2,3/2,,,
Ar,2,287.1399,0.0006,287.140082,0.000004,1,,,3/2,5/2,,,
Ar,4,287.434,0.003,287.4335,0.0023,10,7.3e+07,D,5/2,5/2,,,
Ar,2,287.45820,0.00008,287.458160,0.000004,7,,,1/2,3/2,,,
Ar,3,287.665,0.005,287.672701,0.000015,1,,,1,2,,,
Ar,2,287.6889,0.0006,287.688623,0.000005,0.5,,,5/2,7/2,,,
Ar,3,287.87636,0.00005,287.876305,0.000013,9,,,2,2,,,
Ar,3,288.1605,0.0020,288.166,0.006,3,,,2,1,,,
Ar,3,288.42144,0.00001,288.421444,0.000013,115,,,3,2,,,
Ar,2,289.16123,0.00001,289.161218,0.000004,234,1.82e+07,B,3/2,1/2,,,
Ar,2,289.3985,0.0006,289.398876,0.000017,1,,,3/2,3/2,,,
Ar,2,289.6564,0.0006,289.656017,0.000018,2,,,3/2,3/2,,,
Ar,2,289.67465,0.00002,289.674651,0.000018,33,,,3/2,5/2,,,
Ar,2,289.7332,0.0006,289.73285,0.00007,6,,,3/2,5/2,,,
Ar,2,290.704,0.002,290.704505,0.000006,0,,,3/2,5/2,,,
Ar,4,291.297,0.003,291.294,0.003,12w,2.5e+08,D,3/2,5/2,,,
Ar,2,291.4932,0.0006,291.492821,0.000009,1,,,5/2,5/2,,,
Ar,2,291.5593,0.0006,291.559174,0.000009,4,,,5/2,7/2,,,
Ar,2,291.5967,0.0006,291.596305,0.000017,1,,,1/2,3/2,,,
Ar,4,291.826,0.003,291.8244,0.0024,9,1.3e+07,E,5/2,3/2,,,
Ar,2,292.46339,0.00012,292.463391,0.000014,13bl,,,3/2,3/2,,,
Ar,2,292.46677,0.00005,292.466794,0.000016,12,,,3/2,1/2,,,
Ar,4,292.627,0.003,292.623,0.004,11,2.0e+08,D,1/2,3/2,,,
Ar,3,292.8823,0.0020,292.88623,0.00021,8,,,0,1,,,
Ar,2,293.14809,0.00005,293.148090,0.000020,11,,,1/2,3/2,,,
Ar,2,293.25905,0.00010,293.259008,0.000003,6,8.e+05,C,1/2,3/2,,,
Ar,2,293.5538,0.0006,293.55453,0.00010,3,,,7/2,5/2,,,
Ar,2,293.890,0.002,293.890926,0.000017,1p,,,5/2,3/2,,,
Ar,2,294.1893,0.0006,294.189511,0.000017,1,,,5/2,3/2,,,
Ar,2,294.28932,0.00001,294.289308,0.000003,1047,5.3e+07,B,3/2,3/2,,,
Ar,2,294.7275,0.0006,294.728037,0.000009,2,,,5/2,5/2,,,
Ar,2,294.8119,0.0006,294.811735,0.000008,0.5,,,5/2,7/2,,,
Ar,2,295.53882,0.00001,295.538822,0.000006,68,,,5/2,5/2,,,
Ar,2,295.65420,0.00014,295.654135,0.000008,6,,,5/2,7/2,,,
Ar,2,295.7532,0.0006,295.753510,0.000014,3,,,3/2,5/2,,,
Ar,2,296.02396,0.00014,296.023893,0.000017,10bl,,,1/2,3/2,,,
Ar,2,296.02741,0.00003,296.027379,0.000019,23,,,1/2,1/2,,,
Ar,2,296.0514,0.0006,296.052958,0.000010,0.5,,,5/2,3/2,,,
Ar,2,297.90502,0.00001,297.905007,0.000004,263,4.16e+07,B,1/2,1/2,,,
Ar,2,299.0843,0.0006,299.084527,0.000014,2,,,3/2,5/2,,,
Ar,2,299.9110,0.0006,299.910709,0.000008,2,,,5/2,5/2,,,
Ar,2,300.0109,0.0003,300.010929,0.000006,3,,,5/2,7/2,,,
Ar,2,300.04451,0.00005,300.044527,0.000018,17,1.5e+08,D,3/2,3/2,,,
Ar,3,300.26407,0.00006,300.26399,0.00004,16,,,1,2,,,
Ar,2,300.2964,0.0003,300.296447,0.000014,4,,,3/2,5/2,,,
Ar,2,300.4486,0.0006,300.448994,0.000015,2,,,3/2,3/2,,,
Ar,3,,,300.522,0.004,,4.3e-02,D,2,0,E2,,
Ar,8,300.66,0.03,300.66,0.07,,,,1/2,1/2,,,
Ar,3,301.002,0.003,300.9985,0.0011,10,,,3,2,,,
Ar,2,301.44819,0.00010,301.448204,0.000006,7,,,3/2,5/2,,,
Ar,4,301.615,0.005,301.607,0.003,5,,,1/2,3/2,,,
Ar,3,302.39801,0.00017,302.39806,0.00004,5,2.6e+08,D,2,3,,,
Ar,2,302.67455,0.00002,302.674550,0.000013,35,,,3/2,1/2,,,
Ar,3,302.716,0.003,302.70864,0.00005,5,6.4e+07,D,2,2,,,
Ar,8,302.81,0.04,302.82,0.08,,,,1/2,3/2,,,
Ar,2,302.8721,0.0006,302.872055,0.000018,3,,,3/2,3/2,,,
Ar,2,302.89140,0.00002,302.891004,0.000007,47*,,,5/2,7/2,,,
Ar,2,302.89140,0.00002,302.891399,0.000018,47*,2.3e+08,D,1/2,3/2,,,
Ar,2,303.35082,0.00001,303.350811,0.000003,78,9.9e+06,B,1/2,3/2,,,
Ar,2,303.6887,0.0012,303.689238,0.000007,2bl?,,,5/2,3/2,,,
Ar,3,303.696,0.003,303.68767,0.00012,3,7.0e+06,E,2,1,,,
Ar,4,303.791,0.003,303.790,0.003,9,3.6e+07,E,3/2,3/2,,,
Ar,2,304.2463,0.0006,304.246739,0.000011,1,,,5/2,3/2,,,
Ar,2,304.60787,0.00008,304.607913,0.000005,6,,,5/2,7/2,,,
Ar,2,304.7053,0.0006,304.705269,0.000004,0.5,,,7/2,5/2,,,
Ar,2,304.8021,0.0006,304.802474,0.000006,2,,,7/2,7/2,,,
Ar,2,304.8784,0.0006,304.878841,0.000006,2,,,5/2,5/2,,,
Ar,2,305.0043,0.0006,305.004111,0.000010,1,,,5/2,3/2,,,
Ar,2,305.3151,0.0006,305.315013,0.000010,5,,,5/2,5/2,,,
Ar,3,305.47736,0.00045,305.4775,0.0004,3,1.9e+08,D,1,2,,,
Ar,2,305.5281,0.0006,305.527974,0.000010,0.5,,,5/2,3/2,,,
Ar,2,306.09059,0.00010,306.090557,0.000009,7,,,5/2,7/2,,,
Ar,2,306.2643,0.0006,306.264300,0.000009,3,,,5/2,5/2,,,
Ar,3,306.477,0.003,306.4745,0.0004,10,1.0e+08,D,1,1,,,
Ar,2,306.5120,0.0012,306.513328,0.000009,3w,bl,,,5/2,7/2,,,
Ar,2,306.5400,0.0006,306.541182,0.000004,0.5,,,7/2,7/2,,,
Ar,2,306.6889,0.0006,306.688823,0.000003,6,,,7/2,9/2,,,
Ar,2,307.166,0.002,307.166501,0.000003,0.5,,,5/2,5/2,,,
Ar,8,307.32,0.04,307.33,0.09,,,,3/2,5/2,,,
Ar,4,307.726,,307.7268,0.0024,8bl:,,,3/2,5/2,,,
Ar,3,307.815,0.003,307.81323,0.00018,10,1.4e+08,D,0,1,,,
Ar,2,308.29777,0.00007,308.297760,0.000014,10,,,1/2,1/2,,,
Ar,2,308.3193,0.0006,308.319881,0.000008,1,,,3/2,3/2,,,
Ar,3,308.364,0.003,308.3598,0.0012,3,,,2,2,,,
Ar,2,308.50273,0.00003,308.502675,0.000019,19,,,1/2,3/2,,,
Ar,2,308.82151,0.00016,308.82132,0.00011,8,,,3/2,5/2,,,
Ar,2,308.8910,0.0006,308.891368,0.000016,3,,,3/2,3/2,,,
Ar,2,309.34018,0.00001,309.340173,0.000006,68,4.4e+08,D,3/2,5/2,,,
Ar,2,309.49654,0.00007,309.496469,0.000019,8,,,3/2,1/2,,,
Ar,2,309.9925,0.0003,309.992564,0.000016,4,,,3/2,5/2,,,
Ar,2,310.1004,0.0006,310.100855,0.000004,2,,,3/2,5/2,,,
Ar,2,310.25862,0.00013,310.258606,0.000016,5,,,3/2,5/2,,,
Ar,2,310.2953,0.0006,310.2953,0.0006,1,,,7/2,9/2,,,
Ar,2,310.43601,0.00005,310.435963,0.000019,17,,,3/2,3/2,,,
Ar,2,310.8801,0.0006,310.880493,0.000004,2,,,3/2,5/2,,,
Ar,3,310.908,0.030,310.918,0.004,,4.02e+00,C,1,0,M1,,
Ar,2,310.9711,0.0006,310.971205,0.000015,4,,,3/2,5/2,,,
Ar,2,310.998,0.002,310.997801,0.000022,0.5,,,3/2,5/2,,,
Ar,3,311.041,0.003,311.0340,0.0013,7,,,2,1,,,
Ar,2,311.4378,0.0006,311.438155,0.000016,3,,,3/2,1/2,,,
Ar,7,311.78,0.02,311.79,0.03,,,,0,1,,,
Ar,2,312.4268,0.0006,312.427803,0.000007,1,,,5/2,3/2,,,
Ar,3,312.790,0.003,312.79036,0.00007,7,,,2,1,,,
Ar,4,313.479,0.003,313.484,0.003,9,,,3/2,3/2,,,
Ar,2,313.64839,0.00011,313.648425,0.000020,7,,,3/2,3/2,,,
Ar,2,313.7629,0.0006,313.763261,0.000007,3,,,5/2,3/2,,,
Ar,2,313.90174,0.00001,313.901722,0.000004,79,5.2e+07,C,5/2,5/2,,,
Ar,2,313.92636,0.00009,313.926372,0.000016,8,,,3/2,5/2,,,
Ar,2,314.0963,0.0006,314.097313,0.000020,2,,,5/2,3/2,,,
Ar,2,314.3891,0.0006,314.389502,0.000010,3,,,5/2,5/2,,,
Ar,2,314.5900,0.0006,314.590397,0.000009,2,,,5/2,3/2,,,
Ar,2,314.6422,0.0006,314.642615,0.000004,4,3.e+05,D,5/2,7/2,,,
Ar,2,314.8206,0.0002,314.820599,0.000004,2,,,5/2,5/2,,,
Ar,2,315.0510,0.0006,315.051619,0.000011,4,,,5/2,5/2,,,
Ar,2,315.2613,0.0006,315.261816,0.000015,3,,,3/2,5/2,,,
Ar,2,315.37844,0.00004,315.378461,0.000020,13,,,1/2,1/2,,,
Ar,2,315.3947,0.0006,315.395951,0.000008,0.5,,,5/2,3/2,,,
Ar,8,315.41,0.04,315.40,0.05,,,,1/2,3/2,,,
Ar,2,315.4289,0.0006,315.429950,0.000017,2,,,3/2,3/2,,,
Ar,3,315.742,0.003,315.7476,0.0004,5,,,1,1,,,
Ar,2,315.8208,0.0006,315.821330,0.000022,0.5,,,3/2,5/2,,,
Ar,2,316.13729,0.00002,316.137289,0.000020,45,1.8e+08,D,1/2,3/2,,,
Ar,2,316.14570,0.00004,316.145654,0.000005,15,,,7/2,9/2,,,
Ar,2,316.3535,0.0006,316.354059,0.000020,2,,,1/2,3/2,,,
Ar,2,316.52910,0.00005,316.529107,0.000005,11,,,5/2,7/2,,,
Ar,2,316.7464,0.0006,316.747134,0.000006,3,,,5/2,5/2,,,
Ar,2,316.96682,0.00001,316.966803,0.000005,78,4.9e+07,C,3/2,5/2,,,
Ar,2,317.1403,0.0006,317.140735,0.000007,3,,,5/2,7/2,,,
Ar,3,317.164,0.003,317.16871,0.00016,2,,,0,1,,,
Ar,2,317.2862,0.0004,317.286133,0.000007,3,,,3/2,5/2,,,
Ar,2,318.10374,0.00002,318.103714,0.000005,45,3.7e+07,C,5/2,3/2,,,
Ar,2,318.4268,0.0006,318.426728,0.000009,1h,l,,,5/2,3/2,,,
Ar,2,318.5734,0.0006,318.573647,0.000004,3,,,5/2,5/2,,,
Ar,2,318.61716,0.00014,318.617165,0.000005,4,,,7/2,7/2,,,
Ar,3,318.790,0.003,318.7899,0.0016,6,,,1,0,,,
Ar,2,318.8369,0.0006,318.838080,0.000005,1,,,7/2,5/2,,,
Ar,2,319.195,0.002,319.195415,0.000005,0.5h,,,5/2,3/2,,,
Ar,2,319.2363,0.0006,319.236897,0.000006,3,,,7/2,7/2,,,
Ar,2,319.3512,0.0006,319.351475,0.000016,1,,,3/2,5/2,,,
Ar,2,319.42303,0.00004,319.423023,0.000004,14,2.4e+07,D,5/2,3/2,,,
Ar,2,319.4598,0.0006,319.460488,0.000005,4,,,7/2,9/2,,,
Ar,2,319.5574,0.0006,319.558763,0.000015,2p?,,,3/2,3/2,,,
Ar,2,319.5752,0.0006,319.575525,0.000020,5,,,1/2,3/2,,,
Ar,2,319.8920,0.0006,319.892651,0.000004,2,,,7/2,5/2,,,
Ar,1,320.037,,,,8,,,,,,,
Ar,2,320.3392,0.0006,320.339272,0.000004,3,,,5/2,7/2,,,
Ar,2,320.43206,0.00002,320.432086,0.000007,35,4.e+07,D,3/2,3/2,,,
Ar,2,320.5006,0.0002,320.50038,0.00012,6,,,5/2,5/2,,,
Ar,2,320.7581,0.0002,320.758125,0.000021,5,,,3/2,1/2,,,
Ar,2,320.7655,0.0006,320.766891,0.000009,2,,,5/2,5/2,,,
Ar,2,321.25178,0.00010,321.251810,0.000005,7,5.2e+06,C,3/2,3/2,,,
Ar,2,321.5688,0.0006,321.569249,0.000016,3,,,3/2,3/2,,,
Ar,7,321.66,0.04,321.58,0.11,,,,1,2,,,
Ar,2,321.67297,0.00011,321.672967,0.000004,6,,,7/2,7/2,,,
Ar,2,321.76730,0.00014,321.767341,0.000021,5,,,3/2,3/2,,,
Ar,2,322.1625,0.0006,322.162493,0.000004,7,1.8e+06,C,5/2,5/2,,,
Ar,2,322.23977,0.00010,322.239785,0.000021,8,,,5/2,3/2,,,
Ar,3,322.3389,0.0020,322.342,0.004,1,,,2,3,,,
Ar,2,322.5973,0.0006,322.597416,0.000004,6,2.1e+06,C,3/2,3/2,,,
Ar,2,323.0021,0.0006,323.002270,0.000005,4,,,5/2,5/2,,,
Ar,2,323.0680,0.0006,323.068288,0.000005,2,,,5/2,3/2,,,
Ar,2,323.5175,0.0006,323.517980,0.000016,3,,,3/2,3/2,,,
Ar,2,323.68097,0.00008,323.681049,0.000008,10,5.2e+07,D,1/2,3/2,,,
Ar,2,324.1708,0.0006,324.1708,0.0006,2,,,9/2,11/2,,,
Ar,2,324.36881,0.00001,324.368806,0.000005,95,1.056e+08,C,3/2,1/2,,,
Ar,2,324.7481,0.0006,324.748212,0.000018,3,,,3/2,3/2,,,
Ar,2,324.97996,0.00001,324.979976,0.000005,95,6.3e+07,C,1/2,3/2,,,
Ar,3,325.17907,0.00012,325.17932,0.00021,7,,,1,1,,,
Ar,2,325.3918,0.0006,325.391840,0.000004,3,9.e+05,C,3/2,5/2,,,
Ar,2,325.8894,0.0006,325.889842,0.000005,2,,,7/2,5/2,,,
Ar,2,325.9336,0.0006,325.933854,0.000016,0.5*,,,3/2,5/2,,,
Ar,2,325.9336,0.0006,325.934061,0.000010,0.5*,,,5/2,3/2,,,
Ar,2,325.96556,0.00015,325.965584,0.000017,5,,,3/2,5/2,,,
Ar,2,326.2083,0.0006,326.208337,0.000017,2,,,3/2,3/2,,,
Ar,2,326.35702,0.00004,326.357059,0.000005,21,1.55e+07,B,1/2,3/2,,,
Ar,3,326.3879,0.0020,326.394301,0.000018,9,,,2,3,,,
Ar,2,326.8987,0.0006,326.899068,0.000005,5,,,5/2,7/2,,,
Ar,2,327.0474,0.0006,327.047846,0.000016,5,,,3/2,5/2,,,
Ar,2,327.33165,0.00008,327.331709,0.000008,9,3.7e+07,D,3/2,1/2,,,
Ar,2,327.56434,0.00012,327.564361,0.000017,6,,,3/2,1/2,,,
Ar,2,327.6085,0.0006,327.609198,0.000016,3,,,3/2,3/2,,,
Ar,2,327.99418,0.00030,327.994121,0.000005,2,,,5/2,7/2,,,
Ar,2,328.17012,0.00002,328.170092,0.000006,43,4.2e+07,C,1/2,1/2,,,
Ar,3,328.58413,0.00002,328.58413,0.00003,33,2.0e+08,D,2,3,,,
Ar,2,329.14405,0.00006,329.144028,0.000022,10,,,1/2,3/2,,,
Ar,2,329.36402,0.00001,329.364009,0.000008,162,1.7e+08,D,3/2,3/2,,,
Ar,2,329.39244,0.00004,329.392452,0.000005,21,,,7/2,7/2,,,
Ar,2,329.7020,0.0006,329.702859,0.000018,2,,,3/2,5/2,,,
Ar,8,329.77,0.04,329.74,0.06,,,,1/2,1/2,,,
Ar,2,329.8418,0.0006,329.8421,0.0004,2,,,7/2,9/2,,,
Ar,3,330.18546,0.00001,330.18546,0.00003,224,2.0e+08,D,2,2,,,
Ar,8,330.27,0.04,330.29,0.05,,,,3/2,1/2,,,
Ar,2,330.6445,0.0006,330.644038,0.000021,5,,,1/2,3/2,,,
Ar,2,330.72283,0.00001,330.722825,0.000008,126,3.4e+08,D,1/2,1/2,,,
Ar,2,330.93397,0.00019,330.934039,0.000010,4,,,5/2,5/2,,,
Ar,3,331.12423,0.00003,331.12423,0.00004,18,2.0e+08,D,2,1,,,
Ar,2,331.270,0.002,331.270206,0.000017,0.5,,,3/2,3/2,,,
Ar,2,331.7825,0.0006,331.782317,0.000010,3,,,5/2,3/2,,,
Ar,1,331.934,,,,7,,,,,,,
Ar,2,332.0375,0.0006,332.037268,0.000020,2,,,1/2,1/2,,,
Ar,3,332.359,0.003,332.3550,0.0013,9,,,3,3,,,
Ar,2,332.4228,0.0006,332.4228,0.0006,2,,,7/2,9/2,,,
Ar,3,332.734,0.003,332.7302,0.0013,4,,,3,2,,,
Ar,3,333.1142,0.0020,333.12109,0.00006,2,,,1,2,,,
Ar,3,333.61746,0.00001,333.617463,0.000017,708,2.0e+08,D,3,4,,,
Ar,2,333.7116,0.0006,333.7125,0.0011,2h,l,,,5/2,7/2,,,
Ar,2,333.88225,0.00007,333.882317,0.000004,7,,,3/2,5/2,,,
Ar,2,334.1507,0.0006,334.150230,0.000010,3,,,5/2,3/2,,,
Ar,2,334.1746,0.0006,334.174042,0.000004,6,,,5/2,5/2,,,
Ar,3,334.25373,0.00021,334.25380,0.00012,5,,,1,0,,,
Ar,3,334.47567,0.00001,334.475673,0.000016,575,1.8e+08,D,2,3,,,
Ar,8,334.55,0.04,334.59,0.07,,,,1/2,1/2,,,
Ar,2,334.7694,0.0006,334.769637,0.000004,1,,,7/2,9/2,,,
Ar,2,335.09238,0.00001,335.092386,0.000005,129,1.5e+08,D,5/2,5/2,,,
Ar,3,335.211,0.005,335.211793,0.000016,4,2.2e+07,D,3,3,,,
Ar,8,335.48,0.04,335.46,0.05,,,,3/2,1/2,,,
Ar,3,335.85305,0.00001,335.853046,0.000020,417,1.6e+08,D,1,2,,,
Ar,3,336.128,0.005,336.130589,0.000018,7,3.0e+07,D,2,2,,,
Ar,2,336.17447,0.00006,336.174474,0.000004,10,3.9e+06,D,5/2,7/2,,,
Ar,2,336.3300,0.0006,336.329875,0.000018,2,,,3/2,5/2,,,
Ar,2,336.4362,0.0006,336.436530,0.000017,2,,,3/2,5/2,,,
Ar,2,336.55204,0.00006,336.552028,0.000005,13,1.3e+07,D,7/2,5/2,,,
Ar,2,336.558,0.002,336.559797,0.000017,1?,,,3/2,3/2,,,
Ar,2,336.65800,0.00003,336.657996,0.000008,22,4.1e+07,D,3/2,1/2,,,
Ar,3,,,336.874020,0.000018,,8.5e+05,E,3,2,,,
Ar,2,337.09147,0.00007,337.091470,0.000005,12,5.9e+06,D,7/2,5/2,,,
Ar,2,337.09850,0.00018,337.098437,0.000014,4,,,5/2,7/2,,,
Ar,2,337.3140,0.0012,337.313287,0.000017,1w,bl,,,3/2,3/2,,,
Ar,1,337.347,,,,7,,,,,,,
Ar,2,337.3842,0.0006,337.384416,0.000004,3,,,5/2,3/2,,,
Ar,2,337.64357,0.00001,337.643578,0.000004,155,1.5e+08,D,7/2,7/2,,,
Ar,2,337.8442,0.0006,337.844466,0.000017,1,,,3/2,1/2,,,
Ar,2,337.9458,0.0006,337.946015,0.000005,4,2.e+06,D,7/2,7/2,,,
Ar,2,337.95779,0.00007,337.957698,0.000005,11,3.2e+07,D,5/2,3/2,,,
Ar,2,338.1063,0.0006,338.106621,0.000004,1,,,3/2,5/2,,,
Ar,2,338.2133,0.0006,338.213182,0.000004,3,,,5/2,5/2,,,
Ar,2,338.3865,0.0006,338.386892,0.000009,1,,,3/2,3/2,,,
Ar,2,338.85306,0.00001,338.853072,0.000008,195,1.9e+08,D,1/2,3/2,,,
Ar,2,339.1343,0.0006,339.134481,0.000004,0.5,,,5/2,7/2,,,
Ar,3,339.18445,0.00001,339.184450,0.000020,129,1.9e+07,E,2,2,,,
Ar,1,339.373,,,,7,,,,,,,
Ar,2,339.7002,0.0006,339.700197,0.000004,1,,,7/2,5/2,,,
Ar,2,339.7608,0.0006,339.761093,0.000017,1,,,3/2,3/2,,,
Ar,2,339.78954,0.00006,339.789536,0.000005,8,2.7e+06,D,3/2,5/2,,,
Ar,1,,,340.61804,,,3.9e+05,D,1,0,,,
Ar,2,340.6298,0.0006,340.629625,0.000004,3,,,7/2,7/2,,,
Ar,2,340.8350,0.0006,340.835406,0.000020,0.5,,,5/2,3/2,,,
Ar,2,340.8612,0.0005,340.861207,0.000020,3bl,,,5/2,5/2,,,
Ar,2,340.9413,0.0006,340.94179,0.00009,1,,,5/2,5/2,,,
