element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
S,2,254.495,0.004,254.4990,0.0007,210bl,,,3/2,3/2,,
S,4,254.9634,,254.9650,,10,,,5/2,7/2,,
S,4,255.1864,,255.1850,,1,,,3/2,5/2,,
S,5,255.3422,,255.3414,,4w,4.39e07,D,0,1,,
S,2,255.4701,0.0009,255.4695,0.0007,490,,,5/2,5/2,,
S,3,255.5472,,255.5481,,6,,,1,2,,
S,2,255.9470,0.0009,255.9490,0.0007,79,,,5/2,3/2,,
S,3,256.4171,,256.4181,,4,,,1,1,,
S,2,256.4893,0.0020,256.4911,0.0007,730bl,,,7/2,7/2,,
S,3,,,256.875,,,5.10e05,D,1,2,,
S,4,256.9928,,256.9931,,6,1.87e08,D,1/2,3/2,,
S,4,257.2693,,257.2689,,1,3.73e08,D,1/2,1/2,,
S,5,257.4110,,257.4100,,4w,1.29e08,D,1,1,,
S,4,257.4332,,257.4332,,5w,,,3/2,5/2,,
S,2,257.4691,0.0009,257.4687,0.0007,470,,,5/2,5/2,,
S,10,,,257.8,,,3.19e01,C,3/2,3/2,M1,
S,2,257.8820,0.0015,257.8799,0.0009,460*,,,1/2,3/2,,
S,2,257.8820,0.0015,257.8814,0.0007,460*,,,7/2,5/2,,
S,4,257.8994,,257.8974,,10,3.11e08,C,3/2,5/2,,
S,2,258.1011,0.0007,258.1010,0.0007,1100,,,3/2,5/2,,
S,4,258.2922,,258.2919,,6,2.36e08,D,3/2,3/2,,
S,3,,,258.326,,,5.85e-02,D,3,4,E2,
S,2,258.4206,0.0007,258.4203,0.0007,1600,,,5/2,7/2,,
S,2,258.5211,0.0007,258.5211,0.0007,1600,,,7/2,9/2,,
S,4,,,258.571,,,7.36e07,D,3/2,1/2,,
S,2,258.7055,0.0007,258.7061,0.0007,1000,,,3/2,5/2,,
S,6,258.733,,258.733,,80,3.29e08,AA,1/2,3/2,,
S,2,258.7724,0.0009,258.7738,0.0007,74,,,3/2,1/2,,
S,2,258.8898,0.0009,258.8901,0.0009,190,,,3/2,3/2,,
S,2,258.9220,0.0009,258.9229,0.0005,74,,,1/2,3/2,,
