element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Type,
C,2,,,297.4555,0.0013,,2.8e+03,C,,
C,2,,,297.4616,0.0014,,4.0e+04,D+,,
C,3,298.211,,298.2115,,200,1.52e+07,B,,
C,2,299.262,0.003,299.2500,0.0009,690h*,7.73e+07,B,,
C,2,299.262,0.003,299.2623,0.0008,690h*,8.28e+07,B,,
C,2,299.262,0.003,299.2630,0.0009,690h*,5.3e+06,C,,
C,5,,,301.75,0.06,,7.472e+07,AA,,
C,3,,,303.8889,,,1.99e+07,B,,
C,2,303.9714,0.0009,303.9714,0.0009,37h,2.5e+07,C,,
C,2,304.0512,0.0009,304.0512,0.0009,30h,2.4e+07,C,,
C,2,304.8690,0.0020,304.8700,0.0017,18,1.8e+07,C,,
C,2,304.8933,0.0007,304.8932,0.0007,30,4.55e+07,C+,,
C,2,304.9398,0.0007,304.9398,0.0007,49,4.2e+07,C,,
C,2,304.9671,0.0007,304.9673,0.0007,39,1.7e+07,C,,
C,2,305.685,0.024,305.651,0.003,23wH*,,,,
C,2,305.685,0.024,305.654,0.003,23wH*,,,,
C,2,305.685,0.024,305.674,0.003,23wH*,,,,
C,2,305.685,0.024,305.716,0.010,23wH*,1.2e+07,C,,
C,2,305.845,0.006,305.844,0.010,30wh*,5.7e+07,C,,
C,2,305.845,0.006,305.850,0.003,30wh*,,,,
C,2,305.845,0.006,305.853,0.003,30wh*,3.2e+07,C,,
C,2,305.9091,0.0009,305.9098,0.0007,38h,6.74e+07,C+,,
C,2,305.983,0.004,305.982,0.003,17h,2.5e+07,C,,
C,2,306.064,0.004,306.0671,0.0017,23h,,,,
C,2,,,307.7833,0.0008,,5.5e+04,C+,,
C,2,,,307.9717,0.0008,,1.08e+06,B,,
C,2,,,307.991,0.008,,1.01e+05,C+,,
C,2,,,308.117,0.008,,1.85e+06,B,,
C,2,,,308.179,0.009,,2.13e+06,B,,
C,2,308.2381,0.0009,308.2363,0.0008,29h,9.42e+06,B,,
C,2,308.305,0.005,308.305,0.011,29wh*,1.06e+07,B,,
C,2,308.305,0.005,308.305,0.008,29wh*,8.65e+06,B,,
C,2,308.305,0.005,308.305,0.009,29wh*,8.51e+06,B,,
C,2,,,308.5138,0.0010,,2.1e+05,E,,
C,2,,,308.5939,0.0010,,1.8e+06,E,,
C,2,,,308.658,0.004,,4.7e+05,E,,
C,2,308.6903,0.0009,308.6903,0.0009,22h,7.5e+06,C,,
C,2,,,308.710,0.004,,2.9e+06,E,,
C,2,308.790,0.004,308.790,0.004,17h,5.5e+06,C,,
C,2,,,308.795,0.019,,5.e+06,E,,
C,2,,,308.847,0.019,,5.e+06,E,,
C,3,,,309.978,,,1.77e+06,B,,
C,3,,,309.978,,,1.97e+05,B,,
C,3,,,309.978,,,3.96e+03,D,,
C,2,,,310.0426,0.0004,,7.e+04,E,,
C,2,310.0570,0.0007,310.0566,0.0004,28,6.e+05,E,,
C,3,,,310.214,,,1.57e+06,B,,
C,3,,,310.214,,,1.40e+05,B,,
C,2,,,310.2252,0.0005,,7.e+05,E,,
C,3,,,310.558,,,1.61e+06,B,,
C,2,,,312.0857,0.0011,,9.63e+05,B,,
C,2,312.2086,0.0022,312.2122,0.0010,21hqs,1.30e+07,B,,
C,2,312.4133,0.0022,312.4149,0.0011,28hqs,1.34e+07,B,,
C,2,,,312.5417,0.0011,,1.44e+06,B,,
C,2,313.792,0.004,313.7945,0.0015,21h,,,,
C,2,314.204,0.004,314.2054,0.0014,16h*,,,,
C,2,314.204,0.004,314.2074,0.0015,16h*,,,,
C,3,,,314.594,,,8.62e+06,B,,
C,3,,,315.1857,,,9.58e+05,B,,
C,3,,,315.5073,,,2.87e+06,B,,
C,2,,,315.6148,0.0008,,2.7e+05,E,,
C,2,315.713,0.004,315.7157,0.0008,16h,,,,
C,2,,,315.881,0.008,,4.3e+05,E,,
C,2,,,315.965,0.008,,1.1e+06,E,,
C,2,,,316.025,0.009,,4.5e+05,E,,
C,2,,,316.066,0.008,,4.2e+05,E,,
C,2,,,316.079,0.009,,7.e+05,E,,
C,2,,,316.158,0.012,,9.e+05,E,,
C,2,,,316.163,0.009,,7.e+05,E,,
C,3,,,316.1897,,,4.75e+06,B,,
C,2,,,316.212,0.012,,1.0e+06,E,,
C,2,316.5467,0.0007,316.5464,0.0006,150,2.15e+07,B,,
C,2,316.5974,0.0007,316.5977,0.0004,41,2.39e+06,B,,
C,2,316.7931,0.0007,316.7933,0.0005,110,2.38e+07,B,,
C,2,316.966,0.004,316.969,0.003,21H,u,6.08e+07,C+,,
C,3,,,317.0010,,,2.26e+07,B,,
C,2,317.003,0.004,317.005,0.003,27H,u,6.97e+07,C+,,
C,2,317.262,0.009,317.2674,0.0021,20H,9.7e+06,C,,
C,2,317.458,0.009,317.4665,0.0022,16H,4.7e+06,C,,
C,3,,,318.261,,,5.77e+06,B,,
C,2,,,318.358,0.003,,2.40e+01,B,,
C,2,,,318.779,0.003,,8.09e+01,B,,
C,3,,,325.8018,,,4.90e+06,B,,
C,3,,,325.9537,,,4.89e+06,B,,
C,3,,,326.2270,,,4.88e+06,B,,
C,3,,,328.883,,,2.09e+06,B,,
C,3,,,328.883,,,5.23e+05,B,,
C,3,,,328.883,,,5.81e+04,C,,
C,3,,,329.162,,,1.57e+06,B,,
C,3,,,329.162,,,8.70e+05,B,,
C,3,,,329.317,,,1.16e+06,B,,
C,2,,,329.8064,0.0012,,1.8e+04,C,,
C,2,,,329.8086,0.0012,,2.47e+05,B,,
C,2,,,329.9237,0.0012,,2.38e+05,B,,
C,2,,,329.9259,0.0012,,2.6e+04,C,,
C,2,335.3302,0.0009,335.3298,0.0007,21h,7.4e+06,C,,
C,2,335.5690,0.0009,335.5692,0.0007,16h,,,,
C,2,335.719,0.004,335.7243,0.0007,13h,,,,
C,3,,,335.7787,,,2.04e+05,B,,
C,3,,,335.7907,,,2.04e+05,B,,
C,3,,,335.7996,,,2.04e+05,C,,
C,2,336.0891,0.0007,336.0888,0.0003,27,1.13e+06,B,,
C,2,336.1051,0.0007,336.1052,0.0003,88,1.02e+07,B,,
C,2,336.1721,0.0007,336.1723,0.0003,54,1.13e+07,B,,
C,4,,,338.522,,,7.70e+06,B,,
C,4,,,338.535,,,7.70e+06,B,,
C,2,,,338.7448,0.0022,,7.e+05,D+,,
C,2,,,338.756,0.003,,7.e+05,D+,,
C,2,339.2146,0.0007,339.2145,0.0007,20,1.2e+07,C,,
C,2,339.3946,0.0007,339.3946,0.0007,16,1.4e+07,C,,
C,2,340.153,0.009,340.148,0.003,12H,6.5e+06,C,,
C,2,340.366,0.004,340.367,0.003,15H,u*,,,,
C,2,340.366,0.004,340.370,0.005,15H,u*,,,,
C,2,340.433,0.004,340.434,0.003,15H,u,3.2e+07,C,,
C,2,340.6361,0.0022,340.6353,0.0020,20H,,,,
C,1,342.0405,0.0005,342.0405,0.0005,2600,,,,
C,1,345.8503,0.0005,345.8503,0.0005,3900,,,,
C,3,,,349.824,,,7.07e+07,B,,
C,3,,,350.6783,,,7.21e+08,B,,
C,1,351.4801,0.0005,351.4801,0.0005,6000,,,,
C,1,351.8314,0.0010,351.8340,0.0004,2700,,,,
C,5,,,352.6586,0.0004,,1.663e+07,AA,,
C,2,358.1763,0.0007,358.1760,0.0003,21,1.97e+06,B,,
C,2,358.4977,0.0007,358.4972,0.0003,57,1.76e+07,B,,
C,2,358.5809,0.0007,358.5803,0.0004,20,4.90e+06,B,,
C,2,358.7657,0.0007,358.7651,0.0003,44,3.13e+07,B,,
C,2,358.8915,0.0007,358.8905,0.0004,34,4.92e+07,B+,,
C,2,358.9657,0.0007,358.9650,0.0003,96,7.80e+07,B,,
C,2,359.082,0.003,359.0756,0.0004,150*,4.95e+07,B+,,
C,2,359.082,0.003,359.0874,0.0003,150*,6.23e+07,B+,,
C,1,359.5140,0.0010,359.5139,0.0014,2700*,,,,
C,1,359.5140,0.0010,359.5156,0.0004,2700*,,,,
C,1,359.5456,0.0005,359.54456,0.00023,2700,,,,
C,1,360.1465,0.0005,360.1466,0.0003,2700,,,,
C,1,360.3440,0.0005,360.3433,0.0004,4100,,,,
C,1,360.3528,0.0005,360.3528,0.0005,6100,,,,
C,1,360.3952,0.0005,360.3960,0.0003,2700,,,,
C,1,360.7940,0.0005,360.7948,0.0004,2700,,,,
C,1,360.8696,0.0005,360.8702,0.0004,4100,,,,
C,3,,,360.8778,,,5.45e+07,B,,
C,3,,,360.9052,,,7.36e+07,B,,
C,3,,,360.9071,,,4.09e+07,B,,
C,1,360.9562,0.0005,360.9561,0.0005,2200,,,,
C,3,,,360.9620,,,9.80e+07,B,,
C,3,,,360.9676,,,2.45e+07,B,,
C,3,,,360.9695,,,2.72e+06,B,,
C,1,362.5609,0.0005,362.5609,0.0005,2200,,,,
C,1,364.8623,0.0005,364.8622,0.0005,2200,,,,
C,1,365.2824,0.0005,365.2825,0.0005,2200,,,,
C,3,,,365.3290,,,9.58e+04,D,,
C,3,,,365.5966,,,7.17e+04,D,,
C,3,,,365.6108,,,7.17e+04,D,,
C,3,,,365.6214,,,2.87e+05,D,,
C,3,,,366.0933,,,2.14e+05,C+,,
C,3,,,366.1075,,,1.19e+05,D,,
C,1,366.8600,0.0005,366.8599,0.0005,3300,,,,
C,3,,,370.3695,,,5.90e+07,B,,
C,1,370.5557,0.0005,370.5557,0.0005,3300,,,,
C,4,,,370.791,,,8.23e+06,B,,
C,4,,,370.845,,,1.65e+07,B,,
C,4,,,371.015,,,6.65e+05,B,,
C,4,,,371.030,,,6.65e+06,B,,
C,4,,,371.032,,,5.98e+06,B,,
C,1,371.2035,0.0005,371.2035,0.0006,3300,,,,
C,1,372.9026,0.0005,372.9026,0.0006,4200,,,,
C,1,373.2349,0.0005,373.2344,0.0004,5000,,,,
C,1,373.4509,0.0005,373.45067,0.00020,2800,,,,
C,1,373.5776,0.0005,373.57775,0.00017,5600,,,,
C,1,373.7186,0.0005,373.71887,0.00020,2800,,,,
C,1,374.0789,0.0005,374.0787,0.0003,2800,,,,
C,1,374.1443,0.0005,374.14415,0.00017,6300,,,,
C,1,374.2851,0.0005,374.28570,0.00020,4200,,,,
C,1,375.5121,0.0005,375.5122,0.0003,5600,,,,
C,1,375.6522,0.0005,375.65177,0.00021,6800,,,,
C,1,375.7048,0.0005,375.7039,0.0003,9600,,,,
C,1,375.7836,0.0005,375.7833,0.0003,4200,,,,
C,1,376.2251,0.0005,376.22449,0.00021,6800,,,,
C,1,376.3956,0.0005,376.3958,0.0003,2800,,,,
C,3,,,378.943,,,5.32e+06,B,,
C,1,379.3678,0.0005,379.3678,0.0004,5100,,,,
C,2,380.272,0.010,380.270,0.010,56p(S II)*,1.8e+06,E,,
C,2,380.272,0.010,380.273,0.010,56p(S II)*,1.9e+06,E,,
C,2,380.272,0.010,380.273,0.010,56p(S II)*,1.3e+05,E,,
C,1,380.4305,0.0005,380.4305,0.0004,5100,,,,
C,3,,,380.612,,,1.22e+07,B,,
C,3,,,380.612,,,3.06e+06,B,,
C,3,,,380.612,,,3.40e+05,B,,
C,3,,,380.660,,,9.17e+06,B,,
C,3,,,380.660,,,5.09e+06,B,,
C,3,,,380.695,,,6.79e+06,B,,
C,1,382.8849,0.0005,382.8839,0.0003,4200,,,,
C,2,383.1743,0.0017,383.1733,0.0009,78hql,2.04e+07,B,,
C,1,383.3347,0.0005,383.3341,0.0004,7300,,,,
C,2,383.5730,0.0017,383.5716,0.0007,26hql,1.69e+07,B,,
C,2,383.6683,0.0017,383.6696,0.0007,9hql,3.39e+06,B,,
C,3,,,383.8913,,,7.16e+04,C,,
C,3,,,384.4510,,,4.76e+06,B,,
C,2,,,384.6510,0.0006,,2.2e+06,E,,
C,2,,,385.0417,0.0006,,1.7e+06,E,,
C,2,,,385.1719,0.0007,,2.8e+04,E,,
C,2,,,385.3347,0.0010,,5.e+05,E,,
C,2,,,385.5060,0.0004,,2.1e+04,E,,
C,2,385.662,0.004,385.6642,0.0007,7h,,,,
C,2,,,385.8016,0.0004,,1.9e+05,E,,
C,2,386.2181,0.0007,386.2170,0.0004,11,2.4e+06,C,,
C,2,386.8874,0.0017,386.8881,0.0012,35h,1.14e+07,C,,
C,2,387.1669,0.0017,387.1671,0.0012,50h,1.84e+07,C+,,
C,2,387.3067,0.0017,387.3059,0.0012,7h,,,,
C,2,387.4666,0.0017,387.4653,0.0012,11h,2.9e+06,C,,
C,2,387.6055,0.0007,387.6046,0.0006,140,2.13e+08,B,,
C,2,387.6187,0.0007,387.6187,0.0008,300,2.63e+08,B+,,
C,2,387.6408,0.0007,387.6402,0.0005,250,2.30e+08,B+,,
C,2,387.6664,0.0007,387.6650,0.0005,210,1.94e+08,B,,
C,2,387.8028,0.0007,387.8039,0.0006,40,3.65e+07,C+,,
C,2,,,387.8843,0.0012,,7.e+04,E,,
C,2,387.9640,0.0007,387.9639,0.0005,39,3.39e+07,C+,,
C,2,388.0588,0.0007,388.0595,0.0005,39,2.24e+07,C+,,
C,2,,,388.1028,0.0023,,5.e+05,E,,
C,2,,,388.1031,0.0006,m,,,,
C,2,,,388.106,0.003,,5.e+05,E,,
C,3,,,388.3816,,,9.57e+07,C+,,
C,2,388.3824,0.0007,388.3840,0.0005,15,8.e+05,E,,
C,3,,,388.5938,,,1.01e+08,C+,,
C,3,,,388.6145,,,1.77e+07,C+,,
C,3,,,388.9137,,,1.13e+08,C+,,
C,3,,,388.9463,,,1.26e+07,C+,,
C,3,,,388.9670,,,4.99e+05,C+,,
C,3,,,391.491,,,2.54e+06,B,,
C,3,,,391.491,,,6.35e+05,B,,
C,3,,,391.491,,,7.06e+04,C+,,
C,3,,,391.885,,,1.90e+06,B,,
C,3,,,391.885,,,1.06e+06,B,,
C,2,391.8978,0.0007,391.8973,0.0004,330,6.36e+07,B,,
C,2,392.0693,0.0007,392.0686,0.0004,580,1.27e+08,B,,
C,3,,,392.105,,,1.41e+06,B,,
C,2,,,392.221,0.005,,1.43e+01,B,,
C,2,392.401,0.010,392.399,0.009,27w*,2.4e+06,E,,
C,2,392.401,0.010,392.402,0.009,27w*,2.6e+06,E,,
C,2,392.401,0.010,392.402,0.009,27w*,1.7e+05,E,,
C,2,392.913,0.004,392.911,0.005,21*,1.1e+06,E,,
C,2,392.913,0.004,392.914,0.005,21*,1.2e+06,E,,
C,2,392.913,0.004,392.914,0.005,21*,4.e+04,E,,
C,4,,,393.428,,,3.30e+07,A,,
C,4,,,393.489,,,3.30e+07,A,,
C,1,394.2223,0.0005,394.2223,0.0005,7900,,,,
C,2,394.4193,0.0007,394.4195,0.0005,14,,,,
C,2,394.5003,0.0007,394.5008,0.0005,24,1.9e+07,C,,
C,2,394.5197,0.0020,394.5237,0.0005,19,3.4e+06,C,,
C,2,394.6278,0.0022,394.6260,0.0006,20u,,,,
C,2,394.6429,0.0022,394.6455,0.0006,7u,5.6e+06,C,,
C,2,394.7079,0.0007,394.7073,0.0005,11,4.7e+06,C,,
C,2,394.772,0.009,394.7707,0.0008,32l*,6.9e+06,C,,
C,2,394.772,0.009,394.7860,0.0006,32l*,,,,
C,2,394.8333,0.0007,394.8333,0.0005,34,3.6e+06,C,,
C,2,394.9373,0.0022,394.9358,0.0006,9u,,,,
C,2,394.9530,0.0022,394.9553,0.0006,19u,1.21e+07,C,,
C,2,395.2058,0.0007,395.2057,0.0006,63,2.11e+07,C+,,
C,2,395.2679,0.0007,395.2684,0.0005,9,,,,
C,2,395.3950,0.0020,395.3906,0.0006,7,1.7e+06,C,,
C,1,396.1403,0.0005,396.14027,0.00009,7900,,,,
C,2,396.892,0.004,396.8877,0.0008,7h,,,,
C,2,396.9520,0.0007,396.9512,0.0006,14,1.9e+07,C,,
C,2,397.039,0.004,397.0202,0.0008,19qs*,,,,
C,2,397.039,0.004,397.0373,0.0006,19qs*,1.9e+07,C,,
C,2,397.1574,0.0007,397.1579,0.0006,11,6.7e+06,C,,
C,2,397.244,0.004,397.2420,0.0013,32h*,2.6e+06,C,,
C,2,397.244,0.004,397.2441,0.0006,32h*,1.5e+07,C,,
C,2,397.376,0.004,397.3748,0.0011,39h*,6.8e+06,C,,
C,2,397.376,0.004,397.3769,0.0006,39h*,1.3e+07,C,,
C,2,397.5341,0.0017,397.5347,0.0011,11h,2.3e+06,C,,
C,2,397.5953,0.0017,397.5923,0.0008,9h,4.1e+06,C,,
C,2,397.7269,0.0017,397.7253,0.0008,35h,1.8e+07,C,,
C,2,397.876,0.004,397.8714,0.0005,19h*,3.6e+06,C,,
C,2,397.876,0.004,397.8855,0.0008,19h*,5.7e+06,C,,
C,2,398.0323,0.0007,398.0317,0.0005,69,3.61e+07,C+,,
C,1,398.6879,0.0010,398.6880,0.0014,2600*,,,,
C,1,398.6879,0.0010,398.6880,0.0014,2600*,,,,
C,1,399.6488,0.0010,399.6487,0.0014,1700*,,,,
C,1,399.6488,0.0010,399.6487,0.0014,1700*,,,,
C,1,399.6966,0.0005,399.6965,0.0005,1700,,,,
C,1,399.7136,0.0010,399.7137,0.0014,1700*,,,,
C,1,399.7136,0.0010,399.7140,0.0005,1700*,,,,
C,2,399.9890,0.0007,399.9890,0.0005,11,1.5e+06,C,,
C,2,400.1717,0.0007,400.1715,0.0005,9,1.3e+06,C,,
C,2,,,400.1848,0.0006,,6.e+05,E,,
C,1,400.2976,0.0005,400.2977,0.0003,5300,,,,
C,2,,,400.3196,0.0006,,1.8e+05,E,,
C,2,,,400.3337,0.0005,,1.7e+05,E,,
C,2,400.9884,0.0007,400.9886,0.0004,42,9.68e+06,B,,
C,1,400.9930,0.0005,400.9928,0.0004,13000,,,,
C,2,401.593,0.003,401.591,0.004,30*,2.9e+06,E,,
C,2,401.593,0.003,401.594,0.003,30*,3.1e+06,E,,
C,2,401.593,0.003,401.594,0.004,30*,2.1e+05,E,,
C,2,401.7278,0.0007,401.7270,0.0003,25,9.60e+06,B,,
C,2,402.1167,0.0007,402.1165,0.0004,15,9.57e+06,B,,
C,1,402.2115,0.0005,402.211452,0.000010,6700,,,,
C,1,402.2841,0.0005,402.284321,0.000007,9700,,,,
C,1,402.5221,0.0005,402.522568,0.000008,4500,,,,
C,2,,,402.536,0.006,,7.5e+06,C,,
C,3,,,402.616,,,9.09e+05,B,,
C,2,,,402.644,0.006,,8.8e+06,C,,
C,2,,,402.644,0.006,,1.5e+06,C,,
C,1,402.8355,0.0005,402.8357,0.0005,6700,,,,
C,1,402.9413,0.0005,402.941190,0.000007,16000,,,,
C,1,403.1795,0.0005,403.180216,0.000008,10000,,,,
C,1,403.3228,0.0005,403.3228,0.0005,1800,,,,
C,3,,,405.449,,,1.46e+05,B,,
C,3,405.606,,405.6061,,150,1.07e+08,B,,
C,2,405.829,0.005,405.8299,0.0023,32*,1.6e+06,C,,
C,2,405.829,0.005,405.8328,0.0021,32*,1.7e+06,C,,
C,2,405.829,0.005,405.8328,0.0021,32*,6.e+04,E,,
C,1,406.3577,0.0005,406.3577,0.0003,6800,,,,
C,1,406.4271,0.0005,406.4264,0.0003,11000,,,,
C,1,406.5246,0.0005,406.52425,0.00003,14000,,,,
C,1,406.6752,0.0005,406.6752,0.0003,6800,,,,
C,3,406.794,,406.7940,,200,3.02e+08,C+,,
C,3,406.891,,406.8916,,250*,2.63e+07,C+,,
C,3,406.891,,406.8916,,250*,3.08e+08,C+,,
C,3,407.026,,407.0260,,250,3.28e+08,C+,,
C,3,,,407.0306,,,2.05e+07,C+,,
C,3,,,407.0306,,,4.01e+05,C+,,
C,1,407.0970,0.0005,407.0969,0.0003,6700,,,,
C,1,407.2643,0.0010,407.2643,0.0015,6100*,,,,
C,1,407.2643,0.0010,407.2658,0.0005,6100*,,,,
C,1,407.3327,0.0005,407.3325,0.0005,2400,,,,
C,2,407.452,0.005,407.4495,0.0008,170*,1.51e+08,C+,,
C,2,407.452,0.005,407.4535,0.0007,170*,1.0e+08,E,,
C,2,407.4845,0.0007,407.4841,0.0005,110,4.70e+07,C+,,
C,2,407.5395,0.0007,407.5402,0.0005,20,5.90e+07,C+,,
C,2,407.585,0.009,407.5856,0.0008,380l*,2.10e+08,B,,
C,2,407.585,0.009,407.5932,0.0007,380l*,3.1e+07,E,,
C,2,407.6142,0.0022,407.6140,0.0007,26u,1.35e+08,B,,
C,2,407.6251,0.0022,407.6241,0.0007,15u,,,,
C,2,407.6526,0.0007,407.6522,0.0005,20,8.4e+06,C,,
C,2,407.6830,0.0020,407.6800,0.0005,7,4.1e+06,C,,
C,2,407.763,0.004,407.7615,0.0007,12u*,,,,
C,2,407.763,0.004,407.7640,0.0007,12u*,,,,
C,2,407.7778,0.0022,407.7823,0.0007,20u,2.03e+07,C+,,
C,1,408.2415,0.0010,408.2415,0.0013,3300p(Ar II)*,,,,
C,1,408.2415,0.0010,408.2415,0.0013,3300p(Ar II)*,,,,
C,1,408.2981,0.0005,408.2980,0.0005,2700,,,,
C,1,408.3161,0.0010,408.3163,0.0005,2700*,,,,
C,1,408.3161,0.0010,408.3165,0.0008,2700*,,,,
C,3,,,412.1845,,,8.53e+07,B,,
C,1,414.6264,0.0005,414.6276,0.0003,4000,,,,
C,1,414.6971,0.0005,414.6968,0.0003,1900,,,,
C,1,414.7976,0.0005,414.7976,0.0005,2700,,,,
C,3,,,415.2514,,,5.98e+07,C+,,
C,1,415.3374,0.0005,415.3373,0.0005,2300,,,,
C,2,415.633,0.005,415.6238,0.0024,120bl(O II,N II)*,2.4e+06,C,,
C,2,415.633,0.005,415.6267,0.0022,120bl(O II,N II)*,2.4e+06,C,,
C,2,415.633,0.005,415.6269,0.0022,120bl(O II,N II)*,9.e+04,E,,
C,3,,,415.6504,,,6.31e+07,C+,,
C,3,,,415.6741,,,1.11e+07,C+,,
C,1,415.834,0.020,415.7723,0.0007,2000bl(Fe II),,,,
C,3,416.286,,416.2877,,150,7.06e+07,C+,,
C,3,,,416.3249,,,7.87e+06,C+,,
C,3,,,416.3487,,,3.11e+05,C+,,
C,3,,,416.624,,,2.30e+06,B,,
C,3,,,416.6973,,,7.31e+06,B,,
C,3,,,417.3088,,,2.01e+06,B,,
C,3,418.690,,418.6900,,250w,3.50e+08,B,,
C,1,420.9710,0.0010,420.9720,0.0007,1800*,,,,
C,1,420.9710,0.0010,420.9720,0.0007,1800*,,,,
C,1,420.9905,0.0010,420.9914,0.0007,1800*,,,,
C,1,420.9905,0.0010,420.9914,0.0007,1800*,,,,
C,1,421.1115,0.0010,421.1101,0.0003,4100*,,,,
C,1,421.1115,0.0010,421.1110,0.0007,4100*,,,,
C,1,421.1613,0.0005,421.1620,0.0003,2700,,,,
C,1,421.1817,0.0010,421.1815,0.0003,4100*,,,,
C,1,421.1817,0.0010,421.1824,0.0007,4100*,,,,
C,1,421.2342,0.0010,421.2341,0.0014,9200*,,,,
C,1,421.2342,0.0010,421.2357,0.0005,9200*,,,,
C,1,421.3074,0.0005,421.3072,0.0005,4000,,,,
C,4,,,421.906,,,1.02e+07,B,,
C,4,,,421.934,,,1.02e+07,B,,
C,1,422.2466,0.0010,422.2454,0.0011,6100*,,,,
C,1,422.2466,0.0010,422.2467,0.0014,6100*,,,,
C,1,422.3159,0.0010,422.3152,0.0003,9200*,,,,
C,1,422.3159,0.0010,422.3172,0.0011,9200*,,,,
C,1,422.3360,0.0010,422.3347,0.0003,6100*,,,,
C,1,422.3360,0.0010,422.3361,0.0009,6100*,,,,
C,1,422.8326,0.0005,422.83269,0.00007,13000,,,,
C,1,,,424.6448,0.0003,,,,,
C,3,,,424.7311,,,1.58e+07,B,,
C,3,,,425.210,,,6.02e+06,B,,
C,3,,,425.5304,,,6.96e+03,D,,
C,3,,,425.5382,,,3.45e+05,C+,,
C,3,,,425.5409,,,3.10e+06,C+,,
C,3,,,425.6373,,,2.46e+05,C+,,
C,3,,,425.6451,,,2.75e+06,C+,,
C,3,,,425.675,,,3.60e+06,B,,
C,3,,,425.7894,,,2.84e+06,C+,,
C,3,,,425.935,,,1.20e+06,B,,
C,2,426.7003,0.0007,426.7015,0.0005,1900,2.19e+08,B+,,
C,2,426.7258,0.0007,426.7247,0.0005,2600*,2.34e+08,B+,,
C,2,426.7258,0.0007,426.7280,0.0007,2600*,1.56e+07,B+,,
C,1,426.90197,0.00012,426.90179,0.00009,21000bl,2.1e+06,E,,
C,3,,,428.198,,,2.08e+06,C+,,
C,3,,,428.198,,,2.32e+05,C+,,
C,3,,,428.198,,,4.67e+03,D,,
C,3,,,428.223,,,1.85e+06,C+,,
C,3,,,428.223,,,1.65e+05,C+,,
C,3,,,428.263,,,1.91e+06,C+,,
C,2,428.5704,0.0017,428.5700,0.0009,30h,2.95e+07,C+,,
C,2,428.988,0.004,428.9832,0.0015,20h*,,,,
C,2,428.988,0.004,428.9856,0.0009,20h*,3.5e+06,C,,
C,2,429.182,0.004,429.1817,0.0015,30h*,2.40e+07,C+,,
C,2,429.182,0.004,429.1841,0.0007,30h*,,,,
C,2,429.241,0.003,429.2387,0.0018,63*,2.5e+06,D+,,
C,2,429.241,0.003,429.2418,0.0018,63*,2.6e+06,D+,,
C,2,429.241,0.003,429.2420,0.0018,63*,9.e+04,E,,
C,2,,,429.3917,0.0009,,3.3e+05,E,,
C,2,429.5920,0.0017,429.5906,0.0009,38h,1.3e+07,C,,
C,3,,,429.660,,,8.60e+06,B,,
C,2,430.633,0.004,430.634,0.003,16hql,3.71e+06,B,,
C,2,430.759,0.004,430.758,0.003,21hql,7.43e+06,B,,
C,2,,,430.9317,0.0006,,3.9e+05,C+,,
C,2,,,430.9586,0.0006,,3.5e+06,C+,,
C,2,,,431.2802,0.0006,,3.9e+06,C+,,
C,2,431.3100,0.0007,431.3109,0.0004,60,2.53e+07,B,,
C,2,431.7260,0.0007,431.7267,0.0004,110,5.87e+07,B,,
C,2,,,431.8265,0.0015,,3.2e+05,E,,
C,2,431.8600,0.0007,431.8604,0.0004,50,3.47e+07,B+,,
C,2,432.1647,0.0007,432.1655,0.0004,24,1.12e+07,B,,
C,2,432.3102,0.0007,432.3105,0.0004,30w,bl(Co II),1.37e+07,B+,,
C,2,,,432.4171,0.0009,,3.5e+05,E,,
C,2,,,432.4459,0.0007,,4.5e+04,E,,
C,3,432.556,,432.5561,,200,1.24e+07,B,,
C,2,432.5827,0.0007,432.5829,0.0004,29,3.77e+07,B,,
C,2,432.6156,0.0007,432.6162,0.0004,38,6.98e+07,B,,
C,2,432.988,0.003,432.983,0.003,48*,5.3e+06,D+,,
C,2,432.988,0.003,432.986,0.003,48*,5.6e+06,D+,,
C,2,432.988,0.003,432.987,0.003,48*,3.8e+05,D+,,
C,1,434.1640,0.0005,434.16453,0.00023,6000,,,,
C,1,434.2396,0.0005,434.24042,0.00023,2300,,,,
C,1,434.4111,0.0005,434.4104,0.0003,1900,,,,
C,1,434.4309,0.0005,434.4311,0.0003,2800,,,,
C,1,434.8966,0.0005,434.8967,0.0004,2300,,,,
C,1,435.5408,0.0005,435.5404,0.0003,4100,,,,
C,2,436.8047,0.0017,436.8054,0.0010,30h,u,8.8e+06,C,,
C,2,436.826,0.004,436.8283,0.0013,66u*,1.75e+07,C+,,
C,2,436.826,0.004,436.8307,0.0008,66u*,8.0e+06,C,,
C,2,436.9857,0.0007,436.9866,0.0006,29,2.9e+07,C,,
C,2,437.0661,0.0017,437.0681,0.0010,20h,6.4e+06,C,,
C,1,437.13814,0.00003,437.13814,0.00003,33000,1.27e+06,B,,
C,2,437.235,0.004,437.2346,0.0013,75u*,3.57e+07,C+,,
C,2,437.235,0.004,437.2371,0.0006,75u*,8.42e+07,C+,,
C,2,437.249,0.004,437.2496,0.0006,120u*,1.45e+08,C+,,
C,2,437.249,0.004,437.2518,0.0010,120u*,3.51e+07,C+,,
